timestamp,direction,payload_size,repeat,sent,received,lost,lost_pct,min_ms,avg_ms,max_ms,stddev_ms,returncode
1782443686,nic-to-corundum,256,1,1000.0,1000.0,0.0,0.0,0.024,0.046,0.069,0.004,0
1782443694,corundum-to-nic,256,1,1000.0,1000.0,0.0,0.0,0.025,0.048,0.081,0.002,0
1782443703,nic-to-corundum,320,1,1000.0,1000.0,0.0,0.0,0.033,0.054,0.084,0.006,0
1782443711,corundum-to-nic,320,1,1000.0,1000.0,0.0,0.0,0.033,0.054,0.077,0.005,0
1782443720,nic-to-corundum,384,1,1000.0,1000.0,0.0,0.0,0.025,0.064,1.046,0.047,0
1782443728,corundum-to-nic,384,1,1000.0,1000.0,0.0,0.0,0.034,0.061,0.092,0.002,0
1782443737,nic-to-corundum,448,1,1000.0,1000.0,0.0,0.0,0.034,0.06,0.079,0.005,0
1782443745,corundum-to-nic,448,1,1000.0,1000.0,0.0,0.0,0.038,0.061,0.068,0.002,0
1782443754,nic-to-corundum,512,1,1000.0,1000.0,0.0,0.0,0.035,0.067,0.494,0.035,0
1782443762,corundum-to-nic,512,1,1000.0,1000.0,0.0,0.0,0.036,0.061,0.066,0.002,0
1782443771,nic-to-corundum,576,1,1000.0,1000.0,0.0,0.0,0.038,0.064,0.408,0.015,0
1782443779,corundum-to-nic,576,1,1000.0,1000.0,0.0,0.0,0.04,0.062,0.079,0.002,0
1782443787,nic-to-corundum,640,1,1000.0,1000.0,0.0,0.0,0.048,0.065,0.075,0.003,0
1782443796,corundum-to-nic,640,1,1000.0,1000.0,0.0,0.0,0.035,0.061,0.094,0.004,0
1782443804,nic-to-corundum,704,1,1000.0,1000.0,0.0,0.0,0.038,0.064,0.081,0.004,0
1782443813,corundum-to-nic,704,1,1000.0,1000.0,0.0,0.0,0.035,0.062,0.073,0.002,0
1782443821,nic-to-corundum,768,1,1000.0,1000.0,0.0,0.0,0.029,0.062,0.072,0.005,0
1782443830,corundum-to-nic,768,1,1000.0,1000.0,0.0,0.0,0.037,0.062,0.069,0.002,0
1782443838,nic-to-corundum,832,1,1000.0,1000.0,0.0,0.0,0.03,0.063,0.072,0.005,0
1782443846,corundum-to-nic,832,1,1000.0,1000.0,0.0,0.0,0.029,0.061,0.072,0.004,0
1782443855,nic-to-corundum,896,1,1000.0,1000.0,0.0,0.0,0.034,0.061,0.077,0.007,0
1782443863,corundum-to-nic,896,1,1000.0,1000.0,0.0,0.0,0.04,0.063,0.07,0.002,0
1782443872,nic-to-corundum,960,1,1000.0,1000.0,0.0,0.0,0.036,0.065,0.081,0.004,0
1782443880,corundum-to-nic,960,1,1000.0,1000.0,0.0,0.0,0.038,0.063,0.071,0.002,0
1782443888,nic-to-corundum,1024,1,1000.0,1000.0,0.0,0.0,0.037,0.06,0.102,0.006,0
1782443897,corundum-to-nic,1024,1,1000.0,1000.0,0.0,0.0,0.044,0.063,0.078,0.002,0
1782443905,nic-to-corundum,1088,1,1000.0,1000.0,0.0,0.0,0.042,0.098,1.935,0.24,0
1782443914,corundum-to-nic,1088,1,1000.0,1000.0,0.0,0.0,0.04,0.063,0.073,0.002,0
1782443922,nic-to-corundum,1152,1,1000.0,1000.0,0.0,0.0,0.049,0.066,0.091,0.004,0
1782443930,corundum-to-nic,1152,1,1000.0,1000.0,0.0,0.0,0.048,0.063,0.074,0.001,0
1782443939,nic-to-corundum,1216,1,1000.0,1000.0,0.0,0.0,0.045,0.063,0.11,0.006,0
1782443947,corundum-to-nic,1216,1,1000.0,1000.0,0.0,0.0,0.041,0.062,0.071,0.003,0
1782443956,nic-to-corundum,1280,1,1000.0,1000.0,0.0,0.0,0.038,0.063,0.103,0.009,0
1782443964,corundum-to-nic,1280,1,1000.0,1000.0,0.0,0.0,0.045,0.058,0.146,0.004,0
1782443973,nic-to-corundum,1344,1,1000.0,1000.0,0.0,0.0,0.045,0.062,0.108,0.007,0
1782443981,corundum-to-nic,1344,1,1000.0,1000.0,0.0,0.0,0.046,0.059,0.067,0.003,0
1782443989,nic-to-corundum,1408,1,1000.0,1000.0,0.0,0.0,0.041,0.06,0.165,0.008,0
1782443998,corundum-to-nic,1408,1,1000.0,1000.0,0.0,0.0,0.032,0.06,0.071,0.003,0
1782444006,nic-to-corundum,1472,1,1000.0,1000.0,0.0,0.0,0.035,0.061,0.12,0.008,0
1782444015,corundum-to-nic,1472,1,1000.0,1000.0,0.0,0.0,0.041,0.061,0.077,0.003,0
