direction,payload_size,runs,avg_ms_mean,avg_ms_std,lost_pct_mean,lost_pct_std
corundum-to-nic,256,1,0.048000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,320,1,0.054000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,384,1,0.061000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,448,1,0.061000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,512,1,0.061000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,576,1,0.062000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,640,1,0.061000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,704,1,0.062000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,768,1,0.062000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,832,1,0.061000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,896,1,0.063000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,960,1,0.063000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1024,1,0.063000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1088,1,0.063000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1152,1,0.063000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1216,1,0.062000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1280,1,0.058000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1344,1,0.059000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1408,1,0.060000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1472,1,0.061000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,256,1,0.046000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,320,1,0.054000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,384,1,0.064000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,448,1,0.060000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,512,1,0.067000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,576,1,0.064000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,640,1,0.065000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,704,1,0.064000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,768,1,0.062000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,832,1,0.063000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,896,1,0.061000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,960,1,0.065000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,1024,1,0.060000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,1088,1,0.098000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,1152,1,0.066000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,1216,1,0.063000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,1280,1,0.063000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,1344,1,0.062000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,1408,1,0.060000000,0.000000000,0.000000000,0.000000000
nic-to-corundum,1472,1,0.061000000,0.000000000,0.000000000,0.000000000
