timestamp,interface,mac,state,speed_mbps,duplex,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped
1781824956,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,109839759900,132700782,830,0,27189449860,37009675,0,3
1781824960,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,110123678676,133700496,830,0,27487449860,38009675,0,3
1781824961,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,110123679534,133700502,830,0,27487450268,38009683,0,3
1781824966,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,110407621314,134700297,830,0,27785450268,39009683,0,3
1781824967,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,110407622172,134700303,830,0,27785450676,39009691,0,3
1781824970,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,110691548048,135700042,830,0,28083450676,40009691,0,3
1781824971,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,110691548906,135700048,830,0,28083451084,40009699,0,3
1781824975,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,110975483302,136699817,830,0,28381451084,41009699,0,3
1781824976,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,110975484160,136699823,830,0,28381451492,41009707,0,3
1781824980,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,111259417988,137699590,830,0,28679451492,42009707,0,3
1781824981,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,111259418846,137699596,830,0,28679451900,42009715,0,3
1781824986,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,111617398798,138699540,830,0,29051451900,43009715,0,3
1781824987,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,111617399656,138699546,830,0,29051452308,43009723,0,3
1781824990,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,111975379250,139699489,830,0,29423452308,44009723,0,3
1781824991,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,111975380108,139699495,830,0,29423452716,44009731,0,3
1781824996,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,112333371516,140699471,830,0,29795452716,45009731,0,3
1781824997,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,112333372374,140699477,830,0,29795453124,45009739,0,3
1781825002,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,112691360560,141699444,830,0,30167453124,46009739,0,3
1781825003,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,112691361418,141699450,830,0,30167453532,46009747,0,3
1781825007,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,113049338864,142699387,830,0,30539453532,47009747,0,3
1781825008,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,113049339722,142699393,830,0,30539453940,47009755,0,3
1781825011,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,113481305594,143699314,830,0,30985453940,48009755,0,3
1781825012,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,113481306452,143699320,830,0,30985454348,48009763,0,3
1781825016,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,113913267140,144699229,830,0,31431454348,49009763,0,3
1781825017,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,113913267998,144699235,830,0,31431454756,49009771,0,3
1781825021,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,114345231710,145699151,830,0,31877454756,50009771,0,3
1781825022,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,114345232568,145699157,830,0,31877455164,50009779,0,3
1781825026,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,114777195848,146699072,830,0,32323455164,51009779,0,3
1781825027,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,114777196706,146699078,830,0,32323455572,51009787,0,3
1781825032,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,115209156530,147698985,830,0,32769455572,52009787,0,3
1781825033,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,115209157388,147698991,830,0,32769455980,52009795,0,3
1781825037,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,115714637726,148697964,830,0,33288990580,53008900,0,3
1781825038,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,115714638584,148697970,830,0,33288990988,53008908,0,3
1781825043,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,116220582924,149697860,830,0,33808990988,54008908,0,3
1781825044,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,116220583782,149697866,830,0,33808991396,54008916,0,3
1781825048,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,116726524580,150697749,830,0,34328991396,55008916,0,3
1781825049,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,116726525438,150697755,830,0,34328991804,55008924,0,3
1781825053,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,117232465730,151697637,830,0,34848991804,56008924,0,3
1781825054,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,117232466588,151697643,830,0,34848992212,56008932,0,3
1781825059,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,117738419024,152697549,830,0,35368992212,57008932,0,3
