test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
loopback,256,10,795.030969200,0.000022004,999.999890800,0.000027824,388198.715600000,0.010966616,795.031055901,388198.757763975,0.000500000,0.000707107
loopback,320,10,829.015467200,0.000018713,999.999907400,0.000022401,323834.166900000,0.007400450,829.015544041,323834.196891192,0.000000000,0.000000000
loopback,384,10,853.333256000,0.000013266,999.999909500,0.000015479,277777.752700000,0.004243950,853.333333333,277777.777777778,0.000000000,0.000000000
loopback,448,10,871.595264000,0.000012419,999.999923600,0.000014292,243190.642900000,0.003541814,871.595330739,243190.661478599,0.000300000,0.000483046
loopback,512,10,885.813095200,0.000012630,999.999939700,0.000014283,216262.962700000,0.002869379,885.813148789,216262.975778547,0.000000000,0.000000000
loopback,576,10,897.196218200,0.000006197,999.999951300,0.000006993,194704.040600000,0.001349897,897.196261682,194704.049844237,0.000100000,0.000316228
loopback,640,10,906.515530700,0.000010812,999.999944900,0.000012013,177053.814400000,0.002170509,906.515580737,177053.824362606,0.000200000,0.000421637
loopback,704,10,914.285359700,0.000855738,999.999612500,0.000936001,162337.599300000,0.151960558,914.285714286,162337.662337662,0.000000000,0.000000000
loopback,768,10,920.863266200,0.000005770,999.999953300,0.000006430,149880.088800000,0.001135292,920.863309353,149880.095923261,0.000100000,0.000316228
loopback,832,10,926.503282400,0.000064200,999.999937200,0.000069410,139198.209400000,0.009731963,926.503340757,139198.218262806,0.000200000,0.000421637
loopback,896,10,931.392710800,0.000574802,999.999763100,0.000617072,129937.599100000,0.080153256,931.392931393,129937.629937630,0.000700000,0.000823273
loopback,960,10,935.672477600,0.000007516,999.999960500,0.000007906,121832.353900000,0.001100505,935.672514620,121832.358674464,0.000200000,0.000421637
loopback,1024,10,939.449507100,0.000007880,999.999963500,0.000008541,114678.894900000,0.001100505,939.449541284,114678.899082569,0.000200000,0.000421637
loopback,1088,10,942.807593600,0.000003748,999.999965900,0.000004175,108318.887100000,0.000567646,942.807625650,108318.890814558,0.000100000,0.000316228
loopback,1152,10,945.812779200,0.000004442,999.999969200,0.000004442,102627.254500000,0.000527046,945.812807882,102627.257799672,0.000500000,0.000707107
loopback,1216,10,948.517910900,0.000002470,999.999968900,0.000002470,97503.897000000,0.000000000,948.517940718,97503.900156006,0.000100000,0.000316228
loopback,1280,10,950.965793700,0.000003529,999.999967500,0.000003440,92867.753200000,0.000421637,950.965824666,92867.756315007,0.000100000,0.000316228
loopback,1344,10,953.191459200,0.000005884,999.999968400,0.000006186,88652.479400000,0.000699206,953.191489362,88652.482269504,0.000200000,0.000421637
loopback,1408,10,955.223798600,0.000180203,999.999914200,0.000188505,84803.249100000,0.015856650,955.223880597,84803.256445047,0.000100000,0.000316228
loopback,1472,10,957.087103800,0.000003853,999.999976500,0.000004275,81274.380500000,0.000527046,957.087126138,81274.382314694,0.000600000,0.000699206
