timestamp,iface,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,requested_packets,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,payload_mbps,estimated_wire_mbps,iface_tx_packets_delta,iface_rx_packets_delta,iface_tx_bytes_delta,iface_rx_bytes_delta,iface_tx_errors_delta,iface_rx_errors_delta,iface_tx_dropped_delta,iface_rx_dropped_delta,ip_in_receives_delta,ip_in_discards_delta,ip_out_requests_delta,ip_out_discards_delta,udp_out_delta,udp_in_delta,udp_no_ports_delta,udp_in_errors_delta,udp_rcvbuf_errors_delta,udp_sndbuf_errors_delta,fpga_rx_good_delta,fpga_tx_good_delta,fpga_rx_bad_delta,fpga_tx_bad_delta,fpga_rx_overflow_delta,fpga_tx_overflow_delta,fpga_bad_fcs_delta,fpga_ip_rx_header_error_delta,fpga_ip_rx_payload_error_delta,fpga_ip_invalid_header_delta,fpga_ip_invalid_checksum_delta,fpga_ip_tx_payload_error_delta,fpga_ip_tx_arp_failed_delta,fpga_udp_rx_header_error_delta,fpga_udp_rx_payload_error_delta,fpga_udp_tx_payload_error_delta,host_tx_to_fpga_rx_gap,fpga_rx_to_tx_gap,fpga_tx_to_host_rx_gap
1782424940,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600020,795.030994,999.999922,100000,99999,29800000,29799702,0,0,0,0,99999,0,100000,0,100000,0,0,30093,30093,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1782424941,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600020,795.030994,999.999922,100000,99999,29800000,29799702,0,0,0,0,99999,0,100000,0,100000,0,0,30093,30093,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1782424942,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600031,795.030960,999.999880,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,30094,30094,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782424944,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600038,795.030939,999.999852,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,30094,30094,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782424945,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600032,795.030957,999.999876,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,30094,30094,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782424946,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600020,795.030994,999.999922,100000,99998,29800000,29799404,0,0,0,0,99998,0,100000,0,100000,0,0,30092,30092,0,99998,99998,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
1782424948,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600034,795.030951,999.999868,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,30094,30094,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782424949,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600037,795.030942,999.999856,100000,99999,29800000,29799702,0,0,0,0,99999,0,100000,0,100000,0,0,30093,30093,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1782424950,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600026,795.030976,999.999899,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,30094,30094,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782424952,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600023,795.030985,999.999911,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,30094,30094,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
