test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
tx,256,10,796.826230200,1.150105425,1002.257992500,1.446617146,389075.307618873,561.574943055,795.031055901,388198.757763975,0.000000000,0.000000000
tx,320,10,830.400177300,0.868103260,1001.670213600,1.047149441,324375.069220605,339.102846294,829.015544041,323834.196891192,0.000000000,0.000000000
tx,384,10,854.292052600,0.669587475,1001.123499100,0.784672880,278089.860851568,217.964675100,853.333333333,277777.777777778,0.000000000,0.000000000
tx,448,10,873.059483200,0.789879051,1001.679853600,0.906245150,243599.186172904,220.390357851,871.595330739,243190.661478599,0.000000000,0.000000000
tx,512,10,886.793203900,0.573027375,1001.106390400,0.646894264,216502.247040042,139.899269035,885.813148789,216262.975778547,0.000000000,0.000000000
tx,576,10,897.588702300,0.606434218,1000.437407600,0.675921498,194789.214872352,131.604618932,897.196261682,194704.049844237,0.000000000,0.000000000
tx,640,10,907.173557000,0.471994365,1000.725830100,0.520668649,177182.335350715,92.186402847,906.515580737,177053.824362606,0.000000000,0.000000000
tx,704,10,914.950626000,0.489137199,1000.727247000,0.534993769,162455.721925500,86.849633456,914.285714286,162337.662337662,0.000000000,0.000000000
tx,768,10,921.607128700,0.294191454,1000.807741300,0.319473661,150001.160267485,47.882736524,920.863309353,149880.095923261,0.000000000,0.000000000
tx,832,10,927.324306200,0.315556980,1000.886090200,0.340589177,139321.560435116,47.409412000,926.503340757,139198.218262806,0.000000000,0.000000000
tx,896,10,931.845668700,0.398716143,1000.486086000,0.428086000,130000.790816331,55.624461459,931.392931393,129937.629937630,0.000000000,0.000000000
tx,960,10,935.877944900,0.310024310,1000.219553600,0.331338333,121859.107417994,40.367740818,935.672514620,121832.358674464,0.000000000,0.000000000
tx,1024,10,939.796932900,0.264650372,1000.369782100,0.281708031,114721.305288900,32.305957810,939.449541284,114678.899082569,0.000000000,0.000000000
tx,1088,10,943.360254500,0.376987286,1000.586152000,0.399855794,108382.382162166,43.311949330,942.807625650,108318.890814558,0.000000000,0.000000000
tx,1152,10,946.197527600,0.315145798,1000.406761200,0.333200958,102669.002572793,34.195502192,945.812807882,102627.257799672,0.000000000,0.000000000
tx,1216,10,948.848567300,0.158482802,1000.348571700,0.167084571,97537.887253443,16.291401348,948.517940718,97503.900156006,0.000000000,0.000000000
tx,1280,10,951.359276100,0.223306690,1000.413738700,0.234820972,92906.179290468,21.807295660,950.965824666,92867.756315007,0.000000000,0.000000000
tx,1344,10,953.668456400,0.202195081,1000.500389300,0.212124466,88696.843037022,18.805354509,953.191489362,88652.482269504,0.000000000,0.000000000
tx,1408,10,955.548505200,0.240909331,1000.339841500,0.252201749,84832.076102716,21.387542226,955.223880597,84803.256445047,0.000000000,0.000000000
tx,1472,10,957.513751200,0.200142294,1000.445753500,0.209116181,81310.610656962,16.995783888,957.087126138,81274.382314694,0.000000000,0.000000000
