timestamp,interface,mac,state,speed_mbps,duplex,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped
1782424939,eth0,34:5a:60:15:24:69,up,2500,full,36603996782,40404752,0,0,18483835680,20407008,0,9
1782424939,eth0,34:5a:60:15:24:69,up,2500,full,36633796484,40504751,0,0,18513635680,20507008,0,9
1782424940,eth0,34:5a:60:15:24:69,up,2500,full,36633797426,40504757,0,0,18513636160,20507016,0,9
1782424941,eth0,34:5a:60:15:24:69,up,2500,full,36663597128,40604756,0,0,18543436160,20607016,0,9
1782424942,eth0,34:5a:60:15:24:69,up,2500,full,36663598070,40604762,0,0,18543436640,20607024,0,9
1782424942,eth0,34:5a:60:15:24:69,up,2500,full,36693398070,40704762,0,0,18573236640,20707024,0,9
1782424943,eth0,34:5a:60:15:24:69,up,2500,full,36693399012,40704768,0,0,18573237120,20707032,0,9
1782424943,eth0,34:5a:60:15:24:69,up,2500,full,36723199012,40804768,0,0,18603037120,20807032,0,9
1782424944,eth0,34:5a:60:15:24:69,up,2500,full,36723199954,40804774,0,0,18603037600,20807040,0,9
1782424945,eth0,34:5a:60:15:24:69,up,2500,full,36752999954,40904774,0,0,18632837600,20907040,0,9
1782424946,eth0,34:5a:60:15:24:69,up,2500,full,36753000896,40904780,0,0,18632838080,20907048,0,9
1782424946,eth0,34:5a:60:15:24:69,up,2500,full,36782800300,41004778,0,0,18662638080,21007048,0,9
1782424947,eth0,34:5a:60:15:24:69,up,2500,full,36782801242,41004784,0,0,18662638560,21007056,0,9
1782424947,eth0,34:5a:60:15:24:69,up,2500,full,36812601242,41104784,0,0,18692438560,21107056,0,9
1782424948,eth0,34:5a:60:15:24:69,up,2500,full,36812602184,41104790,0,0,18692439040,21107064,0,9
1782424948,eth0,34:5a:60:15:24:69,up,2500,full,36842401886,41204789,0,0,18722239040,21207064,0,9
1782424949,eth0,34:5a:60:15:24:69,up,2500,full,36842402828,41204795,0,0,18722239520,21207072,0,9
1782424950,eth0,34:5a:60:15:24:69,up,2500,full,36872202828,41304795,0,0,18752039520,21307072,0,9
