timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,packet_count,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,packets_per_second,payload_mbps,estimated_wire_mbps
1782424940,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600020,388198.728,795.030994,999.999922
1782424941,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600020,388198.728,795.030994,999.999922
1782424942,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600031,388198.711,795.030960,999.999880
1782424944,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600038,388198.700,795.030939,999.999852
1782424945,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600032,388198.710,795.030957,999.999876
1782424946,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600020,388198.728,795.030994,999.999922
1782424948,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600034,388198.707,795.030951,999.999868
1782424949,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600037,388198.702,795.030942,999.999856
1782424950,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600026,388198.719,795.030976,999.999899
1782424952,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600023,388198.723,795.030985,999.999911
1782424953,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800039,323834.156,829.015439,999.999874
1782424954,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800026,323834.170,829.015474,999.999916
1782424956,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800021,323834.175,829.015488,999.999932
1782424957,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800020,323834.176,829.015490,999.999935
1782424958,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800021,323834.175,829.015488,999.999932
1782424960,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800033,323834.162,829.015455,999.999893
1782424961,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800038,323834.157,829.015442,999.999877
1782424963,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800030,323834.165,829.015464,999.999903
1782424964,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800026,323834.170,829.015474,999.999916
