test,payload_size,runs,avg_ms_mean,avg_ms_std,lost_pct_mean,lost_pct_std
rtt,256,5,1.325527014,0.010189794,0.000000000,0.000000000
rtt,330,5,1.332660141,0.007242385,0.000000000,0.000000000
rtt,404,5,1.343752238,0.010179431,0.000000000,0.000000000
rtt,478,5,1.338850553,0.004362517,0.000000000,0.000000000
rtt,552,5,1.347617064,0.008352674,0.000000000,0.000000000
rtt,626,5,1.360174640,0.004532424,0.000000000,0.000000000
rtt,700,5,1.360831256,0.004594487,0.000000000,0.000000000
rtt,774,5,1.364490570,0.004005607,0.000000000,0.000000000
rtt,848,5,1.370143517,0.005175158,0.000000000,0.000000000
rtt,922,5,1.383290957,0.007703792,0.000000000,0.000000000
rtt,996,5,1.398823500,0.013228049,0.000000000,0.000000000
rtt,1070,5,1.397347877,0.011135950,0.000000000,0.000000000
rtt,1144,5,1.401642453,0.005719515,0.000000000,0.000000000
rtt,1218,5,1.423036972,0.013742325,0.000000000,0.000000000
rtt,1292,5,1.414294681,0.006161010,0.000000000,0.000000000
rtt,1366,5,1.417854613,0.007099637,0.000000000,0.000000000
rtt,1440,5,1.420374481,0.008163401,0.000000000,0.000000000
