test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
loopback,256,5,624.866133800,12.423827839,785.964434000,15.626845988,305110.417000000,6066.322241514,795.031055901,388198.757763975,0.003400000,0.002302173
loopback,330,5,708.589406600,20.112858903,850.307287800,24.135430502,268405.078200000,7618.507315399,833.333333333,315656.565656566,0.004200000,0.001095445
loopback,404,5,717.699787400,74.884380891,834.947772400,87.117967858,222060.577800000,23169.672595376,859.574468085,265957.446808511,0.002400000,0.002190890
loopback,478,5,778.245724800,16.282494267,885.702247400,18.530704641,203516.141600000,4257.974341385,878.676470588,229779.411764706,0.004800000,0.001788854
loopback,552,5,778.263818400,19.545005740,871.317101000,21.881908227,176237.278000000,4425.952369679,893.203883495,202265.372168285,0.004200000,0.001643168
loopback,626,5,825.067779400,6.176220969,912.055756200,6.827387851,164749.956000000,1233.270937565,904.624277457,180635.838150289,0.004800000,0.002588436
loopback,700,5,844.309392400,1.022776490,923.915706000,1.119209672,150769.534400000,182.638453290,913.838120104,163185.378590078,0.006200000,0.001483240
loopback,774,5,857.504935400,0.959852255,930.625511400,1.041699706,138485.939000000,155.014476674,921.428571429,148809.523809524,0.003200000,0.003633180
loopback,848,5,868.543525000,0.713945141,936.142431200,0.769511862,128028.232000000,105.239817234,927.789934354,136761.487964989,0.006600000,0.002408319
loopback,922,5,877.624999200,0.371763732,940.448480400,0.398376195,118983.866200000,50.401752665,933.198380567,126518.218623482,0.005800000,0.002280351
loopback,996,5,886.054790600,0.739568141,944.769264800,0.788575720,111201.655400000,92.817212198,937.853107345,117702.448210923,0.007000000,0.003240370
loopback,1070,5,892.960423000,0.671575930,948.040225200,0.713000621,104317.806400000,78.455216721,941.901408451,110035.211267606,0.006800000,0.001788854
loopback,1144,5,898.986729400,0.604262967,950.851348400,0.639124023,98228.445000000,66.025181802,945.454545455,103305.785123967,0.004800000,0.002489980
loopback,1218,5,904.882789400,1.058810124,953.915846800,1.116183920,92865.639200000,108.662781083,948.598130841,97352.024922118,0.008200000,0.002167948
loopback,1292,5,910.043682400,0.676511873,956.531982000,0.711070332,88046.022000000,65.452011822,951.399116348,92047.128129602,0.004800000,0.002167948
loopback,1366,5,914.439731200,0.605619087,958.622031400,0.634880244,83678.599200000,55.418951052,953.910614525,87290.502793296,0.007800000,0.002387467
loopback,1440,5,918.537914800,0.471559845,960.637569400,0.493173157,79734.194000000,40.933767015,956.175298805,83001.328021248,0.005800000,0.001483240
