timestamp,tx_fifo_overflow,tx_fifo_bad_frame,tx_fifo_good_frame,rx_error_bad_frame,rx_error_bad_fcs,rx_fifo_overflow,rx_fifo_bad_frame,rx_fifo_good_frame,eth_rx_error_header_early_termination,ip_rx_error_header_early_termination,ip_rx_error_payload_early_termination,ip_rx_error_invalid_header,ip_rx_error_invalid_checksum,ip_tx_error_payload_early_termination,ip_tx_error_arp_failed,udp_rx_error_header_early_termination,udp_rx_error_payload_early_termination,udp_tx_error_payload_early_termination,speed,flood,loopback,tx_busy,random,constant,sequential,payload_size_bytes,packets_per_trigger,mac,local_ip,gateway_ip,subnet_mask,dest_ip,src_port,dst_port
1781801462,0,0,43229615,3069,3069,13,3069,42300183,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801462,0,0,43329615,3070,3070,13,3070,42400183,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801463,0,0,43329620,3070,3070,13,3070,42400190,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801464,0,0,43429617,3074,3074,13,3074,42500187,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801465,0,0,43429622,3074,3074,13,3074,42500194,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801465,0,0,43529620,3077,3077,13,3077,42600192,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801466,0,0,43529625,3077,3077,13,3077,42600199,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801466,0,0,43629624,3079,3079,13,3079,42700198,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801467,0,0,43629629,3079,3079,13,3079,42700205,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801468,0,0,43729623,3086,3086,13,3086,42800199,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801469,0,0,43729628,3086,3086,13,3086,42800206,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801469,0,0,43829626,3089,3089,13,3089,42900204,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801470,0,0,43829631,3089,3089,13,3089,42900211,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801470,0,0,43929626,3095,3095,13,3095,43000206,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781801471,0,0,43929631,3095,3095,13,3095,43000213,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,1,0,0,256,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
