test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
tx,256,4,734.811824000,62.030185167,924.255497500,78.022341759,358794.835973014,30288.176215149,795.031055901,388198.757763975,7.570500000,7.764133027
tx,330,5,833.545954800,0.826407353,1000.255145800,0.991689217,315737.104105479,313.033161486,833.333333333,315656.565656566,0.062800000,0.036106786
tx,404,5,860.443710600,0.797457785,1001.011247400,0.927735349,266226.395571932,246.738188919,859.574468085,265957.446808511,0.000000000,0.000000000
tx,478,5,879.370772800,0.786281202,1000.790168000,0.894847081,229960.976125859,205.617441694,878.676470588,229779.411764706,0.000000000,0.000000000
tx,552,5,893.655770800,0.202162789,1000.505917200,0.226334474,202367.701718126,45.779637757,893.203883495,202265.372168285,0.000000000,0.000000000
tx,626,5,905.205498800,0.655904481,1000.642500200,0.725057592,180751.896728671,130.971360656,904.624277457,180635.838150289,0.000000000,0.000000000
tx,700,5,914.270411400,0.338888502,1000.473050400,0.370840677,163262.573479645,60.515787348,913.838120104,163185.378590078,0.000000000,0.000000000
tx,774,5,921.938802600,0.497737954,1000.553739200,0.540180655,148891.925485566,80.384030605,921.428571429,148809.523809524,0.000000000,0.000000000
tx,848,5,928.238603200,0.345793624,1000.483588600,0.372706783,136827.624273052,50.971922042,927.789934354,136761.487964989,0.000000000,0.000000000
tx,922,5,933.544491200,0.231601908,1000.370886200,0.248181101,126565.142505430,31.399399504,933.198380567,126518.218623482,0.000000000,0.000000000
tx,996,5,938.046414400,0.285157705,1000.206116400,0.304053767,117726.708616265,35.787863574,937.853107345,117702.448210923,0.000000000,0.000000000
tx,1070,5,942.466074200,0.445196838,1000.599495800,0.472657185,110101.176898468,52.008947365,941.901408451,110035.211267606,0.000000000,0.000000000
tx,1144,5,945.960189600,0.370700006,1000.534816000,0.392086331,103361.034704247,40.504783836,945.454545455,103305.785123967,0.000000000,0.000000000
tx,1218,5,949.092127400,0.208652709,1000.520764400,0.219958865,97402.722403721,21.413464693,948.598130841,97352.024922118,0.000000000,0.000000000
tx,1292,5,951.682246400,0.181734825,1000.297593400,0.191018537,92074.520764430,17.582694757,951.399116348,92047.128129602,0.000000000,0.000000000
tx,1366,5,954.098428000,0.232677496,1000.196887800,0.243919391,87307.689246722,21.291841841,953.910614525,87290.502793296,0.000000000,0.000000000
tx,1440,5,956.394683400,0.362871334,1000.229439800,0.379502725,83020.371824650,31.499245089,956.175298805,83001.328021248,0.009600000,0.021466253
