timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,packet_count,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,packets_per_second,payload_mbps,estimated_wire_mbps
1781801463,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.328414993,304492.798,623.601250,784.373447
1781801464,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.326075213,306677.711,628.075953,790.001784
1781801465,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.338869849,295098.547,604.361824,760.173857
1781801467,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.324250240,308403.781,631.610943,794.448140
1781801468,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.321668303,310879.248,636.680699,800.824942
1781801469,192.168.1.12,55555,1234,9999,100000,330,100000,0,0,0.392492645,254781.844,672.624069,807.148883
1781801471,192.168.1.12,55555,1234,9999,100000,330,100000,0,0,0.368282405,271530.756,716.841197,860.209436
1781801472,192.168.1.12,55555,1234,9999,100000,330,100000,0,0,0.367540851,272078.600,718.287503,861.945003
1781801474,192.168.1.12,55555,1234,9999,100000,330,100000,0,0,0.368048105,271703.613,717.297539,860.757047
1781801475,192.168.1.12,55555,1234,9999,100000,330,100000,0,0,0.367740917,271930.578,717.896725,861.476070
1781801476,192.168.1.12,55555,1234,9999,100000,404,100000,0,0,0.445700059,224366.136,725.151351,843.616671
1781801478,192.168.1.12,55555,1234,9999,100000,404,100000,0,0,0.425755834,234876.406,759.120543,883.135285
1781801479,192.168.1.12,55555,1234,9999,100000,404,100000,0,0,0.424732880,235442.097,760.948858,885.262285
1781801481,192.168.1.12,55555,1234,9999,100000,404,100000,0,0,0.426993352,234195.684,756.920450,880.575771
1781801482,192.168.1.12,55555,1234,9999,100000,404,100000,0,0,0.551199346,181422.566,586.357735,682.148850
1781801484,192.168.1.12,55555,1234,9999,100000,478,100000,0,0,0.485183439,206107.612,788.155508,896.980327
1781801485,192.168.1.12,55555,1234,9999,100000,478,100000,0,0,0.491845169,203316.015,777.480443,884.831299
1781801487,192.168.1.12,55555,1234,9999,100000,478,100000,0,0,0.485585375,205937.010,787.503124,896.237865
1781801488,192.168.1.12,55555,1234,9999,100000,478,100000,0,0,0.509698462,196194.432,750.247506,853.838166
1781801490,192.168.1.12,55555,1234,9999,100000,478,100000,0,0,0.485376483,206025.639,787.842043,896.623580
1781801491,192.168.1.12,55555,1234,9999,100000,552,100000,0,0,0.569441880,175610.547,775.496175,868.218544
1781801493,192.168.1.12,55555,1234,9999,100000,552,100000,0,0,0.582405024,171701.816,758.235217,848.893776
1781801495,192.168.1.12,55555,1234,9999,100000,552,100000,0,0,0.564297965,177211.343,782.565289,876.132878
1781801496,192.168.1.12,55555,1234,9999,100000,552,100000,0,0,0.545810841,183213.657,809.071508,905.808318
