timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,payload_size,sent,received,lost,min_ms,avg_ms,max_ms,stddev_ms
1781801260,192.168.1.12,55555,1234,9999,256,1000,1000,0,1.288984000,1.321672372,1.798022000,0.030415713
1781801263,192.168.1.12,55555,1234,9999,256,1000,1000,0,1.283555000,1.325430268,1.722020000,0.029383963
1781801265,192.168.1.12,55555,1234,9999,256,1000,1000,0,1.276080000,1.310623110,1.374786000,0.013426981
1781801267,192.168.1.12,55555,1234,9999,256,1000,1000,0,1.289395000,1.334419562,1.813531000,0.043120683
1781801270,192.168.1.12,55555,1234,9999,256,1000,1000,0,1.290317000,1.335489757,2.080183000,0.040195199
1781801272,192.168.1.12,55555,1234,9999,330,1000,1000,0,1.293834000,1.343256505,2.255813000,0.076197507
1781801275,192.168.1.12,55555,1234,9999,330,1000,1000,0,1.292111000,1.334072287,1.870839000,0.043206648
1781801277,192.168.1.12,55555,1234,9999,330,1000,1000,0,1.279718000,1.326730923,2.960669000,0.056618647
1781801279,192.168.1.12,55555,1234,9999,330,1000,1000,0,1.293152000,1.334197445,2.422506000,0.061549424
1781801282,192.168.1.12,55555,1234,9999,330,1000,1000,0,1.284767000,1.325043544,1.956280000,0.041666195
1781801284,192.168.1.12,55555,1234,9999,404,1000,1000,0,1.288444000,1.338348430,4.828863000,0.151131880
1781801286,192.168.1.12,55555,1234,9999,404,1000,1000,0,1.286139000,1.361652687,2.819754000,0.101883197
1781801289,192.168.1.12,55555,1234,9999,404,1000,1000,0,1.291098000,1.340325880,1.823791000,0.041334784
1781801291,192.168.1.12,55555,1234,9999,404,1000,1000,0,1.281801000,1.341664654,1.658470000,0.037442737
1781801293,192.168.1.12,55555,1234,9999,404,1000,1000,0,1.289916000,1.336769539,1.951651000,0.039723708
1781801296,192.168.1.12,55555,1234,9999,478,1000,1000,0,1.283515000,1.334615945,1.565334000,0.029103083
1781801298,192.168.1.12,55555,1234,9999,478,1000,1000,0,1.282763000,1.342530140,1.923939000,0.042962339
1781801300,192.168.1.12,55555,1234,9999,478,1000,1000,0,1.287221000,1.344470000,1.915803000,0.043610112
1781801303,192.168.1.12,55555,1234,9999,478,1000,1000,0,1.284205000,1.336673686,1.727219000,0.039302302
1781801305,192.168.1.12,55555,1234,9999,478,1000,1000,0,1.286490000,1.335962992,1.648691000,0.028491903
1781801307,192.168.1.12,55555,1234,9999,552,1000,1000,0,1.292752000,1.337738069,1.837066000,0.035357387
1781801310,192.168.1.12,55555,1234,9999,552,1000,1000,0,1.295367000,1.358909691,2.006474000,0.050501573
