timestamp,iface,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,requested_packets,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,payload_mbps,estimated_wire_mbps,iface_tx_packets_delta,iface_rx_packets_delta,iface_tx_bytes_delta,iface_rx_bytes_delta,iface_tx_errors_delta,iface_rx_errors_delta,iface_tx_dropped_delta,iface_rx_dropped_delta,ip_in_receives_delta,ip_in_discards_delta,ip_out_requests_delta,ip_out_discards_delta,udp_out_delta,udp_in_delta,udp_no_ports_delta,udp_in_errors_delta,udp_rcvbuf_errors_delta,udp_sndbuf_errors_delta,fpga_rx_good_delta,fpga_tx_good_delta,fpga_rx_bad_delta,fpga_tx_bad_delta,fpga_rx_overflow_delta,fpga_tx_overflow_delta,fpga_bad_fcs_delta,fpga_ip_rx_header_error_delta,fpga_ip_rx_payload_error_delta,fpga_ip_invalid_header_delta,fpga_ip_invalid_checksum_delta,fpga_ip_tx_payload_error_delta,fpga_ip_tx_arp_failed_delta,fpga_udp_rx_header_error_delta,fpga_udp_rx_payload_error_delta,fpga_udp_tx_payload_error_delta,host_tx_to_fpga_rx_gap,fpga_rx_to_tx_gap,fpga_tx_to_host_rx_gap
1781801463,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.328414993,623.601250,784.373447,100000,99999,29800000,28399716,0,0,0,0,99999,0,100000,0,100000,0,0,99777,99777,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1781801464,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.326075213,628.075953,790.001784,100000,99996,29800000,28398864,0,0,0,0,99996,0,100000,0,100000,0,0,99774,99774,0,99996,99996,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0
1781801465,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.338869849,604.361824,760.173857,100000,99997,29800000,28399148,0,0,0,0,99997,0,100000,0,100000,0,0,99775,99775,0,99997,99997,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
1781801467,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.324250240,631.610943,794.448140,100000,99998,29800000,28399432,0,0,0,0,99998,0,100000,0,100000,0,0,99776,99776,0,99998,99998,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
1781801468,eth0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.321668303,636.680699,800.824942,100000,99993,29800000,28398012,0,0,0,0,99993,0,100000,0,100000,0,0,99771,99771,0,99993,99993,7,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0
1781801469,eth0,192.168.1.12,55555,1234,9999,100000,330,100000,0,0,0.392492645,672.624069,807.148883,100000,99997,37200000,35798926,0,0,0,0,99997,0,100000,0,100000,0,0,99788,99788,0,99997,99997,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
1781801471,eth0,192.168.1.12,55555,1234,9999,100000,330,100000,0,0,0.368282405,716.841197,860.209436,100000,99994,37200000,35797852,0,0,0,0,99994,0,100000,0,100000,0,0,99785,99785,0,99994,99994,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0
1781801472,eth0,192.168.1.12,55555,1234,9999,100000,330,100000,0,0,0.367540851,718.287503,861.945003,100000,99996,37200000,35798568,0,0,0,550,99446,0,100000,0,100000,0,0,99237,99237,0,99996,99996,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0
1781801474,eth0,192.168.1.12,55555,1234,9999,100000,330,100000,0,0,0.368048105,717.297539,860.757047,100000,99996,37200000,35798568,0,0,0,0,99996,0,100000,0,100000,0,0,99787,99787,0,99996,99996,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0
1781801475,eth0,192.168.1.12,55555,1234,9999,100000,330,100000,0,0,0.367740917,717.896725,861.476070,100000,99996,37200000,35798568,0,0,0,0,99996,0,100000,0,100000,0,0,99787,99787,0,99996,99996,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0
1781801476,eth0,192.168.1.12,55555,1234,9999,100000,404,100000,0,0,0.445700059,725.151351,843.616671,100000,99997,44600000,43198704,0,0,0,0,99997,0,100000,0,100000,0,0,99801,99801,0,99997,99997,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0
1781801478,eth0,192.168.1.12,55555,1234,9999,100000,404,100000,0,0,0.425755834,759.120543,883.135285,100000,99999,44600000,43199568,0,0,0,0,99999,0,100000,0,100000,0,0,99803,99803,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1781801479,eth0,192.168.1.12,55555,1234,9999,100000,404,100000,0,0,0.424732880,760.948858,885.262285,100000,99994,44600000,43197408,0,0,0,0,99994,0,100000,0,100000,0,0,99798,99798,0,99994,99994,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0
1781801481,eth0,192.168.1.12,55555,1234,9999,100000,404,100000,0,0,0.426993352,756.920450,880.575771,100000,99999,44600000,43199568,0,0,0,0,99999,0,100000,0,100000,0,0,99803,99803,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1781801482,eth0,192.168.1.12,55555,1234,9999,100000,404,100000,0,0,0.551199346,586.357735,682.148850,100000,99999,44600000,43199568,0,0,0,0,99999,0,100000,0,100000,0,0,99803,99803,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
