timestamp,direction,payload_size,repeat,sent,received,lost,lost_pct,min_ms,avg_ms,max_ms,stddev_ms,returncode
1782440608,nic-to-corundum,256,1,1000.0,1000.0,0.0,0.0,0.025,0.043,0.07,0.004,0
1782440616,corundum-to-nic,256,1,1000.0,1000.0,0.0,0.0,0.025,0.048,0.074,0.002,0
1782440625,nic-to-corundum,320,1,1000.0,1000.0,0.0,0.0,0.032,0.05,0.079,0.007,0
1782440633,corundum-to-nic,320,1,1000.0,1000.0,0.0,0.0,0.033,0.054,0.066,0.004,0
1782440641,nic-to-corundum,384,1,1000.0,1000.0,0.0,0.0,0.042,0.063,0.092,0.004,0
1782440650,corundum-to-nic,384,1,1000.0,1000.0,0.0,0.0,0.033,0.06,0.077,0.003,0
1782440658,nic-to-corundum,448,1,1000.0,1000.0,0.0,0.0,0.028,0.062,0.09,0.004,0
1782440667,corundum-to-nic,448,1,1000.0,1000.0,0.0,0.0,0.034,0.061,0.083,0.002,0
1782440675,nic-to-corundum,512,1,1000.0,1000.0,0.0,0.0,0.038,0.058,0.076,0.006,0
1782440683,corundum-to-nic,512,1,1000.0,1000.0,0.0,0.0,0.034,0.061,0.076,0.002,0
1782440692,nic-to-corundum,576,1,1000.0,1000.0,0.0,0.0,0.042,0.061,0.078,0.004,0
1782440700,corundum-to-nic,576,1,1000.0,1000.0,0.0,0.0,0.026,0.061,0.071,0.003,0
1782440709,nic-to-corundum,640,1,1000.0,1000.0,0.0,0.0,0.046,0.064,0.083,0.004,0
1782440717,corundum-to-nic,640,1,1000.0,1000.0,0.0,0.0,0.035,0.062,0.078,0.002,0
1782440725,nic-to-corundum,704,1,1000.0,1000.0,0.0,0.0,0.027,0.058,0.085,0.007,0
1782440734,corundum-to-nic,704,1,1000.0,1000.0,0.0,0.0,0.039,0.062,0.082,0.002,0
1782440742,nic-to-corundum,768,1,1000.0,1000.0,0.0,0.0,0.039,0.063,0.084,0.005,0
1782440751,corundum-to-nic,768,1,1000.0,1000.0,0.0,0.0,0.036,0.062,0.088,0.002,0
1782440759,nic-to-corundum,832,1,1000.0,1000.0,0.0,0.0,0.045,0.063,0.079,0.004,0
1782440767,corundum-to-nic,832,1,1000.0,1000.0,0.0,0.0,0.037,0.062,0.088,0.002,0
1782440776,nic-to-corundum,896,1,1000.0,1000.0,0.0,0.0,0.044,0.064,0.089,0.004,0
1782440784,corundum-to-nic,896,1,1000.0,1000.0,0.0,0.0,0.035,0.063,0.078,0.002,0
1782440793,nic-to-corundum,960,1,1000.0,1000.0,0.0,0.0,0.037,0.065,0.078,0.003,0
1782440801,corundum-to-nic,960,1,1000.0,1000.0,0.0,0.0,0.041,0.062,0.082,0.003,0
1782440809,nic-to-corundum,1024,1,1000.0,1000.0,0.0,0.0,0.041,0.064,0.077,0.004,0
1782440818,corundum-to-nic,1024,1,1000.0,1000.0,0.0,0.0,0.044,0.063,0.093,0.002,0
1782440826,nic-to-corundum,1088,1,1000.0,1000.0,0.0,0.0,0.03,0.064,0.075,0.004,0
1782440835,corundum-to-nic,1088,1,1000.0,1000.0,0.0,0.0,0.038,0.063,0.085,0.002,0
1782440843,nic-to-corundum,1152,1,1000.0,1000.0,0.0,0.0,0.047,0.065,0.076,0.003,0
1782440851,corundum-to-nic,1152,1,1000.0,1000.0,0.0,0.0,0.037,0.063,0.076,0.002,0
1782440860,nic-to-corundum,1216,1,1000.0,1000.0,0.0,0.0,0.031,0.064,0.073,0.004,0
1782440868,corundum-to-nic,1216,1,1000.0,1000.0,0.0,0.0,0.047,0.063,0.078,0.001,0
1782440877,nic-to-corundum,1280,1,1000.0,1000.0,0.0,0.0,0.04,0.058,0.072,0.006,0
1782440885,corundum-to-nic,1280,1,1000.0,1000.0,0.0,0.0,0.039,0.059,0.076,0.003,0
1782440893,nic-to-corundum,1344,1,1000.0,1000.0,0.0,0.0,0.039,0.057,0.076,0.005,0
1782440902,corundum-to-nic,1344,1,1000.0,1000.0,0.0,0.0,0.031,0.059,0.068,0.004,0
1782440910,nic-to-corundum,1408,1,1000.0,1000.0,0.0,0.0,0.043,0.061,0.074,0.004,0
1782440919,corundum-to-nic,1408,1,1000.0,1000.0,0.0,0.0,0.036,0.06,0.074,0.003,0
1782440927,nic-to-corundum,1472,1,1000.0,1000.0,0.0,0.0,0.037,0.064,0.077,0.002,0
1782440936,corundum-to-nic,1472,1,1000.0,1000.0,0.0,0.0,0.038,0.061,0.067,0.002,0
