direction,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,pps_mean,pps_std,lost_pct_mean,lost_pct_std,lost_packets_mean,lost_packets_std,theoretical_goodput_mbps,theoretical_pps
corundum-to-nic,256,1,3228.106963935,0.000000000,1576224.103484068,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7950.310559006,3881987.577639752
corundum-to-nic,320,1,2660.097951396,0.000000000,1612175.027773695,0.000000000,35.546653163,0.000000000,2865506.000000000,0.000000000,8290.155440415,3238341.968911917
corundum-to-nic,384,1,4806.885097936,0.000000000,1564741.242817634,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,8533.333333333,2777777.777777778
corundum-to-nic,448,1,5573.918560278,0.000000000,1555222.812577685,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,8715.953307393,2431906.614785992
corundum-to-nic,512,1,6361.494395294,0.000000000,1564794.604762710,0.000000000,0.747407176,0.000000000,58480.000000000,0.000000000,8858.131487889,2162629.757785467
corundum-to-nic,576,1,4949.907974091,0.000000000,1557987.370216333,0.000000000,31.052138186,0.000000000,2419060.000000000,0.000000000,8971.962616822,1947040.498442368
corundum-to-nic,640,1,7251.958329750,0.000000000,1416398.111279326,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9065.155807365,1770538.243626062
corundum-to-nic,704,1,7314.163146683,0.000000000,1298679.535987674,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9142.857142857,1623376.623376623
corundum-to-nic,768,1,7289.833426862,0.000000000,1190085.143674701,0.000000000,0.301559742,0.000000000,17945.000000000,0.000000000,9208.633093525,1498800.959232614
corundum-to-nic,832,1,7411.832665066,0.000000000,1113556.590304439,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9265.033407572,1391982.182628062
corundum-to-nic,896,1,7451.018064935,0.000000000,1039483.547005470,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9313.929313929,1299376.299376299
corundum-to-nic,960,1,7485.289180828,0.000000000,974647.028753687,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9356.725146199,1218323.586744639
corundum-to-nic,1024,1,7515.590122651,0.000000000,917430.434893908,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9394.495412844,1146788.990825688
corundum-to-nic,1088,1,7542.427101658,0.000000000,866547.231348531,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9428.076256499,1083188.908145581
corundum-to-nic,1152,1,7566.403418116,0.000000000,821007.315333722,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9458.128078818,1026272.577996716
corundum-to-nic,1216,1,7588.158640873,0.000000000,780032.755023900,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9485.179407176,975039.001560062
corundum-to-nic,1280,1,7607.584684604,0.000000000,742928.191855839,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9509.658246657,928677.563150074
corundum-to-nic,1344,1,7625.472254355,0.000000000,709214.309370785,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9531.914893617,886524.822695035
corundum-to-nic,1408,1,7641.738309178,0.000000000,678421.369777866,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9552.238805970,848032.564450475
corundum-to-nic,1472,1,7656.583549876,0.000000000,650185.423732678,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9570.871261378,812743.823146944
nic-to-corundum,256,1,2962.803101609,0.000000000,1447015.985619902,0.000000000,0.023136141,0.000000000,1674.000000000,0.000000000,7950.310559006,3881987.577639752
nic-to-corundum,320,1,3691.223334429,0.000000000,1444794.159033076,0.000000000,0.201415821,0.000000000,14551.000000000,0.000000000,8290.155440415,3238341.968911917
nic-to-corundum,384,1,4425.661245795,0.000000000,1446518.325340288,0.000000000,0.406036236,0.000000000,29368.000000000,0.000000000,8533.333333333,2777777.777777778
nic-to-corundum,448,1,5154.830166016,0.000000000,1438289.666857256,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,8715.953307393,2431906.614785992
nic-to-corundum,512,1,5818.981330268,0.000000000,1429564.428914666,0.000000000,0.623594845,0.000000000,44576.000000000,0.000000000,8858.131487889,2162629.757785467
nic-to-corundum,576,1,6609.627779113,0.000000000,1446786.818088550,0.000000000,0.857471846,0.000000000,62032.000000000,0.000000000,8971.962616822,1947040.498442368
nic-to-corundum,640,1,7227.223993690,0.000000000,1416396.346741202,0.000000000,0.340946973,0.000000000,24147.000000000,0.000000000,9065.155807365,1770538.243626062
nic-to-corundum,704,1,2373.944127294,0.000000000,1282704.355914364,0.000000000,67.138946412,0.000000000,4306194.000000000,0.000000000,9142.857142857,1623376.623376623
nic-to-corundum,768,1,1852.292276743,0.000000000,1198078.460304372,0.000000000,74.836384032,0.000000000,4483227.000000000,0.000000000,9208.633093525,1498800.959232614
