timestamp,ip_in_receives,ip_in_hdr_errors,ip_in_addr_errors,ip_in_unknown_protos,ip_in_discards,ip_in_delivers,ip_out_requests,ip_out_discards,ip_out_no_routes,ip_reasm_reqds,ip_reasm_oks,ip_reasm_fails,udp_in_datagrams,udp_no_ports,udp_in_errors,udp_out_datagrams,udp_rcvbuf_errors,udp_sndbuf_errors,udp_in_csum_errors,udp_ignored_multi,udp_mem_errors
1782427077,40404710,0,0,0,0,40404710,20407009,0,0,0,0,0,20404804,0,14174305,20407009,14174305,0,0,1,0
1782427077,40504709,0,0,0,0,40504709,20507009,0,0,0,0,0,20404804,0,14245176,20507009,14245176,0,0,1,0
1782427078,40504715,0,0,0,0,40504715,20507017,0,0,0,0,0,20404810,0,14245176,20507017,14245176,0,0,1,0
1782427078,40604713,0,0,0,0,40604713,20607017,0,0,0,0,0,20404810,0,14316046,20607017,14316046,0,0,1,0
1782427079,40604719,0,0,0,0,40604719,20607025,0,0,0,0,0,20404816,0,14316046,20607025,14316046,0,0,1,0
1782427080,40704717,0,0,0,0,40704717,20707025,0,0,0,0,0,20404816,0,14386916,20707025,14386916,0,0,1,0
1782427081,40704723,0,0,0,0,40704723,20707033,0,0,0,0,0,20404822,0,14386916,20707033,14386916,0,0,1,0
1782427081,40804721,0,0,0,0,40804721,20807033,0,0,0,0,0,20404822,0,14457786,20807033,14457786,0,0,1,0
1782427082,40804727,0,0,0,0,40804727,20807041,0,0,0,0,0,20404828,0,14457786,20807041,14457786,0,0,1,0
1782427082,40904726,0,0,0,0,40904726,20907041,0,0,0,0,0,20404828,0,14528657,20907041,14528657,0,0,1,0
1782427083,40904732,0,0,0,0,40904732,20907049,0,0,0,0,0,20404834,0,14528657,20907049,14528657,0,0,1,0
1782427084,41004732,0,0,0,0,41004732,21007049,0,0,0,0,0,20404834,0,14599529,21007049,14599529,0,0,1,0
1782427085,41004738,0,0,0,0,41004738,21007057,0,0,0,0,0,20404840,0,14599529,21007057,14599529,0,0,1,0
1782427085,41104738,0,0,0,0,41104738,21107057,0,0,0,0,0,20404840,0,14670401,21107057,14670401,0,0,1,0
1782427086,41104744,0,0,0,0,41104744,21107065,0,0,0,0,0,20404846,0,14670401,21107065,14670401,0,0,1,0
1782427086,41204744,0,0,0,0,41204744,21207065,0,0,0,0,0,20404846,0,14741273,21207065,14741273,0,0,1,0
1782427087,41204750,0,0,0,0,41204750,21207073,0,0,0,0,0,20404852,0,14741273,21207073,14741273,0,0,1,0
1782427087,41304750,0,0,0,0,41304750,21307073,0,0,0,0,0,20404852,0,14812145,21307073,14812145,0,0,1,0
1782427088,41304756,0,0,0,0,41304756,21307081,0,0,0,0,0,20404858,0,14812145,21307081,14812145,0,0,1,0
1782427089,41404756,0,0,0,0,41404756,21407081,0,0,0,0,0,20404858,0,14883017,21407081,14883017,0,0,1,0
1782427090,41404762,0,0,0,0,41404762,21407089,0,0,0,0,0,20404864,0,14883017,21407089,14883017,0,0,1,0
1782427090,41504762,0,0,0,0,41504762,21507089,0,0,0,0,0,20404864,0,14953889,21507089,14953889,0,0,1,0
1782427091,41504768,0,0,0,0,41504768,21507097,0,0,0,0,0,20404870,0,14953889,21507097,14953889,0,0,1,0
1782427091,41604768,0,0,0,0,41604768,21607097,0,0,0,0,0,20404870,0,15024761,21607097,15024761,0,0,1,0
1782427093,41604774,0,0,0,0,41604774,21607105,0,0,0,0,0,20404876,0,15024761,21607105,15024761,0,0,1,0
1782427093,41704774,0,0,0,0,41704774,21707105,0,0,0,0,0,20404876,0,15095633,21707105,15095633,0,0,1,0
1782427094,41704780,0,0,0,0,41704780,21707113,0,0,0,0,0,20404882,0,15095633,21707113,15095633,0,0,1,0
1782427094,41804780,0,0,0,0,41804780,21807113,0,0,0,0,0,20404882,0,15166505,21807113,15166505,0,0,1,0
1782427095,41804786,0,0,0,0,41804786,21807121,0,0,0,0,0,20404888,0,15166505,21807121,15166505,0,0,1,0
1782427096,41904786,0,0,0,0,41904786,21907121,0,0,0,0,0,20404888,0,15237377,21907121,15237377,0,0,1,0
1782427097,41904792,0,0,0,0,41904792,21907129,0,0,0,0,0,20404894,0,15237377,21907129,15237377,0,0,1,0
1782427097,42004792,0,0,0,0,42004792,22007129,0,0,0,0,0,20404894,0,15308249,22007129,15308249,0,0,1,0
1782427098,42004798,0,0,0,0,42004798,22007137,0,0,0,0,0,20404900,0,15308249,22007137,15308249,0,0,1,0
1782427098,42104798,0,0,0,0,42104798,22107137,0,0,0,0,0,20404900,0,15379121,22107137,15379121,0,0,1,0
1782427099,42104804,0,0,0,0,42104804,22107145,0,0,0,0,0,20404906,0,15379121,22107145,15379121,0,0,1,0
1782427100,42204804,0,0,0,0,42204804,22207145,0,0,0,0,0,20404906,0,15449993,22207145,15449993,0,0,1,0
1782427101,42204810,0,0,0,0,42204810,22207153,0,0,0,0,0,20404912,0,15449993,22207153,15449993,0,0,1,0
1782427101,42304808,0,0,0,0,42304808,22307153,0,0,0,0,0,20404912,0,15520863,22307153,15520863,0,0,1,0
1782427102,42304814,0,0,0,0,42304814,22307161,0,0,0,0,0,20404918,0,15520863,22307161,15520863,0,0,1,0
1782427102,42404813,0,0,0,0,42404813,22407161,0,0,0,0,0,20404918,0,15591734,22407161,15591734,0,0,1,0
1782427103,42404819,0,0,0,0,42404819,22407169,0,0,0,0,0,20404924,0,15591734,22407169,15591734,0,0,1,0
1782427104,42504819,0,0,0,0,42504819,22507169,0,0,0,0,0,20404924,0,15662606,22507169,15662606,0,0,1,0
1782427105,42504825,0,0,0,0,42504825,22507177,0,0,0,0,0,20404930,0,15662606,22507177,15662606,0,0,1,0
1782427105,42604825,0,0,0,0,42604825,22607177,0,0,0,0,0,20404930,0,15733478,22607177,15733478,0,0,1,0
1782427106,42604831,0,0,0,0,42604831,22607185,0,0,0,0,0,20404936,0,15733478,22607185,15733478,0,0,1,0
1782427107,42704830,0,0,0,0,42704830,22707185,0,0,0,0,0,20404936,0,15804349,22707185,15804349,0,0,1,0
1782427108,42704836,0,0,0,0,42704836,22707193,0,0,0,0,0,20404942,0,15804349,22707193,15804349,0,0,1,0
1782427108,42804836,0,0,0,0,42804836,22807193,0,0,0,0,0,20404942,0,15875221,22807193,15875221,0,0,1,0
1782427109,42804842,0,0,0,0,42804842,22807201,0,0,0,0,0,20404948,0,15875221,22807201,15875221,0,0,1,0
1782427110,42904842,0,0,0,0,42904842,22907201,0,0,0,0,0,20404948,0,15946093,22907201,15946093,0,0,1,0
1782427111,42904848,0,0,0,0,42904848,22907209,0,0,0,0,0,20404954,0,15946093,22907209,15946093,0,0,1,0
1782427111,43004848,0,0,0,0,43004848,23007209,0,0,0,0,0,20404954,0,16016965,23007209,16016965,0,0,1,0
1782427112,43004854,0,0,0,0,43004854,23007217,0,0,0,0,0,20404960,0,16016965,23007217,16016965,0,0,1,0
1782427112,43104854,0,0,0,0,43104854,23107217,0,0,0,0,0,20404960,0,16087837,23107217,16087837,0,0,1,0
1782427113,43104860,0,0,0,0,43104860,23107225,0,0,0,0,0,20404966,0,16087837,23107225,16087837,0,0,1,0
1782427114,43204860,0,0,0,0,43204860,23207225,0,0,0,0,0,20404966,0,16158709,23207225,16158709,0,0,1,0
1782427115,43204866,0,0,0,0,43204866,23207233,0,0,0,0,0,20404972,0,16158709,23207233,16158709,0,0,1,0
1782427115,43304866,0,0,0,0,43304866,23307233,0,0,0,0,0,20404972,0,16229581,23307233,16229581,0,0,1,0
1782427116,43304872,0,0,0,0,43304872,23307241,0,0,0,0,0,20404978,0,16229581,23307241,16229581,0,0,1,0
1782427117,43404866,0,0,0,0,43404866,23407241,0,0,0,0,0,20404978,0,16300447,23407241,16300447,0,0,1,0
1782427118,43404872,0,0,0,0,43404872,23407249,0,0,0,0,0,20404984,0,16300447,23407249,16300447,0,0,1,0
1782427118,43504872,0,0,0,0,43504872,23507249,0,0,0,0,0,20404984,0,16371319,23507249,16371319,0,0,1,0
1782427119,43504878,0,0,0,0,43504878,23507257,0,0,0,0,0,20404990,0,16371319,23507257,16371319,0,0,1,0
1782427120,43604878,0,0,0,0,43604878,23607257,0,0,0,0,0,20404990,0,16442191,23607257,16442191,0,0,1,0
1782427121,43604884,0,0,0,0,43604884,23607265,0,0,0,0,0,20404996,0,16442191,23607265,16442191,0,0,1,0
1782427121,43704884,0,0,0,0,43704884,23707265,0,0,0,0,0,20404996,0,16513063,23707265,16513063,0,0,1,0
1782427122,43704890,0,0,0,0,43704890,23707273,0,0,0,0,0,20405002,0,16513063,23707273,16513063,0,0,1,0
1782427122,43804890,0,0,0,0,43804890,23807273,0,0,0,0,0,20405002,0,16583935,23807273,16583935,0,0,1,0
1782427123,43804896,0,0,0,0,43804896,23807281,0,0,0,0,0,20405008,0,16583935,23807281,16583935,0,0,1,0
1782427124,43904896,0,0,0,0,43904896,23907281,0,0,0,0,0,20405008,0,16654807,23907281,16654807,0,0,1,0
1782427125,43904902,0,0,0,0,43904902,23907289,0,0,0,0,0,20405014,0,16654807,23907289,16654807,0,0,1,0
1782427125,44004902,0,0,0,0,44004902,24007289,0,0,0,0,0,20405014,0,16725679,24007289,16725679,0,0,1,0
1782427126,44004908,0,0,0,0,44004908,24007297,0,0,0,0,0,20405020,0,16725679,24007297,16725679,0,0,1,0
1782427127,44104907,0,0,0,0,44104907,24107297,0,0,0,0,0,20405020,0,16796550,24107297,16796550,0,0,1,0
1782427128,44104913,0,0,0,0,44104913,24107305,0,0,0,0,0,20405026,0,16796550,24107305,16796550,0,0,1,0
1782427128,44204912,0,0,0,0,44204912,24207305,0,0,0,0,0,20405026,0,16867421,24207305,16867421,0,0,1,0
1782427129,44204918,0,0,0,0,44204918,24207313,0,0,0,0,0,20405032,0,16867421,24207313,16867421,0,0,1,0
1782427130,44304918,0,0,0,0,44304918,24307313,0,0,0,0,0,20405032,0,16938293,24307313,16938293,0,0,1,0
1782427131,44304924,0,0,0,0,44304924,24307321,0,0,0,0,0,20405038,0,16938293,24307321,16938293,0,0,1,0
1782427131,44404924,0,0,0,0,44404924,24407321,0,0,0,0,0,20405038,0,17009165,24407321,17009165,0,0,1,0
1782427132,44404930,0,0,0,0,44404930,24407329,0,0,0,0,0,20405044,0,17009165,24407329,17009165,0,0,1,0
1782427133,44504928,0,0,0,0,44504928,24507329,0,0,0,0,0,20405044,0,17080035,24507329,17080035,0,0,1,0
1782427134,44504934,0,0,0,0,44504934,24507337,0,0,0,0,0,20405050,0,17080035,24507337,17080035,0,0,1,0
1782427134,44604934,0,0,0,0,44604934,24607337,0,0,0,0,0,20405050,0,17150907,24607337,17150907,0,0,1,0
1782427135,44604940,0,0,0,0,44604940,24607345,0,0,0,0,0,20405056,0,17150907,24607345,17150907,0,0,1,0
1782427136,44704940,0,0,0,0,44704940,24707345,0,0,0,0,0,20405056,0,17221779,24707345,17221779,0,0,1,0
1782427137,44704946,0,0,0,0,44704946,24707353,0,0,0,0,0,20405062,0,17221779,24707353,17221779,0,0,1,0
1782427137,44804946,0,0,0,0,44804946,24807353,0,0,0,0,0,20405062,0,17292651,24807353,17292651,0,0,1,0
1782427138,44804952,0,0,0,0,44804952,24807361,0,0,0,0,0,20405068,0,17292651,24807361,17292651,0,0,1,0
1782427139,44904952,0,0,0,0,44904952,24907361,0,0,0,0,0,20405068,0,17363523,24907361,17363523,0,0,1,0
1782427140,44904958,0,0,0,0,44904958,24907369,0,0,0,0,0,20405074,0,17363523,24907369,17363523,0,0,1,0
1782427140,45004957,0,0,0,0,45004957,25007369,0,0,0,0,0,20405074,0,17434394,25007369,17434394,0,0,1,0
1782427141,45004963,0,0,0,0,45004963,25007377,0,0,0,0,0,20405080,0,17434394,25007377,17434394,0,0,1,0
1782427142,45104962,0,0,0,0,45104962,25107377,0,0,0,0,0,20405080,0,17505265,25107377,17505265,0,0,1,0
1782427143,45104968,0,0,0,0,45104968,25107385,0,0,0,0,0,20405086,0,17505265,25107385,17505265,0,0,1,0
1782427143,45204966,0,0,0,0,45204966,25207385,0,0,0,0,0,20405086,0,17576135,25207385,17576135,0,0,1,0
1782427144,45204972,0,0,0,0,45204972,25207393,0,0,0,0,0,20405092,0,17576135,25207393,17576135,0,0,1,0
1782427145,45304971,0,0,0,0,45304971,25307393,0,0,0,0,0,20405092,0,17647006,25307393,17647006,0,0,1,0
1782427146,45304977,0,0,0,0,45304977,25307401,0,0,0,0,0,20405098,0,17647006,25307401,17647006,0,0,1,0
1782427146,45404975,0,0,0,0,45404975,25407401,0,0,0,0,0,20405098,0,17717876,25407401,17717876,0,0,1,0
1782427147,45404981,0,0,0,0,45404981,25407409,0,0,0,0,0,20405104,0,17717876,25407409,17717876,0,0,1,0
1782427148,45504981,0,0,0,0,45504981,25507409,0,0,0,0,0,20405104,0,17788748,25507409,17788748,0,0,1,0
1782427149,45504987,0,0,0,0,45504987,25507417,0,0,0,0,0,20405110,0,17788748,25507417,17788748,0,0,1,0
1782427150,45604987,0,0,0,0,45604987,25607417,0,0,0,0,0,20405110,0,17859620,25607417,17859620,0,0,1,0
1782427151,45604993,0,0,0,0,45604993,25607425,0,0,0,0,0,20405116,0,17859620,25607425,17859620,0,0,1,0
1782427151,45704992,0,0,0,0,45704992,25707425,0,0,0,0,0,20405116,0,17930491,25707425,17930491,0,0,1,0
1782427152,45704998,0,0,0,0,45704998,25707433,0,0,0,0,0,20405122,0,17930491,25707433,17930491,0,0,1,0
1782427153,45804998,0,0,0,0,45804998,25807433,0,0,0,0,0,20405122,0,18001363,25807433,18001363,0,0,1,0
1782427154,45805004,0,0,0,0,45805004,25807441,0,0,0,0,0,20405128,0,18001363,25807441,18001363,0,0,1,0
1782427154,45905003,0,0,0,0,45905003,25907441,0,0,0,0,0,20405128,0,18072234,25907441,18072234,0,0,1,0
1782427155,45905009,0,0,0,0,45905009,25907449,0,0,0,0,0,20405134,0,18072234,25907449,18072234,0,0,1,0
1782427156,46005008,0,0,0,0,46005008,26007449,0,0,0,0,0,20405134,0,18143105,26007449,18143105,0,0,1,0
1782427157,46005014,0,0,0,0,46005014,26007457,0,0,0,0,0,20405140,0,18143105,26007457,18143105,0,0,1,0
1782427157,46105014,0,0,0,0,46105014,26107457,0,0,0,0,0,20405140,0,18213977,26107457,18213977,0,0,1,0
1782427158,46105020,0,0,0,0,46105020,26107465,0,0,0,0,0,20405146,0,18213977,26107465,18213977,0,0,1,0
1782427159,46205020,0,0,0,0,46205020,26207465,0,0,0,0,0,20405146,0,18284849,26207465,18284849,0,0,1,0
1782427160,46205026,0,0,0,0,46205026,26207473,0,0,0,0,0,20405152,0,18284849,26207473,18284849,0,0,1,0
1782427161,46305026,0,0,0,0,46305026,26307473,0,0,0,0,0,20405152,0,18355721,26307473,18355721,0,0,1,0
1782427162,46305032,0,0,0,0,46305032,26307481,0,0,0,0,0,20405158,0,18355721,26307481,18355721,0,0,1,0
1782427162,46405032,0,0,0,0,46405032,26407481,0,0,0,0,0,20405158,0,18426593,26407481,18426593,0,0,1,0
1782427163,46405038,0,0,0,0,46405038,26407489,0,0,0,0,0,20405164,0,18426593,26407489,18426593,0,0,1,0
1782427164,46505037,0,0,0,0,46505037,26507489,0,0,0,0,0,20405164,0,18497464,26507489,18497464,0,0,1,0
1782427165,46505043,0,0,0,0,46505043,26507497,0,0,0,0,0,20405170,0,18497464,26507497,18497464,0,0,1,0
1782427165,46605043,0,0,0,0,46605043,26607497,0,0,0,0,0,20405170,0,18568336,26607497,18568336,0,0,1,0
1782427166,46605049,0,0,0,0,46605049,26607505,0,0,0,0,0,20405176,0,18568336,26607505,18568336,0,0,1,0
1782427167,46705048,0,0,0,0,46705048,26707505,0,0,0,0,0,20405176,0,18639207,26707505,18639207,0,0,1,0
1782427168,46705054,0,0,0,0,46705054,26707513,0,0,0,0,0,20405182,0,18639207,26707513,18639207,0,0,1,0
1782427169,46805053,0,0,0,0,46805053,26807513,0,0,0,0,0,20405182,0,18710078,26807513,18710078,0,0,1,0
1782427170,46805059,0,0,0,0,46805059,26807521,0,0,0,0,0,20405188,0,18710078,26807521,18710078,0,0,1,0
1782427170,46905059,0,0,0,0,46905059,26907521,0,0,0,0,0,20405188,0,18780950,26907521,18780950,0,0,1,0
1782427171,46905065,0,0,0,0,46905065,26907529,0,0,0,0,0,20405194,0,18780950,26907529,18780950,0,0,1,0
