timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,payload_size,sent,received,lost,min_ms,avg_ms,max_ms,stddev_ms
1782426862,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.030570000,0.039953694,0.051011000,0.002630305
1782426863,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.030320000,0.037059637,0.051320000,0.003432879
1782426864,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.030420000,0.038485852,0.053370000,0.003895442
1782426866,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.029810000,0.037151478,0.052460000,0.003385234
1782426867,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.030320000,0.032407647,0.048820000,0.002676117
1782426868,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.027691000,0.061014037,0.067540000,0.002654347
1782426869,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.030350000,0.040209675,0.054840000,0.002614627
1782426870,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.030220000,0.036811668,0.052000000,0.001324186
1782426871,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.029970000,0.039525582,0.054120000,0.003498374
1782426872,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.030310000,0.038911511,0.051101000,0.003595013
1782426873,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.033840000,0.040068142,0.052250000,0.002941840
1782426874,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.033120000,0.040288554,0.053490000,0.002885049
1782426875,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.033911000,0.040801355,0.062040000,0.002302124
1782426876,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.034181000,0.036199335,0.053420000,0.002679347
1782426877,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.033480000,0.039779903,0.068550000,0.002931898
1782426878,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.033360000,0.040236333,0.052990000,0.002157173
1782426879,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.033710000,0.035533665,0.053400000,0.002094452
1782426880,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.033350000,0.039161830,0.058370000,0.003537830
1782426881,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.033460000,0.039791533,0.052590000,0.002973926
1782426882,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.033700000,0.039824672,0.055840000,0.003055208
1782426883,192.168.1.12,55555,1234,9999,384,1000,1000,0,0.035920000,0.038487739,0.053560000,0.003036506
1782426884,192.168.1.12,55555,1234,9999,384,1000,1000,0,0.035880000,0.038450909,0.052840000,0.003028412
1782426885,192.168.1.12,55555,1234,9999,384,1000,1000,0,0.035920000,0.038329008,0.057500000,0.002935802
1782426886,192.168.1.12,55555,1234,9999,384,1000,1000,0,0.036020000,0.042151957,0.064231000,0.003005925
1782426887,192.168.1.12,55555,1234,9999,384,1000,1000,0,0.035910000,0.038346770,0.056031000,0.003106196
1782426888,192.168.1.12,55555,1234,9999,384,1000,1000,0,0.036010000,0.042075706,0.055430000,0.003180419
1782426890,192.168.1.12,55555,1234,9999,384,1000,1000,0,0.035900000,0.038585660,0.073910000,0.003294784
1782426891,192.168.1.12,55555,1234,9999,384,1000,1000,0,0.035910000,0.038321691,0.052330000,0.002975504
1782426892,192.168.1.12,55555,1234,9999,384,1000,1000,0,0.035860000,0.038103239,0.055000000,0.003035711
1782426893,192.168.1.12,55555,1234,9999,384,1000,1000,0,0.033230000,0.045936897,0.079650000,0.009646844
1782426894,192.168.1.12,55555,1234,9999,448,1000,1000,0,0.037700000,0.077173393,0.089630000,0.003949379
1782426895,192.168.1.12,55555,1234,9999,448,1000,1000,0,0.038481000,0.045159534,0.061781000,0.001472122
1782426896,192.168.1.12,55555,1234,9999,448,1000,1000,0,0.038380000,0.045119517,0.062610000,0.001536155
1782426897,192.168.1.12,55555,1234,9999,448,1000,1000,0,0.038320000,0.045224167,0.062160000,0.001816258
1782426898,192.168.1.12,55555,1234,9999,448,1000,1000,0,0.038521000,0.040587886,0.057830000,0.002579880
1782426899,192.168.1.12,55555,1234,9999,448,1000,1000,0,0.038610000,0.045176925,0.061310000,0.001566435
1782426900,192.168.1.12,55555,1234,9999,448,1000,1000,0,0.038110000,0.045173014,0.057240000,0.001568494
1782426901,192.168.1.12,55555,1234,9999,448,1000,1000,0,0.038500000,0.045089702,0.061350000,0.001873351
1782426902,192.168.1.12,55555,1234,9999,448,1000,1000,0,0.039170000,0.045159884,0.062050000,0.001553587
1782426903,192.168.1.12,55555,1234,9999,448,1000,1000,0,0.038460000,0.040674267,0.055250000,0.002533723
