timestamp,iface,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,requested_packets,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,payload_mbps,estimated_wire_mbps,iface_tx_packets_delta,iface_rx_packets_delta,iface_tx_bytes_delta,iface_rx_bytes_delta,iface_tx_errors_delta,iface_rx_errors_delta,iface_tx_dropped_delta,iface_rx_dropped_delta,ip_in_receives_delta,ip_in_discards_delta,ip_out_requests_delta,ip_out_discards_delta,udp_out_delta,udp_in_delta,udp_no_ports_delta,udp_in_errors_delta,udp_rcvbuf_errors_delta,udp_sndbuf_errors_delta,fpga_rx_good_delta,fpga_tx_good_delta,fpga_rx_bad_delta,fpga_tx_bad_delta,fpga_rx_overflow_delta,fpga_tx_overflow_delta,fpga_bad_fcs_delta,fpga_ip_rx_header_error_delta,fpga_ip_rx_payload_error_delta,fpga_ip_invalid_header_delta,fpga_ip_invalid_checksum_delta,fpga_ip_tx_payload_error_delta,fpga_ip_tx_arp_failed_delta,fpga_udp_rx_header_error_delta,fpga_udp_rx_payload_error_delta,fpga_udp_tx_payload_error_delta,host_tx_to_fpga_rx_gap,fpga_rx_to_tx_gap,fpga_tx_to_host_rx_gap
1782427077,nic0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600028,795.030969,999.999891,100000,99999,29800000,29799702,0,0,0,0,99999,0,100000,0,100000,0,0,70871,70871,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1782427079,nic0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600021,795.030991,999.999918,100000,99998,29800000,29799404,0,0,0,0,99998,0,100000,0,100000,0,0,70870,70870,0,99998,99998,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
1782427080,nic0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600039,795.030936,999.999849,100000,99998,29800000,29799404,0,0,0,0,99998,0,100000,0,100000,0,0,70870,70870,0,99998,99998,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
1782427081,nic0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600033,795.030954,999.999872,100000,99998,29800000,29799404,0,0,0,0,99998,0,100000,0,100000,0,0,70870,70870,0,99998,99998,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
1782427083,nic0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600030,795.030963,999.999884,100000,99999,29800000,29799702,0,0,0,0,99999,0,100000,0,100000,0,0,70871,70871,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1782427084,nic0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600035,795.030948,999.999864,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427085,nic0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600036,795.030945,999.999860,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427087,nic0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600022,795.030988,999.999915,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427088,nic0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600034,795.030951,999.999868,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427089,nic0,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600033,795.030954,999.999872,100000,100000,29800000,29800000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427091,nic0,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800031,829.015461,999.999900,100000,100000,36200000,36200000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427092,nic0,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800036,829.015447,999.999883,100000,100000,36200000,36200000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427093,nic0,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800031,829.015461,999.999900,100000,100000,36200000,36200000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427095,nic0,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800035,829.015450,999.999887,100000,100000,36200000,36200000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427096,nic0,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800028,829.015469,999.999909,100000,100000,36200000,36200000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427097,nic0,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800039,829.015439,999.999874,100000,100000,36200000,36200000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427099,nic0,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800038,829.015442,999.999877,100000,100000,36200000,36200000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427100,nic0,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800038,829.015442,999.999877,100000,100000,36200000,36200000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427102,nic0,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800032,829.015458,999.999896,100000,99998,36200000,36199276,0,0,0,0,99998,0,100000,0,100000,0,0,70870,70870,0,99998,99998,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
1782427103,nic0,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800027,829.015472,999.999913,100000,99999,36200000,36199638,0,0,0,0,99999,0,100000,0,100000,0,0,70871,70871,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1782427104,nic0,192.168.1.12,55555,1234,9999,100000,384,100000,0,0,0.360000022,853.333281,999.999939,100000,100000,42600000,42600000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427106,nic0,192.168.1.12,55555,1234,9999,100000,384,100000,0,0,0.360000046,853.333224,999.999872,100000,100000,42600000,42600000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427107,nic0,192.168.1.12,55555,1234,9999,100000,384,100000,0,0,0.360000028,853.333267,999.999922,100000,99999,42600000,42599574,0,0,0,0,99999,0,100000,0,100000,0,0,70871,70871,0,99999,99999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1782427109,nic0,192.168.1.12,55555,1234,9999,100000,384,100000,0,0,0.360000039,853.333241,999.999892,100000,100000,42600000,42600000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427110,nic0,192.168.1.12,55555,1234,9999,100000,384,100000,0,0,0.360000021,853.333284,999.999942,100000,100000,42600000,42600000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427111,nic0,192.168.1.12,55555,1234,9999,100000,384,100000,0,0,0.360000034,853.333253,999.999906,100000,100000,42600000,42600000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427113,nic0,192.168.1.12,55555,1234,9999,100000,384,100000,0,0,0.360000033,853.333255,999.999908,100000,100000,42600000,42600000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782427114,nic0,192.168.1.12,55555,1234,9999,100000,384,100000,0,0,0.360000034,853.333253,999.999906,100000,100000,42600000,42600000,0,0,0,0,100000,0,100000,0,100000,0,0,70872,70872,0,100000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
