test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
tx,256,10,796.682058500,1.061704284,1002.076651800,1.335424913,389004.911355857,518.410311166,795.031055901,388198.757763975,0.000000000,0.000000000
tx,320,10,830.651575400,0.718005151,1001.973463000,0.866093708,324473.271683104,280.470735087,829.015544041,323834.196891192,0.000000000,0.000000000
tx,384,10,854.142279400,0.634639867,1000.947983900,0.743718552,278041.106596110,206.588501970,853.333333333,277777.777777778,0.000000000,0.000000000
tx,448,10,872.496012700,0.981894910,1001.033371800,1.126549089,243441.967859807,273.966195871,871.595330739,243190.661478599,0.000000000,0.000000000
tx,512,10,886.806590500,0.503257715,1001.121502600,0.568130828,216505.515251005,122.865653146,885.813148789,216262.975778547,0.000000000,0.000000000
tx,576,10,898.296338000,0.521477491,1001.226126600,0.581230374,194942.781663965,113.167899590,897.196261682,194704.049844237,0.000000000,0.000000000
tx,640,10,907.373268700,0.386104848,1000.946136900,0.425921944,177221.341516041,75.411088732,906.515580737,177053.824362606,0.000000000,0.000000000
tx,704,10,915.157033700,0.240514251,1000.953005700,0.263062722,162492.371048869,42.704969016,914.285714286,162337.662337662,0.000000000,0.000000000
tx,768,10,921.424003700,0.361651179,1000.608879100,0.392730808,149971.354768071,58.862516066,920.863309353,149880.095923261,0.000000000,0.000000000
tx,832,10,926.860049300,0.534121748,1000.385004900,0.576491941,139251.810273024,80.246644869,926.503340757,139198.218262806,0.000000000,0.000000000
tx,896,10,931.666174000,0.233695790,1000.293369700,0.250909975,129975.749727750,32.602659688,931.392931393,129937.629937630,0.000000000,0.000000000
tx,960,10,936.289975300,0.343058918,1000.659910700,0.366644154,121912.757171072,44.669118889,935.672514620,121832.358674464,0.000000000,0.000000000
tx,1024,10,939.975421100,0.322193830,1000.559774500,0.342960122,114743.093415063,39.330285944,939.449541284,114678.899082569,0.000000000,0.000000000
tx,1088,10,943.156341000,0.346059521,1000.369869000,0.367052054,108358.954614230,39.758672977,942.807625650,108318.890814558,0.000000000,0.000000000
tx,1152,10,946.481596000,0.144741545,1000.707104200,0.153033748,102699.825966455,15.705441884,945.812807882,102627.257799672,0.000000000,0.000000000
tx,1216,10,948.757751500,0.153543209,1000.252826900,0.161876735,97528.551759271,15.783624186,948.517940718,97503.900156006,0.000000000,0.000000000
tx,1280,10,951.245405200,0.270786444,1000.293996300,0.284749098,92895.059102500,26.443991230,950.965824666,92867.756315007,0.000000000,0.000000000
tx,1344,10,953.734268400,0.298928439,1000.569433500,0.313607738,88702.963960268,27.802116969,953.191489362,88652.482269504,0.000000000,0.000000000
tx,1408,10,955.513186000,0.174383869,1000.302866700,0.182558273,84828.940517331,15.481525944,955.223880597,84803.256445047,0.000000000,0.000000000
tx,1472,10,957.324374000,0.192742489,1000.247885400,0.201384273,81294.529051217,16.367396534,957.087126138,81274.382314694,0.000000000,0.000000000
