timestamp,tool,direction,protocol,repeat,source_interface,destination_interface,duration_s,payload_size,netperf_buffer,metrics_source,throughput_bps,elapsed_s,lost_percent,jitter_ms,packets,lost_packets,retransmits,cpu_host_percent,cpu_remote_percent,returncode
1782503397,netperf,nic-to-corundum,udp,1,nic0,corundum0,5,256,50M,netperf_stdout,2636040000.0,5.0,3.1054974825845076,0.0,6435666.0,206265.0,0.0,0.0,0.0,0
1782503403,netperf,corundum-to-nic,udp,1,corundum0,nic0,5,256,50M,netperf_stdout,2690690000.0,5.0,0.0,0.0,6569078.0,0.0,0.0,0.0,0.0,0
1782503409,netperf,nic-to-corundum,udp,2,nic0,corundum0,5,256,50M,netperf_stdout,1111000000.0,5.0,58.74064103322719,0.0,2712408.0,3861635.0,0.0,0.0,0.0,0
1782503414,netperf,corundum-to-nic,udp,2,corundum0,nic0,5,256,50M,netperf_stdout,2708950000.0,5.0,0.0,0.0,6613666.0,0.0,0.0,0.0,0.0,0
1782503420,netperf,nic-to-corundum,udp,3,nic0,corundum0,5,256,50M,netperf_stdout,2677250000.0,5.0,0.0,0.0,6536285.0,0.0,0.0,0.0,0.0,0
1782503426,netperf,corundum-to-nic,udp,3,corundum0,nic0,5,256,50M,netperf_stdout,2724630000.0,5.0,0.0,0.0,6651953.0,0.0,0.0,0.0,0.0,0
1782503431,netperf,nic-to-corundum,udp,4,nic0,corundum0,5,256,50M,netperf_stdout,1261270000.0,5.0,53.010319963425076,0.0,3079292.0,3473832.0,0.0,0.0,0.0,0
1782503437,netperf,corundum-to-nic,udp,4,corundum0,nic0,5,256,50M,netperf_stdout,2732290000.0,5.0,0.0,0.0,6670677.0,0.0,0.0,0.0,0.0,0
1782503443,netperf,nic-to-corundum,udp,5,nic0,corundum0,5,256,50M,netperf_stdout,1800270000.0,5.0,33.607043979403045,0.0,4395219.0,2224789.0,0.0,0.0,0.0,0
1782503453,netperf,corundum-to-nic,udp,5,corundum0,nic0,5,256,50M,netperf_stdout,2725170000.0,5.0,0.0,0.0,6653262.0,0.0,0.0,0.0,0.0,0
1782503458,netperf,nic-to-corundum,udp,1,nic0,corundum0,5,320,50M,netperf_stdout,1065930000.0000001,5.0,66.51676730097671,0.0,2081896.0,4135831.0,0.0,0.0,0.0,0
1782503468,netperf,corundum-to-nic,udp,1,corundum0,nic0,5,320,50M,netperf_stdout,3373000000.0,5.0,0.0,0.0,6587923.0,0.0,0.0,0.0,0.0,0
1782503474,netperf,nic-to-corundum,udp,2,nic0,corundum0,5,320,50M,netperf_stdout,3306620000.0,5.0,0.01534229337716079,0.0,6458278.0,991.0,0.0,0.0,0.0,0
1782503479,netperf,corundum-to-nic,udp,2,corundum0,nic0,5,320,50M,netperf_stdout,3349150000.0,5.0,0.0,0.0,6541333.0,0.0,0.0,0.0,0.0,0
1782503485,netperf,nic-to-corundum,udp,3,nic0,corundum0,5,320,50M,netperf_stdout,3324420000.0,5.0,0.1773367206927432,0.0,6493040.0,11535.0,0.0,0.0,0.0,0
1782503491,netperf,corundum-to-nic,udp,3,corundum0,nic0,5,320,50M,netperf_stdout,3316360000.0,5.0,0.0,0.0,6477298.0,0.0,0.0,0.0,0.0,0
1782503496,netperf,nic-to-corundum,udp,4,nic0,corundum0,5,320,50M,netperf_stdout,3309810000.0,5.0,0.0,0.0,6464494.0,0.0,0.0,0.0,0.0,0
1782503502,netperf,corundum-to-nic,udp,4,corundum0,nic0,5,320,50M,netperf_stdout,3311800000.0,5.0,0.0,0.0,6468385.0,0.0,0.0,0.0,0.0,0
1782503508,netperf,nic-to-corundum,udp,5,nic0,corundum0,5,320,50M,netperf_stdout,2593160000.0,5.0,22.46325226910043,0.0,5064781.0,1467323.0,0.0,0.0,0.0,0
1782503513,netperf,corundum-to-nic,udp,5,corundum0,nic0,5,320,50M,netperf_stdout,3321980000.0,5.0,0.0,0.0,6488276.0,0.0,0.0,0.0,0.0,0
1782503519,netperf,nic-to-corundum,udp,1,nic0,corundum0,5,384,50M,netperf_stdout,1534990000.0,5.0,60.99550858355597,0.0,2498366.0,3906963.0,0.0,0.0,0.0,0
1782503529,netperf,corundum-to-nic,udp,1,corundum0,nic0,5,384,50M,netperf_stdout,3997190000.0,5.0,0.0,0.0,6505885.0,0.0,0.0,0.0,0.0,0
1782503534,netperf,nic-to-corundum,udp,2,nic0,corundum0,5,384,50M,netperf_stdout,3926400000.0,5.0,0.670073272701217,0.0,6390663.0,43111.0,0.0,0.0,0.0,0
1782503540,netperf,corundum-to-nic,udp,2,corundum0,nic0,5,384,50M,netperf_stdout,3958830000.0,5.0,0.0,0.0,6443452.0,0.0,0.0,0.0,0.0,0
1782503546,netperf,nic-to-corundum,udp,3,nic0,corundum0,5,384,50M,netperf_stdout,1178270000.0,5.0,69.80169426564238,0.0,1917773.0,4432825.0,0.0,0.0,0.0,0
1782503555,netperf,corundum-to-nic,udp,3,corundum0,nic0,5,384,50M,netperf_stdout,3951740000.0,5.0,0.0,0.0,6431907.0,0.0,0.0,0.0,0.0,0
1782503561,netperf,nic-to-corundum,udp,4,nic0,corundum0,5,384,50M,netperf_stdout,3950680000.0,5.0,0.014118926140600868,0.0,6430176.0,908.0,0.0,0.0,0.0,0
1782503567,netperf,corundum-to-nic,udp,4,corundum0,nic0,5,384,50M,netperf_stdout,3980540000.0,5.0,0.0,0.0,6478761.0,0.0,0.0,0.0,0.0,0
1782503572,netperf,nic-to-corundum,udp,5,nic0,corundum0,5,384,50M,netperf_stdout,3816690000.0,5.0,4.691961982309368,0.0,6212095.0,305818.0,0.0,0.0,0.0,0
1782503578,netperf,corundum-to-nic,udp,5,corundum0,nic0,5,384,50M,netperf_stdout,4003510000.0,5.0,0.0,0.0,6516170.0,0.0,0.0,0.0,0.0,0
1782503584,netperf,nic-to-corundum,udp,1,nic0,corundum0,5,448,50M,netperf_stdout,4590050000.0,5.0,0.08160671927569434,0.0,6403556.0,5230.0,0.0,0.0,0.0,0
1782503589,netperf,corundum-to-nic,udp,1,corundum0,nic0,5,448,50M,netperf_stdout,4608750000.0,5.0,0.0,0.0,6429650.0,0.0,0.0,0.0,0.0,0
1782503595,netperf,nic-to-corundum,udp,2,nic0,corundum0,5,448,50M,netperf_stdout,4570940000.0,5.0,0.2667828595844456,0.0,6376906.0,17058.0,0.0,0.0,0.0,0
1782503601,netperf,corundum-to-nic,udp,2,corundum0,nic0,5,448,50M,netperf_stdout,4612770000.0,5.0,0.0,0.0,6435252.0,0.0,0.0,0.0,0.0,0
