timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,packet_count,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,packets_per_second,payload_mbps,estimated_wire_mbps
1782402733,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600034,388198.707,795.030951,999.999868
1782402734,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600036,388198.704,795.030945,999.999860
1782402736,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600048,388198.685,795.030908,999.999814
1782402737,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600035,388198.705,795.030948,999.999864
1782402738,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600033,388198.708,795.030954,999.999872
1782402740,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600032,388198.710,795.030957,999.999876
1782402741,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600047,388198.687,795.030911,999.999818
1782402742,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600048,388198.685,795.030908,999.999814
1782402744,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600034,388198.707,795.030951,999.999868
1782402745,192.168.1.12,55555,1234,9999,100000,256,100000,0,0,0.257600035,388198.705,795.030948,999.999864
1782402746,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800047,323834.148,829.015418,999.999848
1782402748,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800040,323834.155,829.015437,999.999870
1782402749,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.314224978,318243.319,814.702897,982.735370
1782402751,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800044,323834.151,829.015426,999.999858
1782402752,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800044,323834.151,829.015426,999.999858
1782402753,192.168.1.12,55555,1234,9999,100000,320,100000,0,0,0.308800053,323834.141,829.015402,999.999828
