timestamp,test,payload_size,run,packets,returncode,command
1782402258,rtt,256,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782402261,rtt,256,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782402263,rtt,256,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782402265,rtt,256,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782402268,rtt,256,5,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782402270,rtt,256,6,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782402272,rtt,256,7,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782402275,rtt,256,8,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782402277,rtt,256,9,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782402279,rtt,256,10,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782402282,rtt,320,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782402284,rtt,320,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782402286,rtt,320,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782402289,rtt,320,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782402291,rtt,320,5,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782402293,rtt,320,6,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782402296,rtt,320,7,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782402298,rtt,320,8,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782402300,rtt,320,9,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782402303,rtt,320,10,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782402305,rtt,384,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782402307,rtt,384,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782402310,rtt,384,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782402312,rtt,384,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782402314,rtt,384,5,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782402317,rtt,384,6,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782402319,rtt,384,7,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782402321,rtt,384,8,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782402324,rtt,384,9,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782402326,rtt,384,10,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782402328,rtt,448,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782402331,rtt,448,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
