timestamp,tx_fifo_overflow,tx_fifo_bad_frame,tx_fifo_good_frame,rx_error_bad_frame,rx_error_bad_fcs,rx_fifo_overflow,rx_fifo_bad_frame,rx_fifo_good_frame,eth_rx_error_header_early_termination,ip_rx_error_header_early_termination,ip_rx_error_payload_early_termination,ip_rx_error_invalid_header,ip_rx_error_invalid_checksum,ip_tx_error_payload_early_termination,ip_tx_error_arp_failed,udp_rx_error_header_early_termination,udp_rx_error_payload_early_termination,udp_tx_error_payload_early_termination,speed,flood,loopback,tx_busy,random,constant,sequential,payload_size_bytes,packets_per_trigger,mac,local_ip,gateway_ip,subnet_mask,dest_ip,src_port,dst_port
1782402732,0,0,4096593,7,7,0,7,4097066,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402732,0,0,4196594,7,7,0,7,4197067,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402734,0,0,4196599,7,7,0,7,4197074,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402734,0,0,4296600,7,7,0,7,4297075,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402735,0,0,4296605,7,7,0,7,4297082,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402735,0,0,4396606,7,7,0,7,4397083,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402736,0,0,4396611,7,7,0,7,4397090,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402736,0,0,4496612,7,7,0,7,4497091,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402738,0,0,4496617,7,7,0,7,4497098,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402738,0,0,4596618,7,7,0,7,4597099,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402739,0,0,4596623,7,7,0,7,4597106,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402739,0,0,4696624,7,7,0,7,4697107,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402740,0,0,4696629,7,7,0,7,4697114,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402740,0,0,4796630,7,7,0,7,4797115,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402742,0,0,4796635,7,7,0,7,4797122,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402742,0,0,4896636,7,7,0,7,4897123,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402743,0,0,4896641,7,7,0,7,4897130,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402743,0,0,4996642,7,7,0,7,4997131,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402744,0,0,4996647,7,7,0,7,4997138,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402744,0,0,5096648,7,7,0,7,5097139,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402746,0,0,5096653,7,7,0,7,5097146,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402746,0,0,5196654,7,7,0,7,5197147,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402747,0,0,5196659,7,7,0,7,5197154,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402747,0,0,5296660,7,7,0,7,5297155,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402748,0,0,5296665,7,7,0,7,5297162,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
1782402749,0,0,5396665,8,8,0,8,5397162,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,1,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.10,1234,9999
