test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
tx,256,10,789.978526200,14.481515855,993.644865000,18.215031405,385731.702274594,7071.052580291,795.031055901,388198.757763975,0.804100000,1.839096967
tx,320,10,830.174695700,1.022545513,1001.398226800,1.233445615,324286.990548745,399.431844471,829.015544041,323834.196891192,0.000000000,0.000000000
tx,384,10,854.726274100,0.497087298,1001.632352500,0.582524275,278231.209047883,161.812266435,853.333333333,277777.777777778,0.000000000,0.000000000
tx,448,10,871.858843800,0.297316348,1000.302334100,0.341117196,243264.186316685,82.956526065,871.595330739,243190.661478599,0.000000000,0.000000000
tx,512,10,886.055290700,0.609575374,1000.273355600,0.688153496,216322.092470991,148.822107689,885.813148789,216262.975778547,0.000000000,0.000000000
tx,576,10,897.921641200,0.470762515,1000.808496000,0.524704249,194861.467284690,102.162025412,897.196261682,194704.049844237,0.000000000,0.000000000
tx,640,10,907.178089100,0.422903616,1000.730829700,0.466515686,177183.220529047,82.598388699,906.515580737,177053.824362606,0.000000000,0.000000000
tx,704,10,914.736358800,0.517733842,1000.492892300,0.566271568,162417.677331076,91.927184283,914.285714286,162337.662337662,0.000000000,0.000000000
tx,768,10,921.218584700,0.406349888,1000.385806800,0.441270757,149937.920691934,66.137701410,920.863309353,149880.095923261,0.000000000,0.000000000
tx,832,10,926.910854600,0.369559934,1000.439840600,0.398875865,139259.443302359,55.522816397,926.503340757,139198.218262806,0.000000000,0.000000000
tx,896,10,931.796162600,0.408846853,1000.432933400,0.438962936,129993.884279695,57.037796468,931.392931393,129937.629937630,0.000000000,0.000000000
tx,960,10,936.124658700,0.323575416,1000.483228800,0.345821168,121891.231577369,42.132216295,935.672514620,121832.358674464,0.000000000,0.000000000
tx,1024,10,939.944263100,0.321626581,1000.526608400,0.342356759,114739.289956993,39.261061213,939.449541284,114678.899082569,0.000000000,0.000000000
tx,1088,10,943.272614100,0.248299911,1000.493195500,0.263361984,108372.313206004,28.527095171,942.807625650,108318.890814558,0.000000000,0.000000000
tx,1152,10,946.168870600,0.363010292,1000.376462300,0.383807478,102665.893085946,39.389115412,945.812807882,102627.257799672,0.000000000,0.000000000
tx,1216,10,948.813633600,0.250780734,1000.311741900,0.264392238,97534.296216240,25.779275831,948.517940718,97503.900156006,0.000000000,0.000000000
tx,1280,10,951.169120800,0.276232280,1000.213778500,0.290475477,92887.609446912,26.975800291,950.965824666,92867.756315007,0.000000000,0.000000000
tx,1344,10,953.609830000,0.214149423,1000.438884100,0.224665648,88691.390441465,19.917180119,953.191489362,88652.482269504,0.000000000,0.000000000
tx,1408,10,955.469338100,0.315192953,1000.256963400,0.329967920,84825.047775187,27.982339213,955.223880597,84803.256445047,0.000000000,0.000000000
tx,1472,10,957.401946400,0.218788661,1000.328935800,0.228598734,81301.116374192,18.579209435,957.087126138,81274.382314694,0.000000000,0.000000000
