timestamp,interface,mac,state,speed_mbps,duplex,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped
1782402732,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,2910874793,4096590,0,0,2968168228,4097076,0,0
1782402732,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,2939274793,4196590,0,0,2997968228,4197076,0,0
1782402734,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,2939275651,4196596,0,0,2997968636,4197084,0,0
1782402734,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,2967675651,4296596,0,0,3027768636,4297084,0,0
1782402735,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,2967676509,4296602,0,0,3027769044,4297092,0,0
1782402735,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,2996076509,4396602,0,0,3057569044,4397092,0,0
1782402736,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,2996077367,4396608,0,0,3057569452,4397100,0,0
1782402736,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3024477367,4496608,0,87,3087369452,4497100,0,0
1782402738,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3024478225,4496614,0,87,3087369860,4497108,0,0
1782402738,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3052878225,4596614,0,87,3117169860,4597108,0,0
1782402739,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3052879083,4596620,0,87,3117170268,4597116,0,0
1782402739,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3081279083,4696620,0,87,3146970268,4697116,0,0
1782402740,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3081279941,4696626,0,87,3146970676,4697124,0,0
1782402740,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3109679941,4796626,0,87,3176770676,4797124,0,0
1782402742,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3109680799,4796632,0,87,3176771084,4797132,0,0
1782402742,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3138080799,4896632,0,87,3206571084,4897132,0,0
1782402743,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3138081657,4896638,0,87,3206571492,4897140,0,0
1782402743,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,3166481657,4996638,0,87,3236371492,4997140,0,0
