timestamp,ip_in_receives,ip_in_hdr_errors,ip_in_addr_errors,ip_in_unknown_protos,ip_in_discards,ip_in_delivers,ip_out_requests,ip_out_discards,ip_out_no_routes,ip_reasm_reqds,ip_reasm_oks,ip_reasm_fails,udp_in_datagrams,udp_no_ports,udp_in_errors,udp_out_datagrams,udp_rcvbuf_errors,udp_sndbuf_errors,udp_in_csum_errors,udp_ignored_multi,udp_mem_errors
1782402732,4096589,0,0,0,0,4096589,4097064,0,0,0,0,0,4096589,0,0,4097064,0,0,0,0,0
1782402732,4196589,0,0,0,0,4196589,4197064,0,0,0,0,0,4096589,0,99778,4197064,99778,0,0,0,0
1782402734,4196595,0,0,0,0,4196595,4197072,0,0,0,0,0,4096595,0,99778,4197072,99778,0,0,0,0
1782402734,4296595,0,0,0,0,4296595,4297072,0,0,0,0,0,4096595,0,199556,4297072,199556,0,0,0,0
1782402735,4296601,0,0,0,0,4296601,4297080,0,0,0,0,0,4096601,0,199556,4297080,199556,0,0,0,0
1782402735,4396601,0,0,0,0,4396601,4397080,0,0,0,0,0,4096601,0,299334,4397080,299334,0,0,0,0
1782402736,4396607,0,0,0,0,4396607,4397088,0,0,0,0,0,4096607,0,299334,4397088,299334,0,0,0,0
1782402736,4496520,0,0,0,0,4496520,4497088,0,0,0,0,0,4096607,0,399025,4497088,399025,0,0,0,0
1782402738,4496526,0,0,0,0,4496526,4497096,0,0,0,0,0,4096613,0,399025,4497096,399025,0,0,0,0
1782402738,4596526,0,0,0,0,4596526,4597096,0,0,0,0,0,4096613,0,498803,4597096,498803,0,0,0,0
1782402739,4596532,0,0,0,0,4596532,4597104,0,0,0,0,0,4096619,0,498803,4597104,498803,0,0,0,0
1782402739,4696532,0,0,0,0,4696532,4697104,0,0,0,0,0,4096619,0,598581,4697104,598581,0,0,0,0
1782402740,4696538,0,0,0,0,4696538,4697112,0,0,0,0,0,4096625,0,598581,4697112,598581,0,0,0,0
1782402740,4796538,0,0,0,0,4796538,4797112,0,0,0,0,0,4096625,0,698359,4797112,698359,0,0,0,0
1782402742,4796544,0,0,0,0,4796544,4797120,0,0,0,0,0,4096631,0,698359,4797120,698359,0,0,0,0
1782402742,4896544,0,0,0,0,4896544,4897120,0,0,0,0,0,4096631,0,798137,4897120,798137,0,0,0,0
1782402743,4896550,0,0,0,0,4896550,4897128,0,0,0,0,0,4096637,0,798137,4897128,798137,0,0,0,0
1782402743,4996550,0,0,0,0,4996550,4997128,0,0,0,0,0,4096637,0,897915,4997128,897915,0,0,0,0
1782402744,4996556,0,0,0,0,4996556,4997136,0,0,0,0,0,4096643,0,897915,4997136,897915,0,0,0,0
1782402744,5096556,0,0,0,0,5096556,5097136,0,0,0,0,0,4096643,0,997693,5097136,997693,0,0,0,0
1782402746,5096562,0,0,0,0,5096562,5097144,0,0,0,0,0,4096649,0,997693,5097144,997693,0,0,0,0
1782402746,5196562,0,0,0,0,5196562,5197144,0,0,0,0,0,4096649,0,1097484,5197144,1097484,0,0,0,0
1782402747,5196568,0,0,0,0,5196568,5197152,0,0,0,0,0,4096655,0,1097484,5197152,1097484,0,0,0,0
