timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,payload_size,sent,received,lost,min_ms,avg_ms,max_ms,stddev_ms
1781837557,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.036310000,0.044652841,0.052760000,0.003658195
1781837558,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.037920000,0.047846644,0.061760000,0.001138185
1781837559,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.037571000,0.044247599,0.053110000,0.003786579
1781837560,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.041960000,0.047890501,0.064070000,0.001020840
1781837561,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.037910000,0.047468761,0.052381000,0.001730519
1781837562,192.168.1.12,55555,1234,9999,330,1000,1000,0,0.039560000,0.046780321,0.056660000,0.000852888
1781837563,192.168.1.12,55555,1234,9999,330,1000,1000,0,0.041720000,0.051639255,0.079140000,0.001511879
1781837564,192.168.1.12,55555,1234,9999,330,1000,1000,0,0.043031000,0.051737907,0.071460000,0.001097919
1781837565,192.168.1.12,55555,1234,9999,330,1000,1000,0,0.043590000,0.051684246,0.061770000,0.000976675
1781837566,192.168.1.12,55555,1234,9999,330,1000,1000,0,0.042750000,0.051777879,0.084570000,0.001662614
1781837567,192.168.1.12,55555,1234,9999,404,1000,1000,0,0.044850000,0.054707575,0.061880000,0.000987981
1781837568,192.168.1.12,55555,1234,9999,404,1000,1000,0,0.042830000,0.054746725,0.068260000,0.001132240
1781837569,192.168.1.12,55555,1234,9999,404,1000,1000,0,0.048840000,0.054665537,0.059120000,0.000995611
1781837570,192.168.1.12,55555,1234,9999,404,1000,1000,0,0.045210000,0.054698296,0.070161000,0.001227781
1781837571,192.168.1.12,55555,1234,9999,404,1000,1000,0,0.045030000,0.054625394,0.075021000,0.001626556
1781837572,192.168.1.12,55555,1234,9999,478,1000,1000,0,0.053750000,0.058417167,0.067351000,0.000746723
1781837573,192.168.1.12,55555,1234,9999,478,1000,1000,0,0.048980000,0.057915293,0.064960000,0.001607386
1781837575,192.168.1.12,55555,1234,9999,478,1000,1000,0,0.050430000,0.058414284,0.076080000,0.000876267
1781837576,192.168.1.12,55555,1234,9999,478,1000,1000,0,0.048791000,0.058344444,0.065240000,0.000866072
1781837577,192.168.1.12,55555,1234,9999,478,1000,1000,0,0.051630000,0.058370057,0.069550000,0.000822717
1781837578,192.168.1.12,55555,1234,9999,552,1000,1000,0,0.052480000,0.064417970,0.073710000,0.002634785
1781837579,192.168.1.12,55555,1234,9999,552,1000,1000,0,0.053181000,0.061663157,0.066800000,0.001865334
1781837580,192.168.1.12,55555,1234,9999,552,1000,1000,0,0.052501000,0.064534783,0.068210000,0.002477351
1781837581,192.168.1.12,55555,1234,9999,552,1000,1000,0,0.054510000,0.064993028,0.069010000,0.001725021
1781837582,192.168.1.12,55555,1234,9999,552,1000,1000,0,0.053120000,0.064583827,0.090540000,0.002750604
1781837583,192.168.1.12,55555,1234,9999,626,1000,1000,0,0.056570000,0.065485512,0.074890000,0.001571570
1781837584,192.168.1.12,55555,1234,9999,626,1000,1000,0,0.058250000,0.065852742,0.072140000,0.000733427
1781837585,192.168.1.12,55555,1234,9999,626,1000,1000,0,0.056981000,0.065949988,0.083950000,0.001272383
1781837586,192.168.1.12,55555,1234,9999,626,1000,1000,0,0.057030000,0.065857274,0.070260000,0.000699095
