timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,packet_count,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,packets_per_second,payload_mbps,estimated_wire_mbps
1781837651,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000033,388198.753,795.031046,999.999987
1781837655,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000030,388198.753,795.031047,999.999988
1781837658,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000032,388198.753,795.031046,999.999988
1781837662,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000035,388198.752,795.031045,999.999986
1781837665,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000048,388198.751,795.031041,999.999981
1781837670,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000036,315656.562,833.333324,999.999989
1781837674,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000038,315656.562,833.333323,999.999988
1781837678,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000037,315656.562,833.333324,999.999988
1781837682,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000021,315656.564,833.333328,999.999993
1781837687,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000033,315656.562,833.333325,999.999990
1781837691,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000037,265957.444,859.574460,999.999990
1781837696,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000034,265957.444,859.574460,999.999991
1781837701,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000031,265957.445,859.574461,999.999992
1781837706,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000034,265957.444,859.574460,999.999991
1781837711,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000026,265957.445,859.574462,999.999993
1781837716,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000036,229779.410,878.676463,999.999992
1781837721,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000024,229779.410,878.676466,999.999994
1781837727,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000032,229779.410,878.676464,999.999993
1781837732,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000022,229779.411,878.676466,999.999995
1781837738,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000030,229779.410,878.676465,999.999993
1781837744,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000021,202265.371,893.203880,999.999996
1781837750,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000039,202265.371,893.203876,999.999992
1781837756,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000031,202265.371,893.203878,999.999994
1781837762,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000038,202265.371,893.203877,999.999992
1781837768,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000037,202265.371,893.203877,999.999993
1781837774,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000039,180635.837,904.624271,999.999993
1781837781,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000035,180635.837,904.624272,999.999994
1781837787,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000030,180635.837,904.624273,999.999995
1781837794,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000026,180635.837,904.624273,999.999995
1781837801,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000022,180635.837,904.624274,999.999996
