test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
loopback,256,5,795.031045000,0.000002345,999.999986000,0.000002915,388198.752400000,0.000894427,795.031055901,388198.757763975,0.002640000,0.000829458
loopback,330,5,833.333324800,0.000001924,999.999989600,0.000002074,315656.562400000,0.000894427,833.333333333,315656.565656566,0.002680000,0.001112205
loopback,404,5,859.574460600,0.000000894,999.999991400,0.000001140,265957.444400000,0.000547723,859.574468085,265957.446808511,0.000380000,0.000389872
loopback,478,5,878.676464800,0.000001304,999.999993400,0.000001140,229779.410200000,0.000447214,878.676470588,229779.411764706,0.006600000,0.000651920
loopback,552,5,893.203877600,0.000001517,999.999993400,0.000001673,202265.371000000,0.000000000,893.203883495,202265.372168285,0.008800000,0.000430116
loopback,626,5,904.624272600,0.000001140,999.999994600,0.000001140,180635.837000000,0.000000000,904.624277457,180635.838150289,0.008660000,0.000776531
loopback,700,5,913.838115600,0.000000548,999.999995200,0.000000837,163185.378000000,0.000000000,913.838120104,163185.378590078,0.005700000,0.000620484
loopback,774,5,921.428566400,0.000000548,999.999994800,0.000001095,148809.523000000,0.000000000,921.428571429,148809.523809524,0.002200000,0.000777817
loopback,848,5,927.789930800,0.000000837,999.999996200,0.000001095,136761.487600000,0.000547723,927.789934354,136761.487964989,0.005600000,0.000827647
loopback,922,5,933.198377000,0.000000000,999.999996000,0.000000000,126518.218000000,0.000000000,933.198380567,126518.218623482,0.009080000,0.001924058
loopback,996,5,937.853103800,0.000000837,999.999996400,0.000000548,117702.448000000,0.000000000,937.853107345,117702.448210923,0.009840000,0.002097141
loopback,1070,5,941.901405400,0.000000548,999.999996800,0.000000837,110035.211000000,0.000000000,941.901408451,110035.211267606,0.006760000,0.000804984
loopback,1144,5,945.454541800,0.000000447,999.999996200,0.000000447,103305.785000000,0.000000000,945.454545455,103305.785123967,0.004300000,0.000696419
loopback,1218,5,948.598128600,0.000000548,999.999997400,0.000000894,97352.025000000,0.000000000,948.598130841,97352.024922118,0.005440000,0.000343511
loopback,1292,5,951.399113400,0.000000548,999.999997400,0.000000548,92047.128000000,0.000000000,951.399116348,92047.128129602,0.006880000,0.000535724
loopback,1366,5,953.910611800,0.000000447,999.999997200,0.000000447,87290.503000000,0.000000000,953.910614525,87290.502793296,0.009640000,0.001784096
loopback,1440,5,956.175296000,0.000000000,999.999997200,0.000000447,83001.328000000,0.000000000,956.175298805,83001.328021248,0.005020000,0.001535252
