test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
tx,256,5,795.125530200,0.105490620,1000.118831200,0.132687454,388244.887837883,51.509097496,795.031055901,388198.757763975,0.000000000,0.000000000
tx,330,5,833.415488600,0.106197987,1000.098586400,0.127437953,315687.685042959,40.226567639,833.333333333,315656.565656566,0.000000000,0.000000000
tx,404,5,859.656727000,0.050023298,1000.095697400,0.058195585,265982.898229920,15.477511252,859.574468085,265957.446808511,0.000000000,0.000000000
tx,478,5,878.760794600,0.073326203,1000.095967000,0.083451114,229801.463012421,19.175270165,878.676470588,229779.411764706,0.000000000,0.000000000
tx,552,5,893.296069200,0.038598442,1000.103208200,0.043213440,202286.247568293,8.740574627,893.203883495,202265.372168285,0.000000000,0.000000000
tx,626,5,904.708649800,0.070913380,1000.093267800,0.078389753,180652.685658163,14.160062545,904.624277457,180635.838150289,0.000000000,0.000000000
tx,700,5,913.898013000,0.051588194,1000.065539800,0.056452169,163196.073733721,9.212214713,913.838120104,163185.378590078,0.000000000,0.000000000
tx,774,5,921.455057000,0.033116717,1000.028744200,0.035940348,148813.801212968,5.348292739,921.428571429,148809.523809524,0.000000000,0.000000000
tx,848,5,927.865431800,0.048693880,1000.081373400,0.052483824,136772.616690226,7.177777535,927.789934354,136761.487964989,0.000000000,0.000000000
tx,922,5,933.272842800,0.039285340,1000.079792800,0.042097378,126528.313847701,5.326094814,933.198380567,126518.218623482,0.000000000,0.000000000
tx,996,5,937.910051600,0.035082617,1000.060717800,0.037407422,117709.594841868,4.402937400,937.853107345,117702.448210923,0.000000000,0.000000000
tx,1070,5,941.958652000,0.023382875,1000.060774400,0.024825157,110041.898595150,2.731621971,941.901408451,110035.211267606,0.000000000,0.000000000
tx,1144,5,945.494577000,0.036580447,1000.042341200,0.038690605,103310.159205570,3.996968367,945.454545455,103305.785123967,0.000000000,0.000000000
tx,1218,5,948.651993800,0.030966073,1000.056781600,0.032644081,97357.552719004,3.177973859,948.598130841,97352.024922118,0.000000000,0.000000000
tx,1292,5,951.457181400,0.015028082,1000.061031600,0.015795654,92052.745898957,1.453956040,951.399116348,92047.128129602,0.000000000,0.000000000
tx,1366,5,953.945337600,0.023410421,1000.036400800,0.024540848,87293.680226253,2.142209683,953.910614525,87290.502793296,0.000000000,0.000000000
tx,1440,5,956.206126000,0.028916745,1000.032240000,0.030242182,83004.003986935,2.510139460,956.175298805,83001.328021248,0.000000000,0.000000000
