timestamp,direction,protocol,repeat,source_interface,destination_interface,duration_s,omit_s,streams,udp_bandwidth,socket_buffer,pacing_timer_us,payload_size,metrics_source,throughput_bps,elapsed_s,lost_percent,jitter_ms,packets,lost_packets,retransmits,cpu_host_percent,cpu_remote_percent,returncode
1782513597,nic-to-corundum,udp,1,nic0,corundum0,5,2,4,7552795031,,100,256,server_json,4722951430.587884,5.000287,24.069537321064235,0.0028244127411752367,15186665.0,3655360.0,0.0,406.7119047731288,0.0,0
1782513605,corundum-to-nic,udp,1,corundum0,nic0,5,2,4,7552795031,,100,256,server_json,3708716692.3029027,5.203572,49.0196110255679,0.0010863896805388426,18483837.0,9060705.0,0.0,332.450110209121,0.0,0
1782513614,nic-to-corundum,udp,2,nic0,corundum0,5,2,4,7552795031,,100,256,server_json,4925118296.945083,5.000332,25.35449129280481,0.002571320345834086,16109493.0,4084480.0,0.0,422.76456769568887,0.0,0
1782513622,corundum-to-nic,udp,2,corundum0,nic0,5,2,4,7552795031,,100,256,server_json,3153449420.489143,5.204044,56.63035892681878,0.000948335075421402,18476134.0,10463101.0,0.0,262.86286739260737,0.0,0
1782513631,nic-to-corundum,udp,3,nic0,corundum0,5,2,4,7552795031,,100,256,server_json,4478413912.820882,5.00028,41.1873546659231,0.0016189897883538186,18591648.0,7657408.0,0.0,370.8392158319268,0.0,0
1782513639,corundum-to-nic,udp,3,corundum0,nic0,5,2,4,7552795031,,100,256,server_json,3590105803.483331,5.204271,50.274721156867535,0.001794429018378376,18346785.0,9223795.0,0.0,297.32721159689373,0.0,0
1782513648,nic-to-corundum,udp,1,nic0,corundum0,5,2,4,7875647668,,100,320,server_json,5501101135.318233,5.001329,25.30737437885554,0.0022934424409300318,14388561.0,3641367.0,0.0,370.06161540952274,0.0,0
1782513656,corundum-to-nic,udp,1,corundum0,nic0,5,2,4,7875647668,,100,320,server_json,4819487214.743493,5.207287,36.38128313629639,0.0024680276013187186,15409462.0,5606160.0,0.0,347.4479352314126,0.0,0
1782513665,nic-to-corundum,udp,2,nic0,corundum0,5,2,4,7875647668,,100,320,server_json,5682637188.229024,5.000265,25.50589030566206,0.0016234738231388972,14899821.0,3800332.0,0.0,360.6559060817528,0.0,0
1782513673,corundum-to-nic,udp,2,corundum0,nic0,5,2,4,7875647668,,100,320,server_json,4873058703.064712,5.001221,38.1299900884681,0.002806245317381466,15387127.0,5867110.0,0.0,335.45309064441,0.0,0
1782513681,nic-to-corundum,udp,3,nic0,corundum0,5,2,4,7875647668,,100,320,server_json,4840259567.387687,5.00032,37.16384764017415,0.0034316365516028737,15045856.0,5591619.0,0.0,347.77750239452484,0.0,0
1782513690,corundum-to-nic,udp,3,corundum0,nic0,5,2,4,7875647668,,100,320,server_json,4640435478.752474,5.000841,41.08824796698037,0.0020451073805170267,15387210.0,6322335.0,0.0,292.04659093392553,0.0,0
1782513698,nic-to-corundum,udp,1,nic0,corundum0,5,2,4,8106666667,,100,384,server_json,7469202900.582512,5.000237,4.445861460570727,0.0015046922379765633,12723136.0,565653.0,0.0,337.5335879326004,0.0,0
1782513707,corundum-to-nic,udp,1,corundum0,nic0,5,2,4,8106666667,,100,384,server_json,5891399261.63312,5.000766,27.332112545365643,0.0014124425764476482,13197487.0,3607152.0,0.0,313.92702226733456,0.0,0
1782513715,nic-to-corundum,udp,2,nic0,corundum0,5,2,4,8106666667,,100,384,server_json,5882032995.63346,5.000298,21.560288115556894,0.0020176776126117177,12205797.0,2631605.0,0.0,268.8455244229393,0.0,0
1782513723,corundum-to-nic,udp,2,corundum0,nic0,5,2,4,8106666667,,100,384,server_json,5601076877.70063,5.000917,30.909206912195135,0.0026005672082081545,13197139.0,4079131.0,0.0,303.94703688700446,0.0,0
1782513732,nic-to-corundum,udp,3,nic0,corundum0,5,2,4,8106666667,,100,384,server_json,5420318234.04277,5.000257,32.601651722802636,0.0012432191533561054,13090211.0,4267625.0,0.0,492.268432238679,0.0,0
1782513740,corundum-to-nic,udp,3,corundum0,nic0,5,2,4,8106666667,,100,384,server_json,5979343842.724408,5.20157,23.27935460438328,0.0013061772607700708,13196371.0,3072030.0,0.0,324.12283759078224,0.0,0
1782513749,nic-to-corundum,udp,1,nic0,corundum0,5,2,4,8280155642,,100,448,server_json,7900925743.987057,5.000255,3.600914645157854,0.0011706849558393332,11434817.0,411758.0,0.0,372.953083756008,0.0,0
1782513757,corundum-to-nic,udp,1,corundum0,nic0,5,2,4,8280155642,,100,448,server_json,6699431996.53513,5.001054,19.090634412586244,0.002546233309996063,11554011.0,2205734.0,0.0,328.60945140140984,0.0,0
1782513766,nic-to-corundum,udp,2,nic0,corundum0,5,2,4,8280155642,,100,448,server_json,7434522333.505387,5.000357,8.03379441614914,0.0011123116260799094,11278668.0,906105.0,0.0,360.9854723164912,0.0,0
1782513774,corundum-to-nic,udp,2,corundum0,nic0,5,2,4,8280155642,,100,448,server_json,5927403166.876003,5.000701,28.41423344285895,0.003275571794926653,11553157.0,3282741.0,0.0,274.9220043061365,0.0,0
1782513783,nic-to-corundum,udp,3,nic0,corundum0,5,2,4,8280155642,,100,448,server_json,7542871547.13866,5.000418,7.682645455730499,0.001112967785610559,11399654.0,875795.0,0.0,358.4831885849167,0.0,0
1782513791,corundum-to-nic,udp,3,corundum0,nic0,5,2,4,8280155642,,100,448,server_json,7254610461.58648,5.203207,8.839835959112166,0.0011244269384320248,11553461.0,1021307.0,0.0,360.6711561453418,0.0,0
1782513800,nic-to-corundum,udp,1,nic0,corundum0,5,2,4,8415224913,,100,512,server_json,7546265417.53287,5.000265,13.0841722854958,0.0010362980145093936,10599035.0,1386796.0,0.0,320.0980243703841,0.0,0
