timestamp,ip_in_receives,ip_in_hdr_errors,ip_in_addr_errors,ip_in_unknown_protos,ip_in_discards,ip_in_delivers,ip_out_requests,ip_out_discards,ip_out_no_routes,ip_reasm_reqds,ip_reasm_oks,ip_reasm_fails,udp_in_datagrams,udp_no_ports,udp_in_errors,udp_out_datagrams,udp_rcvbuf_errors,udp_sndbuf_errors,udp_in_csum_errors,udp_ignored_multi,udp_mem_errors
1781822970,398129293,0,0,0,0,398129293,388890671,4,0,0,0,0,9547125,8,388538173,388890663,388538173,0,0,23,0
1781822974,399129273,0,0,0,0,399129273,389890671,4,0,0,0,0,9547125,8,389537931,389890663,389537931,0,0,23,0
1781822975,399129279,0,0,0,0,399129279,389890679,4,0,0,0,0,9547131,8,389537931,389890671,389537931,0,0,23,0
1781822977,400129192,0,0,0,0,400129192,390890679,4,0,0,0,0,9547131,8,390537622,390890671,390537622,0,0,23,0
1781822978,400129198,0,0,0,0,400129198,390890687,4,0,0,0,0,9547137,8,390537622,390890679,390537622,0,0,23,0
1781822981,401129116,0,0,0,0,401129116,391890687,4,0,0,0,0,9547137,8,391537318,391890679,391537318,0,0,23,0
1781822982,401129122,0,0,0,0,401129122,391890695,4,0,0,0,0,9547143,8,391537318,391890687,391537318,0,0,23,0
1781822985,402129061,0,0,0,0,402129061,392890695,4,0,0,0,0,9547143,8,392537035,392890687,392537035,0,0,23,0
1781822986,402129067,0,0,0,0,402129067,392890703,4,0,0,0,0,9547149,8,392537035,392890695,392537035,0,0,23,0
1781822988,403129006,0,0,0,0,403129006,393890703,4,0,0,0,0,9547149,8,393536752,393890695,393536752,0,0,23,0
1781822989,403129012,0,0,0,0,403129012,393890711,4,0,0,0,0,9547155,8,393536752,393890703,393536752,0,0,23,0
1781822993,404128925,0,0,0,0,404128925,394890711,4,0,0,0,0,9547155,8,394536456,394890703,394536456,0,0,23,0
1781822994,404128931,0,0,0,0,404128931,394890719,4,0,0,0,0,9547161,8,394536456,394890711,394536456,0,0,23,0
1781822997,405128845,0,0,0,0,405128845,395890719,4,0,0,0,0,9547161,8,395536161,395890711,395536161,0,0,23,0
1781822998,405128851,0,0,0,0,405128851,395890727,4,0,0,0,0,9547167,8,395536161,395890719,395536161,0,0,23,0
1781823001,406128770,0,0,0,0,406128770,396890727,4,0,0,0,0,9547167,8,396535871,396890719,396535871,0,0,23,0
1781823002,406128776,0,0,0,0,406128776,396890735,4,0,0,0,0,9547173,8,396535871,396890727,396535871,0,0,23,0
1781823005,407128685,0,0,0,0,407128685,397890735,4,0,0,0,0,9547173,8,397535571,397890727,397535571,0,0,23,0
1781823006,407128691,0,0,0,0,407128691,397890743,4,0,0,0,0,9547179,8,397535571,397890735,397535571,0,0,23,0
1781823010,408128633,0,0,0,0,408128633,398890743,4,0,0,0,0,9547179,8,398535304,398890735,398535304,0,0,23,0
1781823011,408128639,0,0,0,0,408128639,398890751,4,0,0,0,0,9547185,8,398535304,398890743,398535304,0,0,23,0
1781823015,409128587,0,0,0,0,409128587,399890751,4,0,0,0,0,9547185,8,399535056,399890743,399535056,0,0,23,0
1781823016,409128593,0,0,0,0,409128593,399890759,4,0,0,0,0,9547191,8,399535056,399890751,399535056,0,0,23,0
1781823019,410128550,0,0,0,0,410128550,400890759,4,0,0,0,0,9547191,8,400534817,400890751,400534817,0,0,23,0
1781823020,410128556,0,0,0,0,410128556,400890767,4,0,0,0,0,9547197,8,400534817,400890759,400534817,0,0,23,0
1781823024,411128542,0,0,0,0,411128542,401890767,4,0,0,0,0,9547197,8,401534607,401890759,401534607,0,0,23,0
1781823025,411128548,0,0,0,0,411128548,401890775,4,0,0,0,0,9547203,8,401534607,401890767,401534607,0,0,23,0
1781823029,412128509,0,0,0,0,412128509,402890775,4,0,0,0,0,9547203,8,402534372,402890767,402534372,0,0,23,0
1781823030,412128515,0,0,0,0,412128515,402890783,4,0,0,0,0,9547209,8,402534372,402890775,402534372,0,0,23,0
1781823034,413128492,0,0,0,0,413128492,403890783,4,0,0,0,0,9547209,8,403534153,403890775,403534153,0,0,23,0
1781823035,413128498,0,0,0,0,413128498,403890791,4,0,0,0,0,9547215,8,403534153,403890783,403534153,0,0,23,0
1781823039,414128402,0,0,0,0,414128402,404890791,4,0,0,0,0,9547215,8,404533881,404890783,404533881,0,0,23,0
1781823040,414128408,0,0,0,0,414128408,404890799,4,0,0,0,0,9547221,8,404533881,404890791,404533881,0,0,23,0
1781823045,415128333,0,0,0,0,415128333,405890799,4,0,0,0,0,9547221,8,405533630,405890791,405533630,0,0,23,0
1781823046,415128339,0,0,0,0,415128339,405890807,4,0,0,0,0,9547227,8,405533630,405890799,405533630,0,0,23,0
1781823050,416128242,0,0,0,0,416128242,406890807,4,0,0,0,0,9547227,8,406533357,406890799,406533357,0,0,23,0
1781823051,416128248,0,0,0,0,416128248,406890815,4,0,0,0,0,9547233,8,406533357,406890807,406533357,0,0,23,0
1781823056,417128150,0,0,0,0,417128150,407890815,4,0,0,0,0,9547233,8,407533083,407890807,407533083,0,0,23,0
1781823057,417128156,0,0,0,0,417128156,407890823,4,0,0,0,0,9547239,8,407533083,407890815,407533083,0,0,23,0
1781823061,418128052,0,0,0,0,418128052,408890823,4,0,0,0,0,9547239,8,408532803,408890815,408532803,0,0,23,0
1781823062,418128058,0,0,0,0,418128058,408890831,4,0,0,0,0,9547245,8,408532803,408890823,408532803,0,0,23,0
1781823067,419127973,0,0,0,0,419127973,409890831,4,0,0,0,0,9547245,8,409532551,409890823,409532551,0,0,23,0
1781823068,419127979,0,0,0,0,419127979,409890839,4,0,0,0,0,9547251,8,409532551,409890831,409532551,0,0,23,0
1781823073,420127873,0,0,0,0,420127873,410890839,4,0,0,0,0,9547251,8,410532278,410890831,410532278,0,0,23,0
1781823074,420127879,0,0,0,0,420127879,410890847,4,0,0,0,0,9547257,8,410532278,410890839,410532278,0,0,23,0
1781823079,421127795,0,0,0,0,421127795,411890847,4,0,0,0,0,9547257,8,411532027,411890839,411532027,0,0,23,0
1781823080,421127801,0,0,0,0,421127801,411890855,4,0,0,0,0,9547263,8,411532027,411890847,411532027,0,0,23,0
1781823085,422127698,0,0,0,0,422127698,412890855,4,0,0,0,0,9547263,8,412531757,412890847,412531757,0,0,23,0
1781823086,422127704,0,0,0,0,422127704,412890863,4,0,0,0,0,9547269,8,412531757,412890855,412531757,0,0,23,0
1781823091,423127568,0,0,0,0,423127568,413890863,4,0,0,0,0,9547269,8,413531454,413890855,413531454,0,0,23,0
1781823092,423127574,0,0,0,0,423127574,413890871,4,0,0,0,0,9547275,8,413531454,413890863,413531454,0,0,23,0
1781823098,424127425,0,0,0,0,424127425,414890871,4,0,0,0,0,9547275,8,414531146,414890863,414531146,0,0,23,0
1781823099,424127431,0,0,0,0,424127431,414890879,4,0,0,0,0,9547281,8,414531146,414890871,414531146,0,0,23,0
1781823104,425127185,0,0,0,0,425127185,415890879,4,0,0,0,0,9547281,8,415530741,415890871,415530741,0,0,23,0
1781823105,425127191,0,0,0,0,425127191,415890887,4,0,0,0,0,9547287,8,415530741,415890879,415530741,0,0,23,0
1781823111,426127025,0,0,0,0,426127025,416890887,4,0,0,0,0,9547287,8,416530416,416890879,416530416,0,0,23,0
1781823112,426127031,0,0,0,0,426127031,416890895,4,0,0,0,0,9547293,8,416530416,416890887,416530416,0,0,23,0
1781823118,427126878,0,0,0,0,427126878,417890895,4,0,0,0,0,9547293,8,417530104,417890887,417530104,0,0,23,0
1781823119,427126884,0,0,0,0,427126884,417890903,4,0,0,0,0,9547299,8,417530104,417890895,417530104,0,0,23,0
1781823124,428126697,0,0,0,0,428126697,418890903,4,0,0,0,0,9547299,8,418529758,418890895,418529758,0,0,23,0
1781823125,428126703,0,0,0,0,428126703,418890911,4,0,0,0,0,9547305,8,418529758,418890903,418529758,0,0,23,0
1781823131,429126615,0,0,0,0,429126615,419890911,4,0,0,0,0,9547305,8,419529518,419890903,419529518,0,0,23,0
1781823132,429126621,0,0,0,0,429126621,419890919,4,0,0,0,0,9547311,8,419529518,419890911,419529518,0,0,23,0
1781823139,430126506,0,0,0,0,430126506,420890919,4,0,0,0,0,9547311,8,420529251,420890911,420529251,0,0,23,0
1781823140,430126512,0,0,0,0,430126512,420890927,4,0,0,0,0,9547317,8,420529251,420890919,420529251,0,0,23,0
1781823146,431126377,0,0,0,0,431126377,421890927,4,0,0,0,0,9547317,8,421528964,421890919,421528964,0,0,23,0
1781823147,431126383,0,0,0,0,431126383,421890935,4,0,0,0,0,9547323,8,421528964,421890927,421528964,0,0,23,0
