timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,packet_count,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,packets_per_second,payload_mbps,estimated_wire_mbps
1781822974,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,3.278276353,305038.347,624.718535,785.778782
1781822978,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000041,388198.752,795.031043,999.999984
1781822982,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000050,388198.750,795.031040,999.999981
1781822985,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000049,388198.750,795.031041,999.999981
1781822989,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000048,388198.751,795.031041,999.999981
1781822993,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000046,315656.561,833.333321,999.999985
1781822997,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000037,315656.562,833.333324,999.999988
1781823002,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.342541897,299173.512,789.818073,947.781688
1781823006,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000058,315656.560,833.333318,999.999982
1781823010,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000048,315656.561,833.333321,999.999985
1781823015,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000055,265957.443,859.574456,999.999985
1781823020,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000038,265957.444,859.574459,999.999990
1781823025,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000040,265957.444,859.574459,999.999989
1781823030,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000041,265957.444,859.574459,999.999989
1781823034,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000032,265957.445,859.574461,999.999991
1781823040,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000043,229779.409,878.676462,999.999990
1781823045,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000036,229779.410,878.676463,999.999992
1781823051,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000041,229779.410,878.676462,999.999991
1781823056,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.366407646,229021.219,875.777140,996.700343
1781823062,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000039,229779.410,878.676463,999.999991
1781823068,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000054,202265.370,893.203874,999.999989
1781823074,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000042,202265.370,893.203876,999.999992
1781823080,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944011700,202264.894,893.201770,999.997634
1781823086,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000043,202265.370,893.203876,999.999991
1781823092,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000038,202265.371,893.203877,999.999992
1781823098,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000031,180635.837,904.624272,999.999994
1781823105,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000032,180635.837,904.624272,999.999994
1781823111,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000051,180635.836,904.624269,999.999991
1781823118,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000049,180635.837,904.624269,999.999991
1781823125,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000055,180635.836,904.624268,999.999990
1781823132,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000047,163185.377,913.838113,999.999992
1781823139,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000037,163185.378,913.838115,999.999994
1781823146,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000038,163185.378,913.838114,999.999994
1781823153,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000056,163185.377,913.838112,999.999991
1781823161,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000033,163185.378,913.838115,999.999995
1781823168,192.168.1.12,55555,1234,9999,1000000,774,1000000,0,0,6.720000044,148809.523,921.428565,999.999993
1781823176,192.168.1.12,55555,1234,9999,1000000,774,1000000,0,0,6.720000044,148809.523,921.428565,999.999993
1781823184,192.168.1.12,55555,1234,9999,1000000,774,1000000,0,0,6.720000043,148809.523,921.428566,999.999994
1781823192,192.168.1.12,55555,1234,9999,1000000,774,1000000,0,0,6.720000033,148809.523,921.428567,999.999995
1781823200,192.168.1.12,55555,1234,9999,1000000,774,1000000,0,0,6.720000044,148809.523,921.428565,999.999993
1781823208,192.168.1.12,55555,1234,9999,1000000,848,1000000,0,0,7.312000041,136761.487,927.789929,999.999994
1781823216,192.168.1.12,55555,1234,9999,1000000,848,1000000,0,0,7.312000037,136761.487,927.789930,999.999995
1781823225,192.168.1.12,55555,1234,9999,1000000,848,1000000,0,0,7.312000052,136761.487,927.789928,999.999993
1781823233,192.168.1.12,55555,1234,9999,1000000,848,1000000,0,0,7.312000039,136761.487,927.789929,999.999995
1781823242,192.168.1.12,55555,1234,9999,1000000,848,1000000,0,0,7.312000057,136761.487,927.789927,999.999992
1781823251,192.168.1.12,55555,1234,9999,1000000,922,1000000,0,0,7.904000035,126518.218,933.198376,999.999996
1781823260,192.168.1.12,55555,1234,9999,1000000,922,1000000,0,0,7.904000048,126518.218,933.198375,999.999994
1781823269,192.168.1.12,55555,1234,9999,1000000,922,1000000,0,0,7.904000046,126518.218,933.198375,999.999994
1781823277,192.168.1.12,55555,1234,9999,1000000,922,1000000,0,0,7.904000033,126518.218,933.198377,999.999996
1781823286,192.168.1.12,55555,1234,9999,1000000,922,1000000,0,0,7.904000044,126518.218,933.198375,999.999994
1781823296,192.168.1.12,55555,1234,9999,1000000,996,1000000,0,0,8.496000038,117702.448,937.853103,999.999996
1781823306,192.168.1.12,55555,1234,9999,1000000,996,1000000,0,0,8.496000031,117702.448,937.853104,999.999996
1781823315,192.168.1.12,55555,1234,9999,1000000,996,1000000,0,0,8.496000033,117702.448,937.853104,999.999996
1781823325,192.168.1.12,55555,1234,9999,1000000,996,1000000,0,0,8.496000059,117702.447,937.853101,999.999993
1781823334,192.168.1.12,55555,1234,9999,1000000,996,1000000,0,0,8.496000048,117702.448,937.853102,999.999994
1781823344,192.168.1.12,55555,1234,9999,1000000,1070,1000000,0,0,9.088000048,110035.211,941.901403,999.999995
1781823355,192.168.1.12,55555,1234,9999,1000000,1070,1000000,0,0,9.088000046,110035.211,941.901404,999.999995
1781823365,192.168.1.12,55555,1234,9999,1000000,1070,1000000,0,0,9.088000037,110035.211,941.901405,999.999996
1781823375,192.168.1.12,55555,1234,9999,1000000,1070,1000000,0,0,9.088000040,110035.211,941.901404,999.999996
1781823385,192.168.1.12,55555,1234,9999,1000000,1070,1000000,0,0,9.088000047,110035.211,941.901404,999.999995
1781823396,192.168.1.12,55555,1234,9999,1000000,1144,1000000,0,0,9.680000046,103305.785,945.454541,999.999995
1781823407,192.168.1.12,55555,1234,9999,1000000,1144,1000000,0,0,9.680000045,103305.785,945.454541,999.999995
1781823417,192.168.1.12,55555,1234,9999,1000000,1144,1000000,0,0,9.680000039,103305.785,945.454542,999.999996
1781823428,192.168.1.12,55555,1234,9999,1000000,1144,1000000,0,0,9.680000035,103305.785,945.454542,999.999996
1781823439,192.168.1.12,55555,1234,9999,1000000,1144,1000000,0,0,9.680000054,103305.785,945.454540,999.999994
1781823450,192.168.1.12,55555,1234,9999,1000000,1218,1000000,0,0,10.272000048,97352.024,948.598126,999.999995
1781823462,192.168.1.12,55555,1234,9999,1000000,1218,1000000,0,0,10.272000045,97352.024,948.598127,999.999996
1781823473,192.168.1.12,55555,1234,9999,1000000,1218,1000000,0,0,10.272000030,97352.025,948.598128,999.999997
1781823484,192.168.1.12,55555,1234,9999,1000000,1218,1000000,0,0,10.272000031,97352.025,948.598128,999.999997
1781823496,192.168.1.12,55555,1234,9999,1000000,1218,1000000,0,0,10.272000045,97352.024,948.598127,999.999996
1781823508,192.168.1.12,55555,1234,9999,1000000,1292,1000000,0,0,10.864000046,92047.128,951.399112,999.999996
1781823520,192.168.1.12,55555,1234,9999,1000000,1292,1000000,0,0,10.864000049,92047.128,951.399112,999.999995
1781823531,192.168.1.12,55555,1234,9999,1000000,1292,1000000,0,0,10.864000056,92047.128,951.399111,999.999995
1781823543,192.168.1.12,55555,1234,9999,1000000,1292,1000000,0,0,10.864000042,92047.128,951.399113,999.999996
1781823555,192.168.1.12,55555,1234,9999,1000000,1292,1000000,0,0,10.864000032,92047.128,951.399114,999.999997
1781823568,192.168.1.12,55555,1234,9999,1000000,1366,1000000,0,0,11.456000038,87290.503,953.910611,999.999997
1781823580,192.168.1.12,55555,1234,9999,1000000,1366,1000000,0,0,11.456000046,87290.502,953.910611,999.999996
1781823593,192.168.1.12,55555,1234,9999,1000000,1366,1000000,0,0,11.456000036,87290.503,953.910612,999.999997
1781823605,192.168.1.12,55555,1234,9999,1000000,1366,1000000,0,0,11.456000035,87290.503,953.910612,999.999997
1781823618,192.168.1.12,55555,1234,9999,1000000,1366,1000000,0,0,11.456000034,87290.503,953.910612,999.999997
1781823631,192.168.1.12,55555,1234,9999,1000000,1440,1000000,0,0,12.048000047,83001.328,956.175295,999.999996
1781823644,192.168.1.12,55555,1234,9999,1000000,1440,1000000,0,0,12.048000039,83001.328,956.175296,999.999997
1781823657,192.168.1.12,55555,1234,9999,1000000,1440,1000000,0,0,12.048000054,83001.328,956.175295,999.999996
1781823671,192.168.1.12,55555,1234,9999,1000000,1440,1000000,0,0,12.048000045,83001.328,956.175295,999.999996
1781823684,192.168.1.12,55555,1234,9999,1000000,1440,1000000,0,0,12.048000040,83001.328,956.175296,999.999997
