test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
loopback,256,5,760.968540000,76.166068279,957.155741800,95.802632973,371566.670000000,37190.463164266,795.031055901,388198.757763975,0.006220000,0.002641401
loopback,330,5,824.630271400,19.460610517,989.556325600,23.352732352,312359.951200000,7371.443608092,833.333333333,315656.565656566,0.008060000,0.001312631
loopback,404,5,859.574458800,0.000001789,999.999988800,0.000002280,265957.444000000,0.000707107,859.574468085,265957.446808511,0.003420000,0.001541752
loopback,478,5,878.096598000,1.296616440,999.340061400,1.475647446,229627.771600000,339.073211383,878.676470588,229779.411764706,0.009400000,0.001106797
loopback,552,5,893.203454600,0.000941721,999.999519600,0.001054083,202265.275000000,0.212985915,893.203883495,202265.372168285,0.010280000,0.002111161
loopback,626,5,904.624270000,0.000001871,999.999992000,0.000001871,180635.836600000,0.000547723,904.624277457,180635.838150289,0.018020000,0.003965728
loopback,700,5,913.838113800,0.000001304,999.999993200,0.000001643,163185.377600000,0.000547723,913.838120104,163185.378590078,0.010600000,0.002028546
loopback,774,5,921.428565600,0.000000894,999.999993600,0.000000894,148809.523000000,0.000000000,921.428571429,148809.523809524,0.007500000,0.001060660
loopback,848,5,927.789928600,0.000001140,999.999993800,0.000001304,136761.487000000,0.000000000,927.789934354,136761.487964989,0.012080000,0.000389872
loopback,922,5,933.198375600,0.000000894,999.999994800,0.000001095,126518.218000000,0.000000000,933.198380567,126518.218623482,0.013960000,0.000986408
loopback,996,5,937.853102800,0.000001304,999.999995000,0.000001414,117702.447800000,0.000447214,937.853107345,117702.448210923,0.012000000,0.002286919
loopback,1070,5,941.901404000,0.000000707,999.999995400,0.000000548,110035.211000000,0.000000000,941.901408451,110035.211267606,0.014240000,0.001703819
loopback,1144,5,945.454541200,0.000000837,999.999995200,0.000000837,103305.785000000,0.000000000,945.454545455,103305.785123967,0.009500000,0.001077033
loopback,1218,5,948.598127200,0.000000837,999.999996200,0.000000837,97352.024400000,0.000547723,948.598130841,97352.024922118,0.013540000,0.001463899
loopback,1292,5,951.399112400,0.000001140,999.999995800,0.000000837,92047.128000000,0.000000000,951.399116348,92047.128129602,0.013100000,0.000989949
loopback,1366,5,953.910611600,0.000000548,999.999996800,0.000000447,87290.502800000,0.000447214,953.910614525,87290.502793296,0.013520000,0.001015874
loopback,1440,5,956.175295400,0.000000548,999.999996400,0.000000548,83001.328000000,0.000000000,956.175298805,83001.328021248,0.014060000,0.000971082
