timestamp,test,payload_size,run,packets,returncode,command
1781824860,rtt,256,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781824861,rtt,256,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781824862,rtt,256,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781824863,rtt,256,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781824864,rtt,256,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781824866,rtt,330,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781824867,rtt,330,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781824868,rtt,330,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781824869,rtt,330,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781824870,rtt,330,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781824871,rtt,404,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781824872,rtt,404,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781824873,rtt,404,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781824874,rtt,404,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781824875,rtt,404,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781824877,rtt,478,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781824878,rtt,478,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781824879,rtt,478,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781824880,rtt,478,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781824881,rtt,478,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781824882,rtt,552,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781824883,rtt,552,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781824884,rtt,552,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781824885,rtt,552,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781824887,rtt,552,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781824888,rtt,626,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781824889,rtt,626,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781824890,rtt,626,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781824891,rtt,626,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781824892,rtt,626,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781824893,rtt,700,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
