timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,packet_count,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,packets_per_second,payload_mbps,estimated_wire_mbps
1781824960,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,3.487420741,286744.868,587.253490,738.654780
1781824966,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,4.759090982,210124.161,430.334282,541.279839
1781824971,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,3.475657281,287715.364,589.241066,741.154778
1781824975,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,3.483444048,287072.215,587.923897,739.498027
1781824981,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,4.684758402,213458.180,437.162352,549.868270
1781824986,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,4.129429324,242164.212,639.313521,767.176225
1781824991,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.510124674,284890.166,752.110037,902.532045
1781824997,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,4.803186636,208195.116,549.635107,659.562128
1781825002,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,4.816692881,207611.327,548.093903,657.712683
1781825007,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.519041165,284168.315,750.204353,900.245223
1781825012,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000090,265957.440,859.574448,999.999976
1781825017,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000039,265957.444,859.574459,999.999990
1781825022,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000058,265957.443,859.574455,999.999985
1781825026,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000073,265957.442,859.574451,999.999981
1781825032,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,4.851909507,206104.421,666.129489,774.952623
1781825038,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000074,229573.755,877.890040,999.104983
1781825043,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000068,229779.408,878.676457,999.999984
1781825049,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000062,229779.408,878.676458,999.999986
