test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
tx,256,5,795.228075000,0.099520057,1000.247813000,0.125177385,388294.958423133,48.593771836,795.031055901,388198.757763975,0.000000000,0.000000000
tx,330,5,833.456564800,0.076089249,1000.147877800,0.091307024,315703.244226909,28.821707277,833.333333333,315656.565656566,0.000000000,0.000000000
tx,404,5,859.679134400,0.072017203,1000.121765200,0.083782288,265989.831205300,22.282497917,859.574468085,265957.446808511,0.000000000,0.000000000
tx,478,5,878.768635200,0.030842636,1000.104890400,0.035101425,229803.513416116,8.065567606,878.676470588,229779.411764706,0.000000000,0.000000000
tx,552,5,893.290194000,0.017931345,1000.096630400,0.020075437,202284.917146202,4.060556422,893.203883495,202265.372168285,0.000000000,0.000000000
tx,626,5,904.677580000,0.036516411,1000.058922200,0.040366812,180646.481628719,7.291660613,904.624277457,180635.838150289,0.000000000,0.000000000
tx,700,5,913.918766800,0.047816181,1000.088250600,0.052324384,163199.779815341,8.538602881,913.838120104,163185.378590078,0.000000000,0.000000000
tx,774,5,921.501756600,0.039752074,1000.079425600,0.043141748,148821.343098802,6.419905855,921.428571429,148809.523809524,0.000000000,0.000000000
tx,848,5,927.849740200,0.042148626,1000.064460200,0.045428736,136770.303665313,6.212933045,927.789934354,136761.487964989,0.000000000,0.000000000
tx,922,5,933.250860800,0.046395300,1000.056237200,0.049716368,126525.333653744,6.290048455,933.198380567,126518.218623482,0.000000000,0.000000000
tx,996,5,937.914888200,0.045417572,1000.065875000,0.048427313,117710.201854192,5.700014889,937.853107345,117702.448210923,0.000000000,0.000000000
tx,1070,5,941.974992600,0.031948319,1000.078123000,0.033918869,110043.807541152,3.732264438,941.901408451,110035.211267606,0.000000000,0.000000000
tx,1144,5,945.504078200,0.039065803,1000.052390400,0.041319766,103311.197348065,4.268586971,945.454545455,103305.785123967,0.000000000,0.000000000
tx,1218,5,948.632244400,0.028268950,1000.035962000,0.029800577,97355.525891060,2.901156507,948.598130841,97352.024922118,0.000000000,0.000000000
tx,1292,5,951.430024600,0.020253554,1000.032487600,0.021288338,92050.118502241,1.959523674,951.399116348,92047.128129602,0.000000000,0.000000000
tx,1366,5,953.966882800,0.023084260,1000.058987200,0.024199438,87295.651803920,2.112401226,953.910614525,87290.502793296,0.000000000,0.000000000
tx,1440,5,956.225801000,0.026709010,1000.052817000,0.027933022,83005.711908668,2.318476388,956.175298805,83001.328021248,0.000000000,0.000000000
