timestamp,test,payload_size,run,packets,returncode,command
1782428038,rtt,256,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782428039,rtt,256,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782428040,rtt,256,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782428041,rtt,256,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782428043,rtt,256,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782428044,rtt,256,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782428045,rtt,256,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782428046,rtt,256,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782428047,rtt,256,9,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782428048,rtt,256,10,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782428049,rtt,320,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782428050,rtt,320,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782428051,rtt,320,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782428052,rtt,320,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782428053,rtt,320,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782428054,rtt,320,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782428055,rtt,320,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782428056,rtt,320,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782428057,rtt,320,9,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782428058,rtt,320,10,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782428059,rtt,384,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782428060,rtt,384,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782428061,rtt,384,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782428062,rtt,384,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782428063,rtt,384,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782428064,rtt,384,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782428065,rtt,384,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782428066,rtt,384,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782428068,rtt,384,9,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782428069,rtt,384,10,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782428070,rtt,448,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782428071,rtt,448,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782428072,rtt,448,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782428073,rtt,448,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782428074,rtt,448,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782428075,rtt,448,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782428076,rtt,448,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782428077,rtt,448,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782428078,rtt,448,9,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782428079,rtt,448,10,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782428080,rtt,512,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782428081,rtt,512,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782428082,rtt,512,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
