test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
tx,256,10,796.956779900,0.853215192,1002.422199800,1.073184710,389139.052653380,416.608954457,795.031055901,388198.757763975,0.000000000,0.000000000
tx,320,10,830.385899600,0.835296402,1001.652991600,1.007576451,324369.492099447,326.287719800,829.015544041,323834.196891192,0.000000000,0.000000000
tx,384,10,854.755765200,0.737540392,1001.666912200,0.864305278,278240.808913719,240.084749153,853.333333333,277777.777777778,0.000000000,0.000000000
tx,448,10,872.820977700,0.589032304,1001.406210900,0.675809247,243532.638849264,164.350489079,871.595330739,243190.661478599,0.000000000,0.000000000
tx,512,10,886.886584200,0.787725014,1001.211808000,0.889267676,216525.044960084,192.315668637,885.813148789,216262.975778547,0.000000000,0.000000000
tx,576,10,898.059852900,0.366354836,1000.962544400,0.408333117,194891.461115763,79.504080495,897.196261682,194704.049844237,0.000000000,0.000000000
tx,640,10,907.309438800,0.563857683,1000.875724600,0.622005665,177208.874744441,110.128461777,906.515580737,177053.824362606,0.000000000,0.000000000
tx,704,10,914.926798500,0.545417352,1000.701186100,0.596550213,162451.491246424,96.842566023,914.285714286,162337.662337662,0.000000000,0.000000000
tx,768,10,921.578980800,0.435038410,1000.777174600,0.472424466,149996.578900930,70.807035383,920.863309353,149880.095923261,0.000000000,0.000000000
tx,832,10,927.379192300,0.362710905,1000.945330200,0.391483615,139329.806529168,54.493830717,926.503340757,139198.218262806,0.000000000,0.000000000
tx,896,10,931.878019800,0.397060490,1000.520820500,0.426308083,130005.304128209,55.393481903,931.392931393,129937.629937630,0.000000000,0.000000000
tx,960,10,936.217048400,0.279746649,1000.581970700,0.298979165,121903.261522522,36.425354928,935.672514620,121832.358674464,0.000000000,0.000000000
tx,1024,10,939.638048200,0.253046465,1000.200656800,0.269356060,114701.910189950,30.889459159,939.449541284,114678.899082569,0.000000000,0.000000000
tx,1088,10,943.279143600,0.312383626,1000.500121000,0.331333351,108373.063362623,35.889661333,942.807625650,108318.890814558,0.000000000,0.000000000
tx,1152,10,946.322397400,0.251283047,1000.538784700,0.265679615,102682.551805301,27.265964931,945.812807882,102627.257799672,0.000000000,0.000000000
tx,1216,10,948.867045500,0.222171739,1000.368052900,0.234230451,97539.786740997,22.838381156,948.517940718,97503.900156006,0.000000000,0.000000000
tx,1280,10,951.563574500,0.160319649,1000.628571200,0.168586154,92926.130321068,15.656219463,950.965824666,92867.756315007,0.000000000,0.000000000
tx,1344,10,953.571667500,0.277214293,1000.398847700,0.290827307,88687.841110000,25.782577343,953.191489362,88652.482269504,0.000000000,0.000000000
tx,1408,10,955.687700300,0.255852038,1000.485561300,0.267845265,84844.433619259,22.714136315,955.223880597,84803.256445047,0.000000000,0.000000000
tx,1472,10,957.418773000,0.203497503,1000.346517000,0.212621833,81302.545261763,17.280707886,957.087126138,81274.382314694,0.000000000,0.000000000
