timestamp,direction,payload_size,repeat,sent,received,lost,lost_pct,min_ms,avg_ms,max_ms,stddev_ms,returncode
1782514644,nic-to-corundum,256,1,1000.0,1000.0,0.0,0.0,0.041,0.053,0.081,0.002,0
1782514652,corundum-to-nic,256,1,1000.0,1000.0,0.0,0.0,0.025,0.048,0.089,0.002,0
1782514661,nic-to-corundum,256,2,1000.0,1000.0,0.0,0.0,0.043,0.053,0.062,0.001,0
1782514669,corundum-to-nic,256,2,1000.0,1000.0,0.0,0.0,0.028,0.048,0.126,0.003,0
1782514678,nic-to-corundum,256,3,1000.0,1000.0,0.0,0.0,0.032,0.046,0.055,0.003,0
1782514686,corundum-to-nic,256,3,1000.0,1000.0,0.0,0.0,0.025,0.048,0.082,0.002,0
1782514695,nic-to-corundum,320,1,1000.0,1000.0,0.0,0.0,0.033,0.053,0.077,0.006,0
1782514703,corundum-to-nic,320,1,1000.0,1000.0,0.0,0.0,0.025,0.053,0.065,0.005,0
1782514712,nic-to-corundum,320,2,1000.0,1000.0,0.0,0.0,0.041,0.055,0.071,0.005,0
1782514720,corundum-to-nic,320,2,1000.0,1000.0,0.0,0.0,0.025,0.054,0.084,0.005,0
1782514729,nic-to-corundum,320,3,1000.0,999.0,1.0,0.1,0.024,0.051,0.774,0.023,0
1782514737,corundum-to-nic,320,3,1000.0,1000.0,0.0,0.0,0.028,0.054,0.067,0.004,0
1782514746,nic-to-corundum,384,1,1000.0,1000.0,0.0,0.0,0.049,0.062,0.071,0.003,0
1782514754,corundum-to-nic,384,1,1000.0,1000.0,0.0,0.0,0.044,0.061,0.073,0.002,0
1782514762,nic-to-corundum,384,2,1000.0,999.0,1.0,0.1,0.047,0.067,0.873,0.055,0
1782514771,corundum-to-nic,384,2,1000.0,1000.0,0.0,0.0,0.026,0.061,0.077,0.002,0
1782514779,nic-to-corundum,384,3,1000.0,1000.0,0.0,0.0,0.04,0.064,0.086,0.003,0
1782514788,corundum-to-nic,384,3,1000.0,1000.0,0.0,0.0,0.029,0.063,1.051,0.036,0
1782514796,nic-to-corundum,448,1,1000.0,1000.0,0.0,0.0,0.037,0.063,0.076,0.004,0
1782514805,corundum-to-nic,448,1,1000.0,1000.0,0.0,0.0,0.038,0.061,0.075,0.002,0
1782514813,nic-to-corundum,448,2,1000.0,1000.0,0.0,0.0,0.035,0.067,0.504,0.027,0
1782514822,corundum-to-nic,448,2,1000.0,1000.0,0.0,0.0,0.042,0.063,2.348,0.072,0
1782514830,nic-to-corundum,448,3,1000.0,1000.0,0.0,0.0,0.049,0.069,0.636,0.039,0
1782514838,corundum-to-nic,448,3,1000.0,1000.0,0.0,0.0,0.034,0.061,0.075,0.002,0
1782514847,nic-to-corundum,512,1,1000.0,1000.0,0.0,0.0,0.049,0.07,0.657,0.052,0
1782514855,corundum-to-nic,512,1,1000.0,1000.0,0.0,0.0,0.035,0.063,0.819,0.026,0
1782514864,nic-to-corundum,512,2,1000.0,1000.0,0.0,0.0,0.027,0.06,0.301,0.013,0
1782514872,corundum-to-nic,512,2,1000.0,1000.0,0.0,0.0,0.032,0.061,0.173,0.004,0
1782514880,nic-to-corundum,512,3,1000.0,1000.0,0.0,0.0,0.026,0.06,0.413,0.015,0
1782514889,corundum-to-nic,512,3,1000.0,1000.0,0.0,0.0,0.039,0.06,0.077,0.004,0
1782514897,nic-to-corundum,576,1,1000.0,1000.0,0.0,0.0,0.034,0.059,0.292,0.011,0
1782514906,corundum-to-nic,576,1,1000.0,1000.0,0.0,0.0,0.038,0.062,0.179,0.004,0
1782514914,nic-to-corundum,576,2,1000.0,1000.0,0.0,0.0,0.036,0.064,0.373,0.018,0
1782514923,corundum-to-nic,576,2,1000.0,1000.0,0.0,0.0,0.025,0.062,0.088,0.002,0
1782514931,nic-to-corundum,576,3,1000.0,1000.0,0.0,0.0,0.045,0.083,1.114,0.13,0
1782514939,corundum-to-nic,576,3,1000.0,1000.0,0.0,0.0,0.035,0.062,0.077,0.002,0
1782514948,nic-to-corundum,640,1,1000.0,1000.0,0.0,0.0,0.036,0.074,0.773,0.067,0
1782514956,corundum-to-nic,640,1,1000.0,1000.0,0.0,0.0,0.042,0.062,0.07,0.002,0
1782514965,nic-to-corundum,640,2,1000.0,1000.0,0.0,0.0,0.033,0.061,0.088,0.005,0
1782514973,corundum-to-nic,640,2,1000.0,1000.0,0.0,0.0,0.03,0.062,0.085,0.002,0
1782514982,nic-to-corundum,640,3,1000.0,1000.0,0.0,0.0,0.055,0.068,0.088,0.001,0
1782514990,corundum-to-nic,640,3,1000.0,1000.0,0.0,0.0,0.031,0.062,0.075,0.002,0
1782514998,nic-to-corundum,704,1,1000.0,1000.0,0.0,0.0,0.042,0.071,0.118,0.003,0
1782515007,corundum-to-nic,704,1,1000.0,1000.0,0.0,0.0,0.043,0.062,0.075,0.002,0
1782515015,nic-to-corundum,704,2,1000.0,1000.0,0.0,0.0,0.035,0.064,0.07,0.004,0
1782515024,corundum-to-nic,704,2,1000.0,1000.0,0.0,0.0,0.036,0.062,0.074,0.002,0
1782515032,nic-to-corundum,704,3,1000.0,1000.0,0.0,0.0,0.036,0.069,0.124,0.006,0
1782515040,corundum-to-nic,704,3,1000.0,1000.0,0.0,0.0,0.042,0.061,0.082,0.003,0
1782515049,nic-to-corundum,768,1,1000.0,1000.0,0.0,0.0,0.048,0.069,0.086,0.004,0
1782515057,corundum-to-nic,768,1,1000.0,1000.0,0.0,0.0,0.037,0.062,0.094,0.002,0
1782515066,nic-to-corundum,768,2,1000.0,1000.0,0.0,0.0,0.036,0.062,0.079,0.005,0
1782515074,corundum-to-nic,768,2,1000.0,1000.0,0.0,0.0,0.032,0.061,0.072,0.003,0
1782515082,nic-to-corundum,768,3,1000.0,1000.0,0.0,0.0,0.043,0.065,0.132,0.007,0
1782515091,corundum-to-nic,768,3,1000.0,1000.0,0.0,0.0,0.029,0.062,0.172,0.005,0
1782515099,nic-to-corundum,832,1,1000.0,1000.0,0.0,0.0,0.029,0.057,0.132,0.008,0
1782515108,corundum-to-nic,832,1,1000.0,1000.0,0.0,0.0,0.035,0.062,0.068,0.002,0
1782515116,nic-to-corundum,832,2,1000.0,1000.0,0.0,0.0,0.035,0.072,0.157,0.004,0
1782515124,corundum-to-nic,832,2,1000.0,1000.0,0.0,0.0,0.035,0.062,0.097,0.002,0
1782515133,nic-to-corundum,832,3,1000.0,1000.0,0.0,0.0,0.047,0.072,0.082,0.002,0
1782515141,corundum-to-nic,832,3,1000.0,1000.0,0.0,0.0,0.03,0.062,0.068,0.002,0
1782515150,nic-to-corundum,896,1,1000.0,1000.0,0.0,0.0,0.046,0.064,0.085,0.005,0
1782515158,corundum-to-nic,896,1,1000.0,1000.0,0.0,0.0,0.044,0.062,0.07,0.001,0
1782515167,nic-to-corundum,896,2,1000.0,1000.0,0.0,0.0,0.05,0.074,0.08,0.003,0
1782515175,corundum-to-nic,896,2,1000.0,1000.0,0.0,0.0,0.037,0.062,0.074,0.002,0
1782515183,nic-to-corundum,896,3,1000.0,1000.0,0.0,0.0,0.05,0.074,0.087,0.003,0
1782515192,corundum-to-nic,896,3,1000.0,1000.0,0.0,0.0,0.038,0.062,0.069,0.002,0
1782515200,nic-to-corundum,960,1,1000.0,1000.0,0.0,0.0,0.052,0.077,0.088,0.003,0
1782515209,corundum-to-nic,960,1,1000.0,1000.0,0.0,0.0,0.045,0.063,0.069,0.002,0
1782515217,nic-to-corundum,960,2,1000.0,1000.0,0.0,0.0,0.041,0.065,0.088,0.005,0
1782515225,corundum-to-nic,960,2,1000.0,1000.0,0.0,0.0,0.035,0.062,0.069,0.002,0
1782515234,nic-to-corundum,960,3,1000.0,1000.0,0.0,0.0,0.047,0.064,0.095,0.005,0
1782515242,corundum-to-nic,960,3,1000.0,1000.0,0.0,0.0,0.043,0.063,0.077,0.002,0
1782515251,nic-to-corundum,1024,1,1000.0,1000.0,0.0,0.0,0.049,0.065,0.088,0.004,0
1782515259,corundum-to-nic,1024,1,1000.0,1000.0,0.0,0.0,0.038,0.062,0.071,0.002,0
1782515267,nic-to-corundum,1024,2,1000.0,1000.0,0.0,0.0,0.056,0.079,0.102,0.002,0
1782515276,corundum-to-nic,1024,2,1000.0,1000.0,0.0,0.0,0.046,0.063,0.07,0.001,0
1782515284,nic-to-corundum,1024,3,1000.0,1000.0,0.0,0.0,0.033,0.061,0.09,0.005,0
1782515293,corundum-to-nic,1024,3,1000.0,1000.0,0.0,0.0,0.035,0.063,0.074,0.002,0
1782515301,nic-to-corundum,1088,1,1000.0,1000.0,0.0,0.0,0.04,0.093,1.864,0.239,0
1782515309,corundum-to-nic,1088,1,1000.0,1000.0,0.0,0.0,0.038,0.063,0.077,0.002,0
1782515318,nic-to-corundum,1088,2,1000.0,1000.0,0.0,0.0,0.031,0.153,36.61,1.529,0
1782515326,corundum-to-nic,1088,2,1000.0,1000.0,0.0,0.0,0.042,0.063,0.075,0.001,0
1782515335,nic-to-corundum,1088,3,1000.0,1000.0,0.0,0.0,0.044,0.071,0.093,0.009,0
1782515343,corundum-to-nic,1088,3,1000.0,1000.0,0.0,0.0,0.044,0.063,0.086,0.002,0
1782515351,nic-to-corundum,1152,1,1000.0,1000.0,0.0,0.0,0.044,0.064,0.101,0.005,0
1782515360,corundum-to-nic,1152,1,1000.0,1000.0,0.0,0.0,0.038,0.063,0.068,0.002,0
1782515368,nic-to-corundum,1152,2,1000.0,1000.0,0.0,0.0,0.059,0.081,0.101,0.003,0
1782515377,corundum-to-nic,1152,2,1000.0,1000.0,0.0,0.0,0.031,0.063,0.075,0.002,0
1782515385,nic-to-corundum,1152,3,1000.0,1000.0,0.0,0.0,0.043,0.065,0.102,0.005,0
1782515394,corundum-to-nic,1152,3,1000.0,1000.0,0.0,0.0,0.043,0.063,0.073,0.002,0
1782515402,nic-to-corundum,1216,1,1000.0,1000.0,0.0,0.0,0.032,0.06,0.097,0.007,0
