direction,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,pps_mean,pps_std,lost_pct_mean,lost_pct_std,lost_packets_mean,lost_packets_std,theoretical_goodput_mbps,theoretical_pps
corundum-to-nic,256,3,3295.293666692,417.321576314,3749004.227967892,1544.850763484,57.079812860,5.451880326,11134817.000000000,1067299.364364094,7950.310559006,3881987.577639752
corundum-to-nic,320,3,5054.335432314,410.563222050,3199005.846807137,68076.694877232,38.327769868,3.902251918,6212821.000000000,638871.057859878,8290.155440415,3238341.968911917
corundum-to-nic,384,3,5639.314231680,530.601583593,2744074.781663282,59561.895809485,33.014425227,7.451823695,4590691.333333333,1029425.144791662,8533.333333333,2777777.777777778
corundum-to-nic,448,3,6726.109787413,381.638348070,2431704.184613805,480.617802585,22.822983443,4.392154217,2775452.333333333,534387.386832187,8715.953307393,2431906.614785992
corundum-to-nic,512,3,7458.138665154,69.894890118,2162559.817029437,85.496519371,15.801899543,0.785978895,1708914.000000000,84915.177801145,8858.131487889,2162629.757785467
corundum-to-nic,576,3,8307.910795567,364.914157117,1946268.925339611,1376.742968820,7.366585745,4.004919592,716807.333333333,389184.824699439,8971.962616822,1947040.498442368
corundum-to-nic,640,3,8392.698089805,622.885631225,1750549.297801134,34602.247563407,6.428689500,5.163107650,570968.000000000,460247.905186976,9065.155807365,1770538.243626062
corundum-to-nic,704,3,8736.003149763,264.553700765,1622766.921426662,1294.139311017,4.415564767,2.819718437,358165.333333333,228402.679731069,9142.857142857,1623376.623376623
corundum-to-nic,768,3,8860.572189892,192.522812516,1496918.802720291,3711.880654387,3.661806692,1.857403005,273856.000000000,138144.252261902,9208.633093525,1498800.959232614
corundum-to-nic,832,3,8991.128713919,75.170062355,1391961.261011961,56.501856223,2.954888900,0.807684904,205665.000000000,56207.993034799,9265.033407572,1391982.182628062
corundum-to-nic,896,3,9105.597958719,0.014234070,1299912.775510719,943.823792671,2.277084683,0.070816376,148012.666666667,4713.325188583,9313.929313929,1299376.299376299
corundum-to-nic,960,3,9160.203180717,0.010496776,1218318.305092202,10.390245720,2.099904087,0.000786017,127924.666666667,50.342162581,9356.725146199,1218323.586744639
corundum-to-nic,1024,3,9208.526687413,0.044853842,1146790.018284911,11.956392895,1.979637726,0.000586925,113518.333333333,34.645827070,9394.495412844,1146788.990825688
corundum-to-nic,1088,3,9251.592084536,0.059825905,1082766.577076082,136.439729639,1.833624434,0.012126942,99276.000000000,668.545436003,9428.076256499,1083188.908145581
corundum-to-nic,1152,3,9290.212852959,0.011006470,1024952.578088013,2.101166791,1.648853667,0.000099654,84505.333333333,4.618802154,9458.128078818,1026272.577996716
corundum-to-nic,1216,3,9325.048101166,0.039570249,972997.609332355,3.842654044,1.481963963,0.000046609,72101.666666667,2.081665999,9485.179407176,975039.001560062
corundum-to-nic,1280,3,9356.591514096,0.013632509,926901.633262877,1526.354198736,1.420899741,0.162181881,65863.333333333,7632.002642382,9509.658246657,928677.563150074
corundum-to-nic,1344,3,9385.366987817,0.037198697,883768.890982083,733.777818015,1.230354802,0.082351477,54373.000000000,3685.804661129,9531.914893617,886524.822695035
corundum-to-nic,1408,3,9411.713129331,0.062710241,844366.552558031,83.118997142,1.043341781,0.009181972,44050.666666667,391.985118765,9552.238805970,848032.564450475
corundum-to-nic,1472,3,9435.766774753,0.039773350,808711.473880905,5.718179509,0.920046070,0.000283804,37204.666666667,11.930353445,9570.871261378,812743.823146944
nic-to-corundum,256,3,4472.970613808,97.827337585,3689531.631340452,195410.799725469,40.713895419,2.755323930,7527826.666666667,891637.457740720,7950.310559006,3881987.577639752
nic-to-corundum,320,3,5212.476796644,652.132649495,2977579.076760312,250031.751351592,31.128010433,11.593913932,4707535.666666667,2118020.810024381,8290.155440415,3238341.968911917
nic-to-corundum,384,3,6064.382613988,399.767060852,2711159.706204272,114464.596825540,27.007966655,7.280983349,3685643.666666667,1111197.395611749,8533.333333333,2777777.777777778
nic-to-corundum,448,3,7400.831977667,316.730124262,2287920.795546902,168653.439405287,9.386632664,8.307730931,1114843.333333333,980305.723725682,8715.953307393,2431906.614785992
nic-to-corundum,512,3,7458.586344013,882.510753114,2136274.282758929,37400.822925705,14.644822254,11.466545982,1576766.333333333,1236370.263751653,8858.131487889,2162629.757785467
nic-to-corundum,576,3,8603.363331238,629.177789321,1952680.008531034,5850.549986644,4.373898457,7.207369933,428181.666666667,705651.932182102,8971.962616822,1947040.498442368
nic-to-corundum,640,3,8857.347416094,267.535937059,1769719.600367798,1066.742487481,2.247026771,2.959167183,198861.000000000,261942.727558907,9065.155807365,1770538.243626062
nic-to-corundum,704,3,9141.384372938,2.338959632,1623358.505074336,15.405863079,0.014992432,0.025967653,1217.000000000,2107.905832811,9142.857142857,1623376.623376623
nic-to-corundum,768,3,9206.049239073,2.279062877,1498743.383208047,64.385521212,0.024214521,0.021305543,1814.666666667,1596.648155773,9208.633093525,1498800.959232614
nic-to-corundum,832,3,9148.195253011,202.187750659,1404394.714695202,21526.461916484,2.096646034,3.631497457,149840.666666667,259531.647706659,9265.033407572,1391982.182628062
nic-to-corundum,896,3,9313.828125140,0.012611656,1299362.182636726,1.759438616,0.000000000,0.000000000,0.000000000,0.000000000,9313.929313929,1299376.299376299
nic-to-corundum,960,3,9356.589360442,0.014108395,1218305.906307598,1.837030578,0.000000000,0.000000000,0.000000000,0.000000000,9356.725146199,1218323.586744639
nic-to-corundum,1024,3,9394.242857156,0.222238648,1146758.161273917,27.128741187,0.000000000,0.000000000,0.000000000,0.000000000,9394.495412844,1146788.990825688
nic-to-corundum,1088,3,9387.195818691,70.366139297,1082981.841616986,308.522701302,0.414702219,0.718285313,22450.000000000,38884.540629921,9428.076256499,1083188.908145581
nic-to-corundum,1152,3,9458.017587979,0.103266645,1026260.588973384,11.205148112,0.000000000,0.000000000,0.000000000,0.000000000,9458.128078818,1026272.577996716
nic-to-corundum,1216,3,9485.053790979,0.065128843,975026.155374358,6.685448347,0.000000000,0.000000000,0.000000000,0.000000000,9485.179407176,975039.001560062
nic-to-corundum,1280,3,9509.511072884,0.021457481,928663.190711296,2.095457107,0.000000000,0.000000000,0.000000000,0.000000000,9509.658246657,928677.563150074
