direction,payload_size,runs,avg_ms_mean,avg_ms_std,lost_pct_mean,lost_pct_std
corundum-to-nic,256,3,0.048000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,320,3,0.053666667,0.000577350,0.000000000,0.000000000
corundum-to-nic,384,3,0.061666667,0.001154701,0.000000000,0.000000000
corundum-to-nic,448,3,0.061666667,0.001154701,0.000000000,0.000000000
corundum-to-nic,512,3,0.061333333,0.001527525,0.000000000,0.000000000
corundum-to-nic,576,3,0.062000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,640,3,0.062000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,704,3,0.061666667,0.000577350,0.000000000,0.000000000
corundum-to-nic,768,3,0.061666667,0.000577350,0.000000000,0.000000000
corundum-to-nic,832,3,0.062000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,896,3,0.062000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,960,3,0.062666667,0.000577350,0.000000000,0.000000000
corundum-to-nic,1024,3,0.062666667,0.000577350,0.000000000,0.000000000
corundum-to-nic,1088,3,0.063000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1152,3,0.063000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1216,3,0.063000000,0.000000000,0.000000000,0.000000000
corundum-to-nic,1280,3,0.060000000,0.001000000,0.000000000,0.000000000
corundum-to-nic,1344,3,0.060333333,0.000577350,0.000000000,0.000000000
corundum-to-nic,1408,3,0.059666667,0.001527525,0.000000000,0.000000000
corundum-to-nic,1472,3,0.060666667,0.000577350,0.000000000,0.000000000
nic-to-corundum,256,3,0.050666667,0.004041452,0.000000000,0.000000000
nic-to-corundum,320,3,0.053000000,0.002000000,0.033333333,0.057735027
nic-to-corundum,384,3,0.064333333,0.002516611,0.033333333,0.057735027
nic-to-corundum,448,3,0.066333333,0.003055050,0.000000000,0.000000000
nic-to-corundum,512,3,0.063333333,0.005773503,0.000000000,0.000000000
nic-to-corundum,576,3,0.068666667,0.012662280,0.000000000,0.000000000
nic-to-corundum,640,3,0.067666667,0.006506407,0.000000000,0.000000000
nic-to-corundum,704,3,0.068000000,0.003605551,0.000000000,0.000000000
nic-to-corundum,768,3,0.065333333,0.003511885,0.000000000,0.000000000
nic-to-corundum,832,3,0.067000000,0.008660254,0.000000000,0.000000000
nic-to-corundum,896,3,0.070666667,0.005773503,0.000000000,0.000000000
nic-to-corundum,960,3,0.068666667,0.007234178,0.000000000,0.000000000
nic-to-corundum,1024,3,0.068333333,0.009451631,0.000000000,0.000000000
nic-to-corundum,1088,3,0.105666667,0.042442117,0.000000000,0.000000000
nic-to-corundum,1152,3,0.070000000,0.009539392,0.000000000,0.000000000
nic-to-corundum,1216,3,0.064000000,0.003605551,0.000000000,0.000000000
nic-to-corundum,1280,3,0.061333333,0.002516611,0.000000000,0.000000000
nic-to-corundum,1344,3,0.078333333,0.011547005,0.000000000,0.000000000
nic-to-corundum,1408,3,0.066333333,0.009073772,0.000000000,0.000000000
nic-to-corundum,1472,3,0.072333333,0.013051181,0.000000000,0.000000000
