timestamp,interface,mac,state,speed_mbps,duplex,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped
1781888649,nic0,c4:62:37:02:44:8f,up,10000,full,75937348,85620,0,0,75911724,85815,0,0
1781888652,nic0,c4:62:37:02:44:8f,up,10000,full,373919468,1085560,0,0,373911724,1085815,0,0
1781888653,nic0,c4:62:37:02:44:8f,up,10000,full,373920410,1085566,0,0,373912132,1085823,0,0
1781888655,nic0,c4:62:37:02:44:8f,up,10000,full,671888524,2085459,0,0,671912132,2085823,0,0
1781888656,nic0,c4:62:37:02:44:8f,up,10000,full,671889466,2085465,0,0,671912540,2085831,0,0
1781888659,nic0,c4:62:37:02:44:8f,up,10000,full,969871586,3085405,0,0,969912540,3085831,0,0
1781888660,nic0,c4:62:37:02:44:8f,up,10000,full,969872528,3085411,0,0,969912948,3085839,0,0
1781888663,nic0,c4:62:37:02:44:8f,up,10000,full,1267846304,4085323,0,0,1267912948,4085839,0,0
1781888664,nic0,c4:62:37:02:44:8f,up,10000,full,1267847246,4085329,0,0,1267913356,4085847,0,0
1781888666,nic0,c4:62:37:02:44:8f,up,10000,full,1565820128,5085238,0,0,1565913356,5085847,0,0
1781888667,nic0,c4:62:37:02:44:8f,up,10000,full,1565821070,5085244,0,0,1565913764,5085855,0,0
1781888670,nic0,c4:62:37:02:44:8f,up,10000,full,1937782010,6085139,0,0,1937913764,6085855,0,0
1781888671,nic0,c4:62:37:02:44:8f,up,10000,full,1937782952,6085145,0,0,1937914172,6085863,0,0
1781888675,nic0,c4:62:37:02:44:8f,up,10000,full,2309740172,7085030,0,0,2309914172,7085863,0,0
1781888676,nic0,c4:62:37:02:44:8f,up,10000,full,2309741114,7085036,0,0,2309914580,7085871,0,0
1781888679,nic0,c4:62:37:02:44:8f,up,10000,full,2681709494,8084951,0,0,2681914580,8085871,0,0
1781888680,nic0,c4:62:37:02:44:8f,up,10000,full,2681710436,8084957,0,0,2681914988,8085879,0,0
1781888683,nic0,c4:62:37:02:44:8f,up,10000,full,3053668772,9084845,0,0,3053914988,9085879,0,0
1781888684,nic0,c4:62:37:02:44:8f,up,10000,full,3053669714,9084851,0,0,3053915396,9085887,0,0
