timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,packet_count,payload_size,sent_packets,send_errors,drained_packets,elapsed_s,packets_per_second,payload_mbps,estimated_wire_mbps
1781888652,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000022,388198.754,795.031049,999.999991
1781888656,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000031,388198.753,795.031046,999.999988
1781888659,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000033,388198.753,795.031046,999.999987
1781888663,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000026,388198.754,795.031048,999.999990
1781888667,192.168.1.12,55555,1234,9999,1000000,256,1000000,0,0,2.576000037,388198.752,795.031044,999.999986
1781888671,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000031,315656.563,833.333325,999.999990
1781888675,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000038,315656.562,833.333323,999.999988
1781888679,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000022,315656.563,833.333328,999.999993
1781888684,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000036,315656.562,833.333324,999.999989
1781888688,192.168.1.12,55555,1234,9999,1000000,330,1000000,0,0,3.168000034,315656.562,833.333324,999.999989
1781888693,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000031,265957.445,859.574461,999.999992
1781888697,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000032,265957.445,859.574461,999.999991
1781888702,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000033,265957.444,859.574461,999.999991
1781888707,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000035,265957.444,859.574460,999.999991
1781888712,192.168.1.12,55555,1234,9999,1000000,404,1000000,0,0,3.760000025,265957.445,859.574462,999.999993
1781888717,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000038,229779.410,878.676463,999.999991
1781888723,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000036,229779.410,878.676463,999.999992
1781888728,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000039,229779.410,878.676463,999.999991
1781888734,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000032,229779.410,878.676464,999.999993
1781888739,192.168.1.12,55555,1234,9999,1000000,478,1000000,0,0,4.352000030,229779.410,878.676465,999.999993
1781888745,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000025,202265.371,893.203879,999.999995
1781888751,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000036,202265.371,893.203877,999.999993
1781888757,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000035,202265.371,893.203877,999.999993
1781888763,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000029,202265.371,893.203878,999.999994
1781888769,192.168.1.12,55555,1234,9999,1000000,552,1000000,0,0,4.944000020,202265.371,893.203880,999.999996
1781888776,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000023,180635.837,904.624274,999.999996
1781888782,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000021,180635.837,904.624274,999.999996
1781888789,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000036,180635.837,904.624272,999.999993
1781888795,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000023,180635.837,904.624274,999.999996
1781888802,192.168.1.12,55555,1234,9999,1000000,626,1000000,0,0,5.536000029,180635.837,904.624273,999.999995
1781888809,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000034,163185.378,913.838115,999.999994
1781888816,192.168.1.12,55555,1234,9999,1000000,700,1000000,0,0,6.128000038,163185.378,913.838114,999.999994
