test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
tx,256,5,795.181839200,0.135429475,1000.189657400,0.170344885,388272.382461814,66.127611397,795.031055901,388198.757763975,0.000000000,0.000000000
tx,330,5,833.404079000,0.052273052,1000.084894800,0.062728017,315683.363304748,19.800438662,833.333333333,315656.565656566,0.000000000,0.000000000
tx,404,5,859.685516800,0.095777841,1000.129190600,0.111424532,265991.805941533,29.634177597,859.574468085,265957.446808511,0.000000000,0.000000000
tx,478,5,878.798766200,0.032324662,1000.139181600,0.036788073,229811.392824530,8.453102053,878.676470588,229779.411764706,0.000000000,0.000000000
tx,552,5,893.285151800,0.052362957,1000.090985400,0.058623516,202283.775335271,11.857542208,893.203883495,202265.372168285,0.000000000,0.000000000
tx,626,5,904.702573600,0.062788468,1000.086551000,0.069408798,180651.472390871,12.537697945,904.624277457,180635.838150289,0.000000000,0.000000000
tx,700,5,913.897319600,0.053122805,1000.064781400,0.058131736,163195.949931653,9.486241453,913.838120104,163185.378590078,0.000000000,0.000000000
tx,774,5,921.497466400,0.047027514,1000.074769800,0.051037748,148820.650270311,7.594895867,921.428571429,148809.523809524,0.000000000,0.000000000
tx,848,5,927.838530200,0.045965070,1000.052377800,0.049542754,136768.651263420,6.775538928,927.789934354,136761.487964989,0.000000000,0.000000000
tx,922,5,933.250109400,0.033184482,1000.055431800,0.035559850,126525.231767795,4.498971883,933.198380567,126518.218623482,0.000000000,0.000000000
tx,996,5,937.882534600,0.022151711,1000.031377400,0.023619828,117706.141393388,2.780090629,937.853107345,117702.448210923,0.000000000,0.000000000
tx,1070,5,941.941191000,0.025637936,1000.042236600,0.027219243,110039.858773263,2.995067932,941.901408451,110035.211267606,0.000000000,0.000000000
tx,1144,5,945.488932800,0.030453023,1000.036371000,0.032209691,103309.542481709,3.327442743,945.454545455,103305.785123967,0.000000000,0.000000000
tx,1218,5,948.598926000,0.009204605,1000.000838200,0.009703383,97352.106526287,0.944654616,948.598130841,97352.024922118,0.000000000,0.000000000
tx,1292,5,951.425402800,0.027449736,1000.027629000,0.028851918,92049.671315560,2.655736397,951.399116348,92047.128129602,0.000000000,0.000000000
tx,1366,5,953.938404400,0.029682875,1000.029132400,0.031116893,87293.045787493,2.716213790,953.910614525,87290.502793296,0.000000000,0.000000000
tx,1440,5,956.238142200,0.007475410,1000.065723600,0.007817829,83006.783167987,0.648899676,956.175298805,83001.328021248,0.000000000,0.000000000
