test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
loopback,256,10,562.832008000,49.780665460,707.937135200,62.614743037,274820.316400000,24306.965678503,795.031055901,388198.757763975,0.000600000,0.000516398
loopback,320,10,726.032970000,13.085312731,875.777269800,15.784158469,283606.628800000,5111.450174431,829.015544041,323834.196891192,0.000000000,0.000000000
loopback,384,10,853.044519300,0.635561415,999.661545900,0.744798455,277683.762800000,206.888454249,853.333333333,277777.777777778,0.000000000,0.000000000
loopback,448,10,871.595170200,0.000031629,999.999815900,0.000036480,243190.616700000,0.008794569,871.595330739,243190.661478599,0.000000000,0.000000000
loopback,512,10,885.813022600,0.000029098,999.999857600,0.000032756,216262.945000000,0.007164728,885.813148789,216262.975778547,0.000000000,0.000000000
loopback,576,10,896.303838800,2.819344840,999.005320500,3.142395031,194510.381900000,611.836917976,897.196261682,194704.049844237,0.000000000,0.000000000
loopback,640,10,905.632292100,2.792499933,999.025622300,3.080476334,176881.307000000,545.409977114,906.515580737,177053.824362606,0.000000000,0.000000000
loopback,704,10,914.285599800,0.000012372,999.999874600,0.000013648,162337.642100000,0.002183270,914.285714286,162337.662337662,0.000000000,0.000000000
loopback,768,10,920.862463000,0.002370060,999.999081100,0.002573545,149879.958200000,0.385886800,920.863309353,149880.095923261,0.000000000,0.000000000
loopback,832,10,926.501303100,0.002909632,999.997800500,0.003140554,139197.912000000,0.436896123,926.503340757,139198.218262806,0.000000000,0.000000000
loopback,896,10,931.392733200,0.000380656,999.999787200,0.000408803,129937.602300000,0.053227082,931.392931393,129937.629937630,0.000000000,0.000000000
loopback,960,10,935.672445600,0.000013962,999.999926200,0.000014958,121832.349700000,0.001702939,935.672514620,121832.358674464,0.000000000,0.000000000
loopback,1024,10,939.449472500,0.000014042,999.999927000,0.000014742,114678.890800000,0.001686548,939.449541284,114678.899082569,0.000000000,0.000000000
loopback,1088,10,942.807547400,0.000010416,999.999917100,0.000011180,108318.881900000,0.001197219,942.807625650,108318.890814558,0.000000000,0.000000000
loopback,1152,10,945.812733300,0.000008367,999.999921100,0.000008698,102627.249600000,0.000966092,945.812807882,102627.257799672,0.000000000,0.000000000
loopback,1216,10,948.517579700,0.000938771,999.999619400,0.000989614,97503.863100000,0.096664885,948.517940718,97503.900156006,0.000000000,0.000000000
loopback,1280,9,950.965745667,0.000012470,999.999917111,0.000012937,92867.748777778,0.001092906,950.965824666,92867.756315007,0.000000000,0.000000000
loopback,1344,10,953.191430900,0.000011040,999.999938800,0.000011468,88652.476900000,0.000737865,953.191489362,88652.482269504,0.000000000,0.000000000
loopback,1408,10,955.223304100,0.001093392,999.999396600,0.001144903,84803.205100000,0.096972447,955.223880597,84803.256445047,0.000000000,0.000000000
loopback,1472,10,957.087069300,0.000011681,999.999940500,0.000012021,81274.377300000,0.000823273,957.087126138,81274.382314694,0.000000000,0.000000000
