timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,payload_size,sent,received,lost,min_ms,avg_ms,max_ms,stddev_ms
1782420118,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.092407000,0.096730824,1.838857000,0.057214201
1782420119,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.044648000,0.093633767,0.254223000,0.006285861
1782420120,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.092315000,0.093922605,0.175852000,0.003429308
1782420121,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.088370000,0.091234376,1.102670000,0.034057919
1782420122,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.088500000,0.089491044,0.101704000,0.000760947
1782420123,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.088278000,0.089577092,0.109019000,0.001030864
1782420125,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.088408000,0.089494997,0.183056000,0.003199699
1782420126,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.088426000,0.090037097,0.151093000,0.002689410
1782420127,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.091408000,0.093689631,0.232760000,0.004959265
1782420128,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.092426000,0.093904609,0.172259000,0.003697978
1782420129,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.095371000,0.097803871,0.213593000,0.004975271
1782420130,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.096500000,0.097950061,0.152963000,0.002601984
1782420131,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.045907000,0.097517571,0.132834000,0.003255899
1782420132,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.095371000,0.097409292,0.150982000,0.002265452
1782420133,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.096575000,0.098455214,0.211279000,0.006616502
1782420134,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.095352000,0.097023472,0.252816000,0.005532394
1782420136,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.095593000,0.097665927,0.184000000,0.003571663
1782420137,192.168.1.12,55555,1234,9999,320,1000,1000,0,0.096204000,0.097255104,0.123648000,0.001178775
