test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
tx,256,10,796.584842900,1.250706382,1001.954372600,1.573154039,388957.442762936,610.696462421,795.031055901,388198.757763975,0.000000000,0.000000000
tx,320,10,831.328347300,0.466300576,1002.789818800,0.562475225,324737.635625813,182.148699113,829.015544041,323834.196891192,0.000000000,0.000000000
tx,384,10,854.089768700,0.724980428,1000.886447500,0.849586368,278024.013204870,235.996231908,853.333333333,277777.777777778,0.000000000,0.000000000
tx,448,10,872.589165700,0.767479346,1001.140248100,0.880545922,243467.959160265,214.140523183,871.595330739,243190.661478599,0.000000000,0.000000000
tx,512,10,887.110149100,0.582185358,1001.464191600,0.657232440,216579.626233223,142.135091274,885.813148789,216262.975778547,0.000000000,0.000000000
tx,576,10,897.778035300,0.503349275,1000.648435100,0.561024552,194830.302804236,109.233779277,897.196261682,194704.049844237,0.000000000,0.000000000
tx,640,10,907.407637400,0.488521277,1000.984050200,0.538900044,177228.054190406,95.414326572,906.515580737,177053.824362606,0.000000000,0.000000000
tx,704,10,914.948305400,0.473927729,1000.724708900,0.518358406,162455.309916434,84.149085417,914.285714286,162337.662337662,0.000000000,0.000000000
tx,768,10,921.716303200,0.327822850,1000.926297900,0.355995179,150018.929557879,53.356592673,920.863309353,149880.095923261,0.000000000,0.000000000
tx,832,10,927.214584800,0.475600920,1000.767664700,0.513328800,139305.075825642,71.454469334,926.503340757,139198.218262806,0.000000000,0.000000000
tx,896,10,931.829011300,0.328913136,1000.468202000,0.353141160,129998.466985867,45.886308407,931.392931393,129937.629937630,0.000000000,0.000000000
tx,960,10,936.306463600,0.344531967,1000.677533100,0.368218748,121914.904116075,44.860948825,935.672514620,121832.358674464,0.000000000,0.000000000
tx,1024,10,939.991917500,0.372702334,1000.577334200,0.396724216,114745.107127215,45.495879325,939.449541284,114678.899082569,0.000000000,0.000000000
tx,1088,10,943.224751700,0.270526760,1000.442429700,0.286937584,108366.814302665,31.080753923,942.807625650,108318.890814558,0.000000000,0.000000000
tx,1152,10,946.244875000,0.313195213,1000.456820800,0.331138654,102674.140085031,33.983852535,945.812807882,102627.257799672,0.000000000,0.000000000
tx,1216,10,948.893917600,0.290321275,1000.396383600,0.306078735,97542.549105442,29.843872352,948.517940718,97503.900156006,0.000000000,0.000000000
tx,1280,10,951.336587500,0.231503672,1000.389880400,0.243440493,92903.963621818,22.607770236,950.965824666,92867.756315007,0.000000000,0.000000000
tx,1344,10,953.601102300,0.223121046,1000.429727900,0.234078186,88690.578707092,20.751594274,953.191489362,88652.482269504,0.000000000,0.000000000
tx,1408,10,955.623962300,0.215557780,1000.418835700,0.225662023,84838.775075898,19.136873488,955.223880597,84803.256445047,0.000000000,0.000000000
tx,1472,10,957.429441500,0.183386039,1000.357663700,0.191608600,81303.451206960,15.572877375,957.087126138,81274.382314694,0.000000000,0.000000000
