timestamp,test,payload_size,run,packets,returncode,command
1782420118,rtt,256,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782420119,rtt,256,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782420120,rtt,256,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782420121,rtt,256,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782420122,rtt,256,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782420123,rtt,256,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782420125,rtt,256,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782420126,rtt,256,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782420127,rtt,256,9,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782420128,rtt,256,10,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1782420129,rtt,320,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782420130,rtt,320,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782420131,rtt,320,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782420132,rtt,320,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782420133,rtt,320,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782420134,rtt,320,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782420136,rtt,320,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782420137,rtt,320,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782420138,rtt,320,9,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782420139,rtt,320,10,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 320 1234 9999 55555
1782420140,rtt,384,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782420141,rtt,384,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782420142,rtt,384,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782420143,rtt,384,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782420144,rtt,384,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782420146,rtt,384,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782420147,rtt,384,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782420148,rtt,384,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782420149,rtt,384,9,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782420150,rtt,384,10,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 384 1234 9999 55555
1782420151,rtt,448,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782420152,rtt,448,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782420153,rtt,448,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782420154,rtt,448,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782420155,rtt,448,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782420157,rtt,448,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782420158,rtt,448,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782420159,rtt,448,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782420160,rtt,448,9,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782420161,rtt,448,10,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 448 1234 9999 55555
1782420162,rtt,512,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782420163,rtt,512,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782420164,rtt,512,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782420166,rtt,512,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782420167,rtt,512,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782420168,rtt,512,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782420169,rtt,512,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782420170,rtt,512,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782420171,rtt,512,9,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782420172,rtt,512,10,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 512 1234 9999 55555
1782420173,rtt,576,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 576 1234 9999 55555
1782420174,rtt,576,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 576 1234 9999 55555
1782420176,rtt,576,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 576 1234 9999 55555
1782420177,rtt,576,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 576 1234 9999 55555
1782420178,rtt,576,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 576 1234 9999 55555
1782420179,rtt,576,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 576 1234 9999 55555
1782420180,rtt,576,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 576 1234 9999 55555
1782420181,rtt,576,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 576 1234 9999 55555
1782420182,rtt,576,9,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 576 1234 9999 55555
1782420183,rtt,576,10,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 576 1234 9999 55555
1782420185,rtt,640,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 640 1234 9999 55555
1782420186,rtt,640,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 640 1234 9999 55555
1782420187,rtt,640,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 640 1234 9999 55555
1782420188,rtt,640,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 640 1234 9999 55555
1782420189,rtt,640,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 640 1234 9999 55555
1782420190,rtt,640,6,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 640 1234 9999 55555
1782420191,rtt,640,7,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 640 1234 9999 55555
1782420192,rtt,640,8,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 640 1234 9999 55555
