timestamp,test,payload_size,run,packets,returncode,command
1781822770,rtt,256,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781822772,rtt,256,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781822775,rtt,256,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781822777,rtt,256,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781822779,rtt,256,5,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781822782,rtt,330,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781822784,rtt,330,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781822786,rtt,330,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781822789,rtt,330,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781822791,rtt,330,5,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781822793,rtt,404,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781822796,rtt,404,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781822798,rtt,404,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781822800,rtt,404,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781822803,rtt,404,5,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781822805,rtt,478,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781822807,rtt,478,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781822810,rtt,478,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781822812,rtt,478,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781822814,rtt,478,5,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781822817,rtt,552,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781822819,rtt,552,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781822821,rtt,552,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781822824,rtt,552,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781822826,rtt,552,5,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781822828,rtt,626,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781822831,rtt,626,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781822833,rtt,626,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781822836,rtt,626,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781822838,rtt,626,5,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781822840,rtt,700,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781822843,rtt,700,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781822845,rtt,700,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781822847,rtt,700,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781822850,rtt,700,5,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781822852,rtt,774,1,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781822855,rtt,774,2,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781822857,rtt,774,3,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781822859,rtt,774,4,1000,0,/home/luisfercrtez/Documents/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
