timestamp,interface,mac,state,speed_mbps,duplex,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped
1781822970,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,568262432956,398165079,0,35673,565296063135,388890908,0,0
1781822974,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,568546427276,399165059,0,35673,565594063135,389890908,0,0
1781822975,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,568546428134,399165065,0,35673,565594063543,389890916,0,0
1781822977,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,568830403426,400164978,0,35673,565892063543,390890916,0,0
1781822978,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,568830404284,400164984,0,35673,565892063951,390890924,0,0
1781822981,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,569114380996,401164902,0,35673,566190063951,391890924,0,0
1781822982,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,569114381854,401164908,0,35673,566190064359,391890932,0,0
1781822985,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,569398364530,402164847,0,35673,566488064359,392890932,0,0
1781822986,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,569398365388,402164853,0,35673,566488064767,392890940,0,0
1781822988,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,569682348064,403164792,0,35673,566786064767,393890940,0,0
1781822989,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,569682348922,403164798,0,35673,566786065175,393890948,0,0
1781822993,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,570040317776,404164711,0,35673,567158065175,394890948,0,0
1781822994,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,570040318634,404164717,0,35673,567158065583,394890956,0,0
1781822997,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,570398287846,405164631,0,35673,567530065583,395890956,0,0
1781822998,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,570398288704,405164637,0,35673,567530065991,395890964,0,0
1781823001,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,570756259706,406164556,0,35673,567902065991,396890964,0,0
1781823002,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,570756260564,406164562,0,35673,567902066399,396890972,0,0
1781823005,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,571114227986,407164471,0,35673,568274066399,397890972,0,0
1781823006,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,571114228844,407164477,0,35673,568274066807,397890980,0,0
1781823010,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,571472208080,408164419,0,35673,568646066807,398890980,0,0
1781823011,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,571472208938,408164425,0,35673,568646067215,398890988,0,0
1781823015,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,571904186474,409164373,0,35673,569092067215,399890988,0,0
1781823016,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,571904187332,409164379,0,35673,569092067623,399890996,0,0
1781823019,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,572336168756,410164336,0,35673,569538067623,400890996,0,0
1781823020,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,572336169614,410164342,0,35673,569538068031,400891004,0,0
1781823024,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,572768163566,411164328,0,35673,569984068031,401891004,0,0
1781823025,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,572768164424,411164334,0,35673,569984068439,401891012,0,0
1781823029,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,573200147576,412164295,0,35673,570430068439,402891012,0,0
1781823030,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,573200148434,412164301,0,35673,570430068847,402891020,0,0
1781823034,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,573632138498,413164278,0,35673,570876068847,403891020,0,0
1781823035,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,573632139356,413164284,0,35673,570876069255,403891028,0,0
1781823039,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,574138090780,414164188,0,35673,571396069255,404891028,0,0
1781823040,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,574138091638,414164194,0,35673,571396069663,404891036,0,0
1781823045,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,574644053688,415164119,0,35673,571916069663,405891036,0,0
1781823046,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,574644054546,415164125,0,35673,571916070071,405891044,0,0
1781823050,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,575150005464,416164028,0,35673,572436070071,406891044,0,0
1781823051,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,575150006322,416164034,0,35673,572436070479,406891052,0,0
1781823056,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,575655956734,417163936,0,35673,572956070479,407891052,0,0
1781823057,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,575655957592,417163942,0,35673,572956070887,407891060,0,0
1781823061,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,576161904968,418163838,0,35673,573476070887,408891060,0,0
1781823062,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,576161905826,418163844,0,35673,573476071295,408891068,0,0
1781823067,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,576741856526,419163759,0,35673,574070071295,409891068,0,0
1781823068,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,576741857384,419163765,0,35673,574070071703,409891076,0,0
1781823073,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,577321795904,420163659,0,35673,574664071703,410891076,0,0
1781823074,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,577321796762,420163665,0,35673,574664072111,410891084,0,0
1781823079,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,577901748042,421163581,0,35673,575258072111,411891084,0,0
1781823080,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,577901748900,421163587,0,35673,575258072519,411891092,0,0
1781823085,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,578481689160,422163484,0,35673,575852072519,412891092,0,0
1781823086,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,578481690018,422163490,0,35673,575852072927,412891100,0,0
1781823091,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,579061611138,423163354,0,35673,576446072927,413891100,0,0
1781823092,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,579061611996,423163360,0,35673,576446073335,413891108,0,0
1781823098,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,579715514550,424163211,0,35673,577114073335,414891108,0,0
1781823099,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,579715515408,424163217,0,35673,577114073743,414891116,0,0
1781823104,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,580369354524,425162971,0,35673,577782073743,415891116,0,0
1781823105,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,580369355382,425162977,0,35673,577782074151,415891124,0,0
1781823111,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,581023246818,426162811,0,35673,578450074151,416891124,0,0
1781823112,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,581023247676,426162817,0,35673,578450074559,416891132,0,0
1781823118,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,581677147614,427162664,0,35673,579118074559,417891132,0,0
1781823119,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,581677148472,427162670,0,35673,579118074967,417891140,0,0
1781823124,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,582331026174,428162483,0,35673,579786074967,418891140,0,0
1781823125,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,582331027032,428162489,0,35673,579786075375,418891148,0,0
1781823131,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,583058962968,429162401,0,35673,580528075375,419891148,0,0
1781823132,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,583058963826,429162407,0,35673,580528075783,419891156,0,0
1781823139,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,583786880106,430162292,0,35673,581270075783,420891156,0,0
1781823140,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,583786880964,430162298,0,35673,581270076191,420891164,0,0
1781823146,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,584514782684,431162163,0,35673,582012076191,421891164,0,0
1781823147,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,584514783542,431162169,0,35673,582012076599,421891172,0,0
1781823153,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,585242720934,432162083,0,35673,582754076599,422891172,0,0
1781823154,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,585242721792,432162089,0,35673,582754077007,422891180,0,0
1781823160,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,585970644624,433161983,0,35673,583496077007,423891180,0,0
1781823161,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,585970645482,433161989,0,35673,583496077415,423891188,0,0
1781823168,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,586772580520,434161908,0,35673,584312077415,424891188,0,0
1781823169,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,586772581378,434161914,0,35673,584312077823,424891196,0,0
1781823176,eth0,c8:a3:62:c9:95:7b,up,1000,unknown,587574513208,435161829,0,35673,585128077823,425891196,0,0
