timestamp,direction,payload_size,repeat,sent,received,lost,lost_pct,min_ms,avg_ms,max_ms,stddev_ms,returncode
1782440176,nic-to-corundum,256,1,1000.0,1000.0,0.0,0.0,0.03,0.047,0.071,0.003,0
1782440184,corundum-to-nic,256,1,1000.0,1000.0,0.0,0.0,0.025,0.047,0.061,0.003,0
1782440193,nic-to-corundum,320,1,1000.0,1000.0,0.0,0.0,0.033,0.052,0.069,0.006,0
1782440201,corundum-to-nic,320,1,1000.0,1000.0,0.0,0.0,0.025,0.054,0.078,0.005,0
1782440210,nic-to-corundum,384,1,1000.0,1000.0,0.0,0.0,0.034,0.06,0.075,0.005,0
1782440218,corundum-to-nic,384,1,1000.0,1000.0,0.0,0.0,0.034,0.061,0.087,0.002,0
1782440226,nic-to-corundum,448,1,1000.0,1000.0,0.0,0.0,0.026,0.06,0.502,0.033,0
1782440235,corundum-to-nic,448,1,1000.0,1000.0,0.0,0.0,0.033,0.06,0.067,0.004,0
1782440243,nic-to-corundum,512,1,1000.0,1000.0,0.0,0.0,0.032,0.059,0.075,0.006,0
1782440252,corundum-to-nic,512,1,1000.0,1000.0,0.0,0.0,0.032,0.059,0.105,0.005,0
1782440260,nic-to-corundum,576,1,1000.0,1000.0,0.0,0.0,0.032,0.06,0.077,0.006,0
1782440268,corundum-to-nic,576,1,1000.0,1000.0,0.0,0.0,0.027,0.062,0.074,0.002,0
1782440277,nic-to-corundum,640,1,1000.0,1000.0,0.0,0.0,0.028,0.063,0.077,0.004,0
1782440285,corundum-to-nic,640,1,1000.0,1000.0,0.0,0.0,0.028,0.062,0.081,0.002,0
1782440294,nic-to-corundum,704,1,1000.0,1000.0,0.0,0.0,0.039,0.063,0.085,0.005,0
1782440302,corundum-to-nic,704,1,1000.0,1000.0,0.0,0.0,0.035,0.062,0.083,0.002,0
1782440310,nic-to-corundum,768,1,1000.0,1000.0,0.0,0.0,0.033,0.058,0.079,0.006,0
1782440319,corundum-to-nic,768,1,1000.0,1000.0,0.0,0.0,0.037,0.062,0.093,0.002,0
1782440327,nic-to-corundum,832,1,1000.0,1000.0,0.0,0.0,0.039,0.064,0.078,0.004,0
1782440336,corundum-to-nic,832,1,1000.0,1000.0,0.0,0.0,0.044,0.062,0.089,0.002,0
1782440344,nic-to-corundum,896,1,1000.0,1000.0,0.0,0.0,0.044,0.065,0.073,0.003,0
1782440353,corundum-to-nic,896,1,1000.0,1000.0,0.0,0.0,0.03,0.063,0.08,0.002,0
1782440361,nic-to-corundum,960,1,1000.0,1000.0,0.0,0.0,0.047,0.065,0.077,0.004,0
1782440369,corundum-to-nic,960,1,1000.0,1000.0,0.0,0.0,0.034,0.063,0.181,0.007,0
1782440378,nic-to-corundum,1024,1,1000.0,1000.0,0.0,0.0,0.029,0.06,0.075,0.005,0
1782440386,corundum-to-nic,1024,1,1000.0,1000.0,0.0,0.0,0.038,0.063,0.086,0.002,0
1782440395,nic-to-corundum,1088,1,1000.0,1000.0,0.0,0.0,0.033,0.064,0.076,0.004,0
1782440403,corundum-to-nic,1088,1,1000.0,1000.0,0.0,0.0,0.045,0.063,0.084,0.002,0
1782440411,nic-to-corundum,1152,1,1000.0,1000.0,0.0,0.0,0.044,0.063,0.078,0.005,0
1782440420,corundum-to-nic,1152,1,1000.0,1000.0,0.0,0.0,0.05,0.063,0.081,0.001,0
1782440428,nic-to-corundum,1216,1,1000.0,1000.0,0.0,0.0,0.042,0.065,0.077,0.004,0
1782440437,corundum-to-nic,1216,1,1000.0,1000.0,0.0,0.0,0.042,0.063,0.086,0.003,0
1782440445,nic-to-corundum,1280,1,1000.0,1000.0,0.0,0.0,0.037,0.061,0.076,0.004,0
1782440453,corundum-to-nic,1280,1,1000.0,1000.0,0.0,0.0,0.041,0.06,0.075,0.003,0
1782440462,nic-to-corundum,1344,1,1000.0,1000.0,0.0,0.0,0.045,0.063,0.078,0.003,0
1782440470,corundum-to-nic,1344,1,1000.0,1000.0,0.0,0.0,0.04,0.059,0.068,0.003,0
1782440479,nic-to-corundum,1408,1,1000.0,1000.0,0.0,0.0,0.036,0.06,0.078,0.005,0
1782440487,corundum-to-nic,1408,1,1000.0,1000.0,0.0,0.0,0.035,0.06,0.079,0.003,0
1782440495,nic-to-corundum,1472,1,1000.0,1000.0,0.0,0.0,0.041,0.061,0.077,0.003,0
1782440504,corundum-to-nic,1472,1,1000.0,1000.0,0.0,0.0,0.038,0.06,0.082,0.004,0
