timestamp,direction,protocol,repeat,source_interface,destination_interface,duration_s,omit_s,streams,udp_bandwidth,socket_buffer,pacing_timer_us,payload_size,metrics_source,throughput_bps,elapsed_s,lost_percent,jitter_ms,packets,lost_packets,retransmits,cpu_host_percent,cpu_remote_percent,returncode
1782440184,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,6360248447,,100,256,server_json,2007097587.6868432,5.00018,0.0,0.0015057807677239026,4900317.0,0.0,0.0,126.56411490068122,0.0,0
1782440193,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,6360248447,,100,256,server_json,3191828562.8576055,5.00027,0.9373046355107207,0.00035458564351021824,7866706.0,73735.0,0.0,199.42198009850466,0.0,0
1782440201,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,6632124352,,100,320,server_json,3724594083.483993,5.00024,0.0,0.0006231575697619075,7274947.0,0.0,0.0,198.54376525393042,0.0,0
1782440210,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,6632124352,,100,320,server_json,3501696296.897755,5.000186,0.0,0.0009165846134834802,6839505.0,0.0,0.0,172.81428186745958,0.0,0
1782440218,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,6826666667,,100,384,server_json,977939589.1292832,5.000259,77.72298885353126,0.0057211946211066225,7145402.0,5553620.0,0.0,199.09685195988968,0.0,0
1782440226,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,6826666667,,100,384,server_json,4426583925.253383,5.000253,30.652231348164232,0.000794228460220522,10389795.0,3184704.0,0.0,177.11189625643956,0.0,0
1782440235,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,6972762646,,100,448,server_json,4994046765.53078,5.000264,4.8444264717751935,0.0004003575708544715,7322229.0,354720.0,0.0,197.9814487102494,0.0,0
1782440243,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,6972762646,,100,448,server_json,5599588844.842062,5.000234,0.0,0.0003407751431749175,7812292.0,0.0,0.0,196.5073926719401,0.0,0
1782440252,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7086505190,,100,512,server_json,5845465559.308258,5.000248,1.0229437272068689,0.0004491882806465492,7209683.0,73751.0,0.0,199.704453496817,0.0,0
1782440260,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7086505190,,100,512,server_json,6595487755.299583,5.000204,0.0,0.00042964435206331787,8051462.0,0.0,0.0,197.64651480654734,0.0,0
1782440268,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7177570093,,100,576,server_json,6490186805.848735,5.000261,3.390330625447542,0.0005447213378740484,7289820.0,247149.0,0.0,199.32675569355632,0.0,0
1782440277,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7177570093,,100,576,server_json,7177810496.641354,5.000228,0.0,0.00031456476235925486,7788778.0,0.0,0.0,198.266772720234,0.0,0
1782440285,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7252124646,,100,640,server_json,7251947670.45949,5.000235,0.0,0.0005597029362612568,7082313.0,0.0,0.0,195.3869867318835,0.0,0
1782440294,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7252124646,,100,640,server_json,7252014220.999873,5.000211,0.0,0.000327205115366088,7082344.0,0.0,0.0,180.76347216641057,0.0,0
1782440302,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7314285714,,100,704,server_json,7308111886.69657,5.000237,0.0822338913585578,0.000385052356458728,6493673.0,5340.0,0.0,181.38213832668595,0.0,0
1782440310,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7314285714,,100,704,server_json,7314132632.990674,5.000219,0.0,0.00048505566453037975,6493655.0,0.0,0.0,166.3710103902063,0.0,0
1782440319,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7366906475,,100,768,server_json,7645212534.456116,5.000201,6.312818222528326,0.0004426183259366175,6641186.0,419246.0,0.0,168.031254968586,0.0,0
1782440327,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7366906475,,100,768,server_json,7366889189.722684,5.000177,0.0,0.000550864542950973,5995402.0,0.0,0.0,199.419887257362,0.0,0
1782440336,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7412026726,,100,832,server_json,7411816657.373727,5.000212,0.0,0.001178976487896335,5568007.0,0.0,0.0,159.89153221284712,0.0,0
1782440344,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7412026726,,100,832,server_json,7411957515.265402,5.000196,0.0,0.0006779828551463828,5568095.0,0.0,0.0,142.60371554886115,0.0,0
1782440353,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7451143451,,100,896,server_json,5803513132.87225,5.000239,22.54627867898686,0.0006070343578456345,5226867.0,1178464.0,0.0,188.74854933628026,0.0,0
1782440361,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7451143451,,100,896,server_json,7450964005.054196,5.000202,0.0,0.0005776075905927664,5197590.0,0.0,0.0,147.91294148133537,0.0,0
1782440369,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7485380117,,100,960,server_json,6480272809.084037,5.00042,13.0134983966608,0.000993743957113262,4850502.0,631220.0,0.0,132.86700510282648,0.0,0
1782440378,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7485380117,,100,960,server_json,7485125752.296864,5.000187,0.0,0.0004639919158338113,4873311.0,0.0,0.0,124.37521088677155,0.0,0
1782440386,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7515596330,,100,1024,server_json,7270989097.753834,5.000254,3.399287414700571,0.0007052349322028877,4594257.0,156172.0,0.0,145.46151792383682,0.0,0
1782440395,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7515596330,,100,1024,server_json,7515550111.345212,5.000215,0.0,0.0010926376416103274,4587325.0,0.0,0.0,117.91713301872575,0.0,0
1782440403,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7542461005,,100,1088,server_json,7542229838.512914,5.000276,0.0,0.0006752298655070597,4332862.0,0.0,0.0,131.42570011485256,0.0,0
1782440411,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7542461005,,100,1088,server_json,7542334263.762597,5.000201,0.0,0.0008224817566174254,4332857.0,0.0,0.0,111.60247323549551,0.0,0
1782440420,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7566502463,,100,1152,server_json,6729857340.50472,5.000242,11.05601070633506,0.0003811898558684682,4105233.0,453875.0,0.0,188.24071492160869,0.0,0
1782440428,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7566502463,,100,1152,server_json,7566423262.08727,5.000136,0.0,0.00045920892995087917,4105160.0,0.0,0.0,111.47965327818056,0.0,0
1782440437,nic-to-corundum,udp,1,nic0,corundum0,5,2,1,7588143526,,100,1216,server_json,7588061437.961566,5.000231,0.0,0.0013049959864932543,3900294.0,0.0,0.0,120.6556741005959,0.0,0
1782440445,corundum-to-nic,udp,1,corundum0,nic0,5,2,1,7588143526,,100,1216,server_json,7588084087.995084,5.000143,0.0,0.0007611261589837504,3900237.0,0.0,0.0,101.376908434432,0.0,0
