direction,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,pps_mean,pps_std,lost_pct_mean,lost_pct_std,lost_packets_mean,lost_packets_std,theoretical_goodput_mbps,theoretical_pps
corundum-to-nic,256,1,2050.366204306,0.000000000,3750135.414811258,0.000000000,73.303487409,0.000000000,14306734.000000000,0.000000000,7950.310559006,3881987.577639752
corundum-to-nic,320,1,2742.241588246,0.000000000,3130422.887711705,0.000000000,65.781360575,0.000000000,10725862.000000000,0.000000000,8290.155440415,3238341.968911917
corundum-to-nic,384,1,3386.966732992,0.000000000,2778162.161340718,0.000000000,60.314475205,0.000000000,8379981.000000000,0.000000000,8533.333333333,2777777.777777778
corundum-to-nic,448,1,3584.988187741,0.000000000,2430542.442597234,0.000000000,58.845576835,0.000000000,7153356.000000000,0.000000000,8715.953307393,2431906.614785992
corundum-to-nic,512,1,3370.699873511,0.000000000,2157214.853756112,0.000000000,61.852442636,0.000000000,6674147.000000000,0.000000000,8858.131487889,2162629.757785467
corundum-to-nic,576,1,5045.446207075,0.000000000,1938784.099697603,0.000000000,43.524815231,0.000000000,4220412.000000000,0.000000000,8971.962616822,1947040.498442368
corundum-to-nic,640,1,5143.649964462,0.000000000,1711639.652262890,0.000000000,41.306621849,0.000000000,3681482.000000000,0.000000000,9065.155807365,1770538.243626062
corundum-to-nic,704,1,5998.607257970,0.000000000,1560800.074181199,0.000000000,31.759766298,0.000000000,2582069.000000000,0.000000000,9142.857142857,1623376.623376623
corundum-to-nic,768,1,6221.245196470,0.000000000,1485434.342262863,0.000000000,31.833240181,0.000000000,2364787.000000000,0.000000000,9208.633093525,1498800.959232614
corundum-to-nic,832,1,6396.309090684,0.000000000,1377202.724433639,0.000000000,30.222042053,0.000000000,2081496.000000000,0.000000000,9265.033407572,1391982.182628062
corundum-to-nic,896,1,7195.580537703,0.000000000,1283964.446979115,0.000000000,21.816532102,0.000000000,1400826.000000000,0.000000000,9313.929313929,1299376.299376299
corundum-to-nic,960,1,7802.309430476,0.000000000,1202072.867273111,0.000000000,15.485513836,0.000000000,930975.000000000,0.000000000,9356.725146199,1218323.586744639
corundum-to-nic,1024,1,8557.492557369,0.000000000,1130057.269462419,0.000000000,7.560791927,0.000000000,427285.000000000,0.000000000,9394.495412844,1146788.990825688
corundum-to-nic,1088,1,8986.007475898,0.000000000,1065964.309017369,0.000000000,3.148750176,0.000000000,167852.000000000,0.000000000,9428.076256499,1083188.908145581
corundum-to-nic,1152,1,8970.036839804,0.000000000,1009641.378320166,0.000000000,3.598316200,0.000000000,181681.000000000,0.000000000,9458.128078818,1026272.577996716
corundum-to-nic,1216,1,9325.159634375,0.000000000,960071.507509328,0.000000000,0.154353809,0.000000000,7410.000000000,0.000000000,9485.179407176,975039.001560062
corundum-to-nic,1280,1,9356.699580970,0.000000000,915197.688805944,0.000000000,0.159254702,0.000000000,7288.000000000,0.000000000,9509.658246657,928677.563150074
corundum-to-nic,1344,1,9384.740301153,0.000000000,874264.220765468,0.000000000,0.163281440,0.000000000,7138.000000000,0.000000000,9531.914893617,886524.822695035
corundum-to-nic,1408,1,9411.632953034,0.000000000,836959.673629373,0.000000000,0.168451737,0.000000000,7050.000000000,0.000000000,9552.238805970,848032.564450475
corundum-to-nic,1472,1,9435.836356241,0.000000000,802661.160945161,0.000000000,0.172463366,0.000000000,6922.000000000,0.000000000,9570.871261378,812743.823146944
nic-to-corundum,256,1,4417.072633850,0.000000000,3858780.835733343,0.000000000,44.107379019,0.000000000,8510592.000000000,0.000000000,7950.310559006,3881987.577639752
nic-to-corundum,320,1,5409.444168362,0.000000000,3209179.436159203,0.000000000,34.155625439,0.000000000,5481152.000000000,0.000000000,8290.155440415,3238341.968911917
nic-to-corundum,384,1,6391.363245138,0.000000000,2757656.188035798,0.000000000,24.554703421,0.000000000,3385920.000000000,0.000000000,8533.333333333,2777777.777777778
nic-to-corundum,448,1,8122.495947319,0.000000000,2430684.862032872,0.000000000,6.762022125,0.000000000,821882.000000000,0.000000000,8715.953307393,2431906.614785992
nic-to-corundum,512,1,8430.430865117,0.000000000,2162244.202721612,0.000000000,4.811368770,0.000000000,520219.000000000,0.000000000,8858.131487889,2162629.757785467
nic-to-corundum,576,1,8970.305869592,0.000000000,1946680.961282948,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,8971.962616822,1947040.498442368
nic-to-corundum,640,1,9028.587331162,0.000000000,1764914.228599346,0.000000000,0.086024888,0.000000000,7592.000000000,0.000000000,9065.155807365,1770538.243626062
nic-to-corundum,704,1,9139.436852456,0.000000000,1622769.327495659,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9142.857142857,1623376.623376623
nic-to-corundum,768,1,9201.970734528,0.000000000,1497716.590906319,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9208.633093525,1498800.959232614
nic-to-corundum,832,1,9264.617698923,0.000000000,1391919.726400723,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9265.033407572,1391982.182628062
nic-to-corundum,896,1,9313.011793790,0.000000000,1299388.682721153,0.000000000,0.010803973,0.000000000,702.000000000,0.000000000,9313.929313929,1299376.299376299
nic-to-corundum,960,1,9350.950005609,0.000000000,1217571.615313688,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9356.725146199,1218323.586744639
nic-to-corundum,1024,1,9392.545933841,0.000000000,1146551.217293889,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9394.495412844,1146788.990825688
nic-to-corundum,1088,1,9428.009780268,0.000000000,1083181.270710929,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9428.076256499,1083188.908145581
nic-to-corundum,1152,1,9454.369327092,0.000000000,1025864.727332067,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9458.128078818,1026272.577996716
nic-to-corundum,1216,1,9482.530562828,0.000000000,974766.710817007,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9485.179407176,975039.001560062
nic-to-corundum,1280,1,9504.255096539,0.000000000,928149.911771434,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9509.658246657,928677.563150074
nic-to-corundum,1344,1,9530.568857361,0.000000000,886399.633311095,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9531.914893617,886524.822695035
nic-to-corundum,1408,1,9552.290394127,0.000000000,848037.144364963,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9552.238805970,848032.564450475
nic-to-corundum,1472,1,9565.222159406,0.000000000,812264.110003906,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,9570.871261378,812743.823146944
