timestamp,direction,payload_size,repeat,sent,received,lost,lost_pct,min_ms,avg_ms,max_ms,stddev_ms,returncode
1782515890,nic-to-corundum,256,1,1000.0,1000.0,0.0,0.0,0.036,0.053,0.075,0.002,0
1782515906,corundum-to-nic,256,1,1000.0,1000.0,0.0,0.0,0.024,0.047,0.057,0.003,0
1782515921,nic-to-corundum,256,2,1000.0,1000.0,0.0,0.0,0.033,0.046,0.056,0.003,0
1782515937,corundum-to-nic,256,2,1000.0,1000.0,0.0,0.0,0.03,0.048,0.073,0.002,0
1782515952,nic-to-corundum,256,3,1000.0,1000.0,0.0,0.0,0.034,0.053,0.073,0.002,0
1782515968,corundum-to-nic,256,3,1000.0,1000.0,0.0,0.0,0.028,0.048,0.058,0.002,0
1782515983,nic-to-corundum,256,4,1000.0,1000.0,0.0,0.0,0.04,0.053,0.063,0.001,0
1782515999,corundum-to-nic,256,4,1000.0,1000.0,0.0,0.0,0.025,0.048,0.071,0.002,0
1782516014,nic-to-corundum,256,5,1000.0,1000.0,0.0,0.0,0.027,0.045,0.062,0.003,0
1782516030,corundum-to-nic,256,5,1000.0,1000.0,0.0,0.0,0.025,0.048,0.086,0.002,0
1782516045,nic-to-corundum,320,1,1000.0,1000.0,0.0,0.0,0.041,0.058,0.068,0.002,0
1782516061,corundum-to-nic,320,1,1000.0,1000.0,0.0,0.0,0.028,0.055,0.071,0.004,0
1782516076,nic-to-corundum,320,2,1000.0,999.0,1.0,0.1,0.026,0.054,0.82,0.024,0
1782516092,corundum-to-nic,320,2,1000.0,1000.0,0.0,0.0,0.027,0.057,2.341,0.072,0
1782516107,nic-to-corundum,320,3,1000.0,999.0,1.0,0.1,0.042,0.061,1.001,0.043,0
1782516122,corundum-to-nic,320,3,1000.0,1000.0,0.0,0.0,0.03,0.054,0.077,0.004,0
1782516138,nic-to-corundum,320,4,1000.0,1000.0,0.0,0.0,0.04,0.058,0.069,0.003,0
1782516153,corundum-to-nic,320,4,1000.0,1000.0,0.0,0.0,0.034,0.054,0.069,0.004,0
