timestamp,direction,payload_size,repeat,sent,received,lost,lost_pct,min_ms,avg_ms,max_ms,stddev_ms,returncode
1782441191,nic-to-corundum,256,1,1000.0,1000.0,0.0,0.0,0.025,0.046,0.107,0.004,0
1782441199,corundum-to-nic,256,1,1000.0,1000.0,0.0,0.0,0.025,0.048,0.066,0.002,0
1782441208,nic-to-corundum,320,1,1000.0,1000.0,0.0,0.0,0.03,0.053,0.071,0.006,0
1782441216,corundum-to-nic,320,1,1000.0,1000.0,0.0,0.0,0.031,0.055,0.693,0.02,0
1782441224,nic-to-corundum,384,1,1000.0,1000.0,0.0,0.0,0.032,0.061,0.077,0.005,0
1782441233,corundum-to-nic,384,1,1000.0,1000.0,0.0,0.0,0.037,0.061,0.066,0.002,0
1782441241,nic-to-corundum,448,1,1000.0,1000.0,0.0,0.0,0.043,0.063,0.077,0.004,0
1782441250,corundum-to-nic,448,1,1000.0,1000.0,0.0,0.0,0.026,0.061,0.079,0.002,0
1782441258,nic-to-corundum,512,1,1000.0,1000.0,0.0,0.0,0.035,0.061,0.083,0.005,0
1782441266,corundum-to-nic,512,1,1000.0,1000.0,0.0,0.0,0.041,0.062,0.204,0.004,0
1782441275,nic-to-corundum,576,1,1000.0,1000.0,0.0,0.0,0.035,0.065,0.079,0.003,0
1782441283,corundum-to-nic,576,1,1000.0,1000.0,0.0,0.0,0.04,0.062,0.073,0.002,0
1782441292,nic-to-corundum,640,1,1000.0,1000.0,0.0,0.0,0.04,0.064,0.085,0.004,0
1782441300,corundum-to-nic,640,1,1000.0,1000.0,0.0,0.0,0.035,0.06,0.079,0.003,0
1782441308,nic-to-corundum,704,1,1000.0,1000.0,0.0,0.0,0.034,0.059,0.084,0.007,0
1782441317,corundum-to-nic,704,1,1000.0,1000.0,0.0,0.0,0.038,0.062,0.078,0.002,0
1782441325,nic-to-corundum,768,1,1000.0,1000.0,0.0,0.0,0.028,0.06,0.078,0.006,0
1782441334,corundum-to-nic,768,1,1000.0,1000.0,0.0,0.0,0.032,0.062,0.072,0.002,0
1782441342,nic-to-corundum,832,1,1000.0,1000.0,0.0,0.0,0.029,0.061,0.079,0.006,0
1782441350,corundum-to-nic,832,1,1000.0,1000.0,0.0,0.0,0.03,0.062,0.16,0.004,0
1782441359,nic-to-corundum,896,1,1000.0,1000.0,0.0,0.0,0.035,0.06,0.076,0.006,0
1782441367,corundum-to-nic,896,1,1000.0,1000.0,0.0,0.0,0.041,0.063,0.082,0.002,0
1782441376,nic-to-corundum,960,1,1000.0,1000.0,0.0,0.0,0.043,0.064,0.079,0.004,0
1782441384,corundum-to-nic,960,1,1000.0,1000.0,0.0,0.0,0.037,0.063,0.084,0.002,0
1782441392,nic-to-corundum,1024,1,1000.0,1000.0,0.0,0.0,0.038,0.064,0.081,0.004,0
1782441401,corundum-to-nic,1024,1,1000.0,1000.0,0.0,0.0,0.044,0.063,0.076,0.001,0
1782441409,nic-to-corundum,1088,1,1000.0,1000.0,0.0,0.0,0.045,0.064,0.087,0.004,0
1782441418,corundum-to-nic,1088,1,1000.0,1000.0,0.0,0.0,0.036,0.063,0.089,0.002,0
1782441426,nic-to-corundum,1152,1,1000.0,1000.0,0.0,0.0,0.033,0.064,0.079,0.004,0
1782441434,corundum-to-nic,1152,1,1000.0,1000.0,0.0,0.0,0.046,0.063,0.076,0.002,0
1782441443,nic-to-corundum,1216,1,1000.0,1000.0,0.0,0.0,0.038,0.065,0.088,0.003,0
1782441451,corundum-to-nic,1216,1,1000.0,1000.0,0.0,0.0,0.052,0.063,0.087,0.001,0
1782441460,nic-to-corundum,1280,1,1000.0,1000.0,0.0,0.0,0.046,0.062,0.085,0.003,0
1782441468,corundum-to-nic,1280,1,1000.0,1000.0,0.0,0.0,0.041,0.06,0.071,0.002,0
1782441477,nic-to-corundum,1344,1,1000.0,1000.0,0.0,0.0,0.032,0.058,0.115,0.004,0
1782441485,corundum-to-nic,1344,1,1000.0,1000.0,0.0,0.0,0.045,0.059,0.087,0.004,0
1782441493,nic-to-corundum,1408,1,1000.0,1000.0,0.0,0.0,0.032,0.058,0.076,0.004,0
1782441502,corundum-to-nic,1408,1,1000.0,1000.0,0.0,0.0,0.045,0.06,0.074,0.003,0
1782441510,nic-to-corundum,1472,1,1000.0,1000.0,0.0,0.0,0.032,0.061,0.082,0.004,0
1782441519,corundum-to-nic,1472,1,1000.0,1000.0,0.0,0.0,0.037,0.059,0.07,0.004,0
