timestamp,test,payload_size,run,packets,returncode,command
1781802552,rtt,256,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781802553,rtt,256,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781802554,rtt,256,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781802556,rtt,256,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781802557,rtt,256,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 256 1234 9999 55555
1781802558,rtt,330,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781802559,rtt,330,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781802560,rtt,330,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781802561,rtt,330,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781802562,rtt,330,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 330 1234 9999 55555
1781802563,rtt,404,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781802564,rtt,404,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781802565,rtt,404,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781802567,rtt,404,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781802568,rtt,404,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 404 1234 9999 55555
1781802569,rtt,478,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781802570,rtt,478,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781802571,rtt,478,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781802572,rtt,478,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781802573,rtt,478,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 478 1234 9999 55555
1781802574,rtt,552,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781802575,rtt,552,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781802577,rtt,552,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781802578,rtt,552,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781802579,rtt,552,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 552 1234 9999 55555
1781802580,rtt,626,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781802581,rtt,626,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781802582,rtt,626,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781802583,rtt,626,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781802584,rtt,626,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 626 1234 9999 55555
1781802586,rtt,700,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781802587,rtt,700,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781802588,rtt,700,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781802589,rtt,700,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781802590,rtt,700,5,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 700 1234 9999 55555
1781802591,rtt,774,1,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781802592,rtt,774,2,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781802594,rtt,774,3,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
1781802595,rtt,774,4,1000,0,/root/etherbench/etherbench fpga-rtt 192.168.1.12 1000 774 1234 9999 55555
