timestamp,interface,mac,state,speed_mbps,duplex,rx_bytes,rx_packets,rx_errors,rx_dropped,tx_bytes,tx_packets,tx_errors,tx_dropped
1781802648,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,74732618,85600,0,0,75911494,85797,0,0
1781802649,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,103131482,185596,830,0,105711494,185797,0,0
1781802650,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,103132340,185602,830,0,105711902,185805,0,0
1781802650,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,131529216,285591,830,0,135511902,285805,0,0
1781802651,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,131530074,285597,830,0,135512310,285813,0,0
1781802652,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,159929222,385594,830,0,165312310,385813,0,0
1781802653,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,159930080,385600,830,0,165312718,385821,0,0
1781802653,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,188328092,485593,830,0,195112718,485821,0,0
1781802654,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,188328950,485599,830,0,195113126,485829,0,0
1781802655,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,216728098,585596,830,0,224913126,585829,0,0
1781802656,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,216728956,585602,830,0,224913534,585837,0,0
1781802656,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,252527166,685597,830,0,262113534,685837,0,0
1781802657,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,252528024,685603,830,0,262113942,685845,0,0
1781802657,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,288324086,785592,830,0,299313942,785845,0,0
1781802658,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,288324944,785598,830,0,299314350,785853,0,0
1781802659,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,324123154,885593,830,0,336514350,885853,0,0
1781802660,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,324124012,885599,830,0,336514758,885861,0,0
1781802660,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,359919358,985586,830,0,373714758,985861,0,0
1781802661,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,359920216,985592,830,0,373715166,985869,0,0
1781802662,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,395717352,1085584,830,0,410915166,1085869,0,0
1781802663,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,395718210,1085590,830,0,410915574,1085877,0,0
1781802663,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,427652082,1159511,830,0,443887908,1159806,0,0
1781802664,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,427652940,1159517,830,0,443888316,1159814,0,0
1781802665,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,470849916,1259510,830,0,488488316,1259814,0,0
1781802666,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,470850774,1259516,830,0,488488724,1259822,0,0
1781802666,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,507965622,1345430,830,0,526811720,1345748,0,0
1781802667,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,507966480,1345436,830,0,526812128,1345756,0,0
1781802668,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,539854560,1419251,830,0,559738078,1419581,0,0
1781802669,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,539855418,1419257,830,0,559738486,1419589,0,0
1781802669,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,572024298,1493722,830,0,592953444,1494062,0,0
1781802670,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,572025156,1493728,830,0,592953852,1494070,0,0
1781802670,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,590066080,1529382,830,0,611499132,1529734,0,0
1781802671,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,590066938,1529388,830,0,611499540,1529742,0,0
1781802672,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,620474502,1589482,830,0,642754140,1589847,0,0
1781802673,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,620475360,1589488,830,0,642754548,1589855,0,0
1781802673,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,639174084,1626442,830,0,661975828,1626819,0,0
1781802674,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,639174942,1626448,830,0,661976236,1626827,0,0
1781802674,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,657623702,1662908,830,0,680938556,1663293,0,0
1781802675,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,657624560,1662914,830,0,680938964,1663301,0,0
1781802675,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,675700398,1698637,830,0,699520124,1699034,0,0
1781802676,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,675701256,1698643,830,0,699520532,1699042,0,0
1781802676,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,692804876,1728132,830,0,717041156,1728538,0,0
1781802677,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,692805734,1728138,830,0,717041564,1728546,0,0
1781802678,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,713219414,1763334,830,0,737950958,1763747,0,0
1781802679,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,713220272,1763340,830,0,737951366,1763755,0,0
1781802679,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,729971832,1792222,830,0,755112026,1792645,0,0
1781802680,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,729972690,1792228,830,0,755112434,1792653,0,0
1781802680,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,787965150,1892215,830,0,814512434,1892653,0,0
1781802681,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,787966008,1892221,830,0,814512842,1892661,0,0
1781802682,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,805894388,1923132,830,0,832878728,1923580,0,0
1781802683,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,805895246,1923138,830,0,832879136,1923588,0,0
1781802683,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,827307206,1955878,830,0,854758808,1956342,0,0
1781802684,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,827308064,1955884,830,0,854759216,1956350,0,0
1781802684,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,842764700,1979518,830,0,870553408,1979994,0,0
1781802685,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,842765558,1979524,830,0,870553816,1980002,0,0
1781802686,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,889098188,2050369,830,0,917890968,2050866,0,0
1781802687,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,889099046,2050375,830,0,917891376,2050874,0,0
1781802687,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,905307128,2075158,830,0,934449092,2075661,0,0
1781802688,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,905307986,2075164,830,0,934449500,2075669,0,0
1781802688,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,925608800,2106205,830,0,955186224,2106712,0,0
1781802689,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,925609658,2106211,830,0,955186632,2106720,0,0
1781802689,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,942076290,2128830,830,0,971980318,2129353,0,0
1781802690,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,942077148,2128836,830,0,971980726,2129361,0,0
1781802690,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,958027628,2150746,830,0,988243140,2151278,0,0
1781802691,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,958028486,2150752,830,0,988243548,2151286,0,0
1781802692,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,974353886,2173177,830,0,1004889576,2173720,0,0
1781802693,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,974354744,2173183,830,0,1004889984,2173728,0,0
1781802693,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,990471936,2195322,830,0,1021320832,2195872,0,0
1781802694,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,990472794,2195328,830,0,1021321240,2195880,0,0
1781802694,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1011663418,2224436,830,0,1042928280,2225000,0,0
1781802695,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1011664276,2224442,830,0,1042928688,2225008,0,0
1781802695,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1027673800,2244404,830,0,1059222576,2244976,0,0
1781802696,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1027674658,2244410,830,0,1059222984,2244984,0,0
1781802696,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1043358570,2263966,830,0,1075187208,2264548,0,0
1781802697,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1043359428,2263972,830,0,1075187616,2264556,0,0
1781802698,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1059990502,2284709,830,0,1092113904,2285299,0,0
1781802699,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1059991360,2284715,830,0,1092114312,2285307,0,0
1781802699,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1075814820,2304445,830,0,1108218072,2305042,0,0
1781802700,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1075815678,2304451,830,0,1108218480,2305050,0,0
1781802700,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1096340462,2330043,830,0,1129107264,2330649,0,0
1781802701,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1096341320,2330049,830,0,1129107672,2330657,0,0
1781802701,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1112381756,2348360,830,0,1145411582,2348976,0,0
1781802702,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1112382614,2348366,830,0,1145411990,2348984,0,0
1781802702,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1128734906,2367033,830,0,1162028290,2367654,0,0
1781802703,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1128735764,2367039,830,0,1162028698,2367662,0,0
1781802704,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1147572392,2388542,830,0,1181170818,2389170,0,0
1781802705,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1147573250,2388548,830,0,1181171226,2389178,0,0
1781802705,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1163357894,2406567,830,0,1197213476,2407203,0,0
1781802706,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1163358752,2406573,830,0,1197213884,2407211,0,0
1781802706,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1181579552,2427373,830,0,1215733894,2428020,0,0
1781802707,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1181580410,2427379,830,0,1215734302,2428028,0,0
1781802707,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1197416910,2444049,830,0,1231818642,2444713,0,0
1781802708,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1197417768,2444055,830,0,1231819050,2444721,0,0
1781802708,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1212752668,2460197,830,0,1247390542,2460874,0,0
1781802709,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1212753526,2460203,830,0,1247390950,2460882,0,0
1781802710,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1228732526,2477023,830,0,1263612178,2477709,0,0
1781802711,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1228733384,2477029,830,0,1263612586,2477717,0,0
1781802711,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1244473934,2493598,830,0,1279596670,2494298,0,0
1781802712,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1244474792,2493604,830,0,1279597078,2494306,0,0
1781802712,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1264764892,2514962,830,0,1300200650,2515679,0,0
1781802713,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1264765750,2514968,830,0,1300201058,2515687,0,0
1781802713,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1280193334,2530034,830,0,1315845794,2530759,0,0
1781802714,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1280194192,2530040,830,0,1315846202,2530767,0,0
1781802714,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1295782544,2545263,830,0,1331654942,2545997,0,0
1781802715,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1295783402,2545269,830,0,1331655350,2546005,0,0
1781802716,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1311863274,2560972,830,0,1347960254,2561713,0,0
1781802717,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1311864132,2560978,830,0,1347960662,2561721,0,0
1781802717,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1327752516,2576494,830,0,1364072498,2577243,0,0
1781802718,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1327753374,2576500,830,0,1364072906,2577251,0,0
1781802718,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1347710110,2595989,830,0,1384309754,2596747,0,0
1781802719,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1347710968,2595995,830,0,1384310162,2596755,0,0
1781802719,eth0,d8:3a:dd:cb:3d:8b,up,1000,full,1365264694,2611982,830,0,1402097714,2612751,0,0
