timestamp,ip_in_receives,ip_in_hdr_errors,ip_in_addr_errors,ip_in_unknown_protos,ip_in_discards,ip_in_delivers,ip_out_requests,ip_out_discards,ip_out_no_routes,ip_reasm_reqds,ip_reasm_oks,ip_reasm_fails,udp_in_datagrams,udp_no_ports,udp_in_errors,udp_out_datagrams,udp_rcvbuf_errors,udp_sndbuf_errors,udp_in_csum_errors,udp_ignored_multi,udp_mem_errors
1781802648,85599,0,0,0,0,85599,85772,0,0,0,0,0,85599,0,0,85772,0,0,0,0,0
1781802649,185595,0,0,0,0,185595,185772,0,0,0,0,0,85599,0,99898,185772,99898,0,0,0,0
1781802650,185601,0,0,0,0,185601,185780,0,0,0,0,0,85605,0,99898,185780,99898,0,0,0,0
1781802650,285590,0,0,0,0,285590,285780,0,0,0,0,0,85605,0,199789,285780,199789,0,0,0,0
1781802651,285596,0,0,0,0,285596,285788,0,0,0,0,0,85611,0,199789,285788,199789,0,0,0,0
1781802652,385593,0,0,0,0,385593,385788,0,0,0,0,0,85611,0,299688,385788,299688,0,0,0,0
1781802653,385599,0,0,0,0,385599,385796,0,0,0,0,0,85617,0,299688,385796,299688,0,0,0,0
1781802653,485592,0,0,0,0,485592,485796,0,0,0,0,0,85617,0,399583,485796,399583,0,0,0,0
1781802654,485598,0,0,0,0,485598,485804,0,0,0,0,0,85623,0,399583,485804,399583,0,0,0,0
1781802655,585595,0,0,0,0,585595,585804,0,0,0,0,0,85623,0,499482,585804,499482,0,0,0,0
1781802656,585601,0,0,0,0,585601,585812,0,0,0,0,0,85629,0,499482,585812,499482,0,0,0,0
1781802656,685596,0,0,0,0,685596,685812,0,0,0,0,0,85629,0,599379,685812,599379,0,0,0,0
1781802657,685602,0,0,0,0,685602,685820,0,0,0,0,0,85635,0,599379,685820,599379,0,0,0,0
1781802657,785591,0,0,0,0,785591,785820,0,0,0,0,0,85635,0,699270,785820,699270,0,0,0,0
1781802658,785597,0,0,0,0,785597,785828,0,0,0,0,0,85641,0,699270,785828,699270,0,0,0,0
1781802659,885592,0,0,0,0,885592,885828,0,0,0,0,0,85641,0,799167,885828,799167,0,0,0,0
1781802660,885598,0,0,0,0,885598,885836,0,0,0,0,0,85647,0,799167,885836,799167,0,0,0,0
1781802660,985585,0,0,0,0,985585,985836,0,0,0,0,0,85647,0,899056,985836,899056,0,0,0,0
1781802661,985591,0,0,0,0,985591,985844,0,0,0,0,0,85653,0,899056,985844,899056,0,0,0,0
1781802662,1085583,0,0,0,0,1085583,1085844,0,0,0,0,0,85653,0,998950,1085844,998950,0,0,0,0
1781802663,1085589,0,0,0,0,1085589,1085852,0,0,0,0,0,85659,0,998950,1085852,998950,0,0,0,0
1781802663,1159510,0,0,0,0,1159510,1185852,26071,0,0,0,0,85659,0,1072773,1159781,1072773,26071,0,0,0
1781802664,1159516,0,0,0,0,1159516,1185860,26071,0,0,0,0,85665,0,1072773,1159789,1072773,26071,0,0,0
1781802665,1259509,0,0,0,0,1259509,1285860,26071,0,0,0,0,85665,0,1172668,1259789,1172668,26071,0,0,0
1781802666,1259515,0,0,0,0,1259515,1285868,26071,0,0,0,0,85671,0,1172668,1259797,1172668,26071,0,0,0
1781802666,1345429,0,0,0,0,1345429,1385868,40145,0,0,0,0,85671,0,1258484,1345723,1258484,40145,0,0,0
1781802667,1345435,0,0,0,0,1345435,1385876,40145,0,0,0,0,85677,0,1258484,1345731,1258484,40145,0,0,0
1781802668,1419250,0,0,0,0,1419250,1485876,66320,0,0,0,0,85677,0,1332201,1419556,1332201,66320,0,0,0
1781802669,1419256,0,0,0,0,1419256,1485884,66320,0,0,0,0,85683,0,1332201,1419564,1332201,66320,0,0,0
1781802669,1493721,0,0,0,0,1493721,1585884,91847,0,0,0,0,85683,0,1406568,1494037,1406568,91847,0,0,0
1781802670,1493727,0,0,0,0,1493727,1585892,91847,0,0,0,0,85689,0,1406568,1494045,1406568,91847,0,0,0
1781802670,1529381,0,0,0,0,1529381,1685892,156183,0,0,0,0,85689,0,1442124,1529709,1442124,156183,0,0,0
1781802671,1529387,0,0,0,0,1529387,1685900,156183,0,0,0,0,85695,0,1442124,1529717,1442124,156183,0,0,0
1781802672,1589481,0,0,0,0,1589481,1785900,196078,0,0,0,0,85695,0,1502120,1589822,1502120,196078,0,0,0
1781802673,1589487,0,0,0,0,1589487,1785908,196078,0,0,0,0,85701,0,1502120,1589830,1502120,196078,0,0,0
1781802673,1626441,0,0,0,0,1626441,1885908,259114,0,0,0,0,85701,0,1538976,1626794,1538976,259114,0,0,0
1781802674,1626447,0,0,0,0,1626447,1885916,259114,0,0,0,0,85707,0,1538976,1626802,1538976,259114,0,0,0
1781802674,1662907,0,0,0,0,1662907,1985916,322648,0,0,0,0,85707,0,1575338,1663268,1575338,322648,0,0,0
1781802675,1662913,0,0,0,0,1662913,1985924,322648,0,0,0,0,85713,0,1575338,1663276,1575338,322648,0,0,0
1781802675,1698636,0,0,0,0,1698636,2085924,386915,0,0,0,0,85713,0,1610963,1699009,1610963,386915,0,0,0
1781802676,1698642,0,0,0,0,1698642,2085932,386915,0,0,0,0,85719,0,1610963,1699017,1610963,386915,0,0,0
1781802676,1728131,0,0,0,0,1728131,2185932,457419,0,0,0,0,85719,0,1640354,1728513,1640354,457419,0,0,0
1781802677,1728137,0,0,0,0,1728137,2185940,457419,0,0,0,0,85725,0,1640354,1728521,1640354,457419,0,0,0
1781802678,1763333,0,0,0,0,1763333,2285940,522218,0,0,0,0,85725,0,1675452,1763722,1675452,522218,0,0,0
1781802679,1763339,0,0,0,0,1763339,2285948,522218,0,0,0,0,85731,0,1675452,1763730,1675452,522218,0,0,0
1781802679,1792221,0,0,0,0,1792221,2385948,593328,0,0,0,0,85731,0,1704236,1792620,1704236,593328,0,0,0
1781802680,1792227,0,0,0,0,1792227,2385956,593328,0,0,0,0,85737,0,1704236,1792628,1704236,593328,0,0,0
1781802680,1892214,0,0,0,0,1892214,2485956,593328,0,0,0,0,85737,0,1804125,1892628,1804125,593328,0,0,0
1781802681,1892220,0,0,0,0,1892220,2485964,593328,0,0,0,0,85743,0,1804125,1892636,1804125,593328,0,0,0
1781802682,1923131,0,0,0,0,1923131,2585964,662409,0,0,0,0,85743,0,1834938,1923555,1834938,662409,0,0,0
1781802683,1923137,0,0,0,0,1923137,2585972,662409,0,0,0,0,85749,0,1834938,1923563,1834938,662409,0,0,0
