timestamp,tx_fifo_overflow,tx_fifo_bad_frame,tx_fifo_good_frame,rx_error_bad_frame,rx_error_bad_fcs,rx_fifo_overflow,rx_fifo_bad_frame,rx_fifo_good_frame,eth_rx_error_header_early_termination,ip_rx_error_header_early_termination,ip_rx_error_payload_early_termination,ip_rx_error_invalid_header,ip_rx_error_invalid_checksum,ip_tx_error_payload_early_termination,ip_tx_error_arp_failed,udp_rx_error_header_early_termination,udp_rx_error_payload_early_termination,udp_tx_error_payload_early_termination,speed,flood,loopback,tx_busy,random,constant,sequential,payload_size_bytes,packets_per_trigger,mac,local_ip,gateway_ip,subnet_mask,dest_ip,src_port,dst_port
1781802648,0,0,60215606,3523,3523,13,3523,50886962,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781802649,0,0,60315603,3527,3527,13,3527,50986959,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781802650,0,0,60315608,3527,3527,13,3527,50986966,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781802650,0,0,60415598,3538,3538,13,3538,51086956,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781802651,0,0,60415603,3538,3538,13,3538,51086963,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781802652,0,0,60515601,3541,3541,13,3541,51186961,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781802653,0,0,60515606,3541,3541,13,3541,51186968,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781802653,0,0,60615600,3548,3548,13,3548,51286962,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781802654,0,0,60615605,3548,3548,13,3548,51286969,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
1781802655,0,0,60715603,3551,3551,13,3551,51386967,0,0,0,0,0,0,0,0,0,0,1000M,0,1,0,0,0,1,1440,100000,66:70:67:61:3A:30,192.168.1.12,192.168.1.1,255.255.255.0,192.168.1.11,1234,9999
