timestamp,fpga_ip,fpga_ctrl_port,fpga_data_port,local_port,payload_size,sent,received,lost,min_ms,avg_ms,max_ms,stddev_ms
1781886935,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.025900000,0.034681731,0.048191000,0.002102886
1781886936,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.025690000,0.034943870,0.051611000,0.002030042
1781886937,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.025350000,0.034935458,0.048971000,0.001827680
1781886938,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.025920000,0.034985396,0.052590000,0.001738024
1781886939,192.168.1.12,55555,1234,9999,256,1000,1000,0,0.025170000,0.035066331,0.062860000,0.002221697
1781886940,192.168.1.12,55555,1234,9999,330,1000,1000,0,0.029110000,0.038508816,0.054861000,0.001460810
1781886941,192.168.1.12,55555,1234,9999,330,1000,1000,0,0.029000000,0.038522086,0.071960000,0.002297092
1781886942,192.168.1.12,55555,1234,9999,330,1000,1000,0,0.029231000,0.038541213,0.064561000,0.001955488
1781886943,192.168.1.12,55555,1234,9999,330,1000,1000,0,0.028880000,0.038561313,0.058180000,0.001677188
1781886944,192.168.1.12,55555,1234,9999,330,1000,1000,0,0.028900000,0.038596718,0.057040000,0.001616869
1781886945,192.168.1.12,55555,1234,9999,404,1000,1000,0,0.032220000,0.041531840,0.076381000,0.001998012
1781886946,192.168.1.12,55555,1234,9999,404,1000,1000,0,0.032230000,0.041364514,0.059491000,0.001773871
1781886947,192.168.1.12,55555,1234,9999,404,1000,1000,0,0.032370000,0.041311920,0.064560000,0.001857145
1781886948,192.168.1.12,55555,1234,9999,404,1000,1000,0,0.032001000,0.041285849,0.056210000,0.001871515
1781886949,192.168.1.12,55555,1234,9999,404,1000,1000,0,0.031950000,0.041260383,0.054031000,0.001803259
1781886950,192.168.1.12,55555,1234,9999,478,1000,1000,0,0.034980000,0.044344144,0.070801000,0.002474114
1781886951,192.168.1.12,55555,1234,9999,478,1000,1000,0,0.035300000,0.044533039,0.053790000,0.001558334
1781886952,192.168.1.12,55555,1234,9999,478,1000,1000,0,0.035020000,0.044445584,0.058110000,0.001702654
1781886953,192.168.1.12,55555,1234,9999,478,1000,1000,0,0.034871000,0.044444922,0.057681000,0.001890320
1781886954,192.168.1.12,55555,1234,9999,478,1000,1000,0,0.035570000,0.044565545,0.060821000,0.001983868
1781886955,192.168.1.12,55555,1234,9999,552,1000,1000,0,0.038650000,0.047850453,0.082050000,0.002295500
1781886957,192.168.1.12,55555,1234,9999,552,1000,1000,0,0.038540000,0.047931026,0.058110000,0.001537800
1781886958,192.168.1.12,55555,1234,9999,552,1000,1000,0,0.038851000,0.047847261,0.063940000,0.002130796
1781886959,192.168.1.12,55555,1234,9999,552,1000,1000,0,0.038400000,0.047842244,0.059960000,0.001940223
1781886960,192.168.1.12,55555,1234,9999,552,1000,1000,0,0.039120000,0.047847199,0.064001000,0.001907111
1781886961,192.168.1.12,55555,1234,9999,626,1000,1000,0,0.042111000,0.051107628,0.076570000,0.001894172
1781886962,192.168.1.12,55555,1234,9999,626,1000,1000,0,0.042040000,0.051123197,0.061170000,0.001667375
1781886963,192.168.1.12,55555,1234,9999,626,1000,1000,0,0.042090000,0.051243368,0.086900000,0.001996710
1781886964,192.168.1.12,55555,1234,9999,626,1000,1000,0,0.042060000,0.051158036,0.074930000,0.002243752
1781886965,192.168.1.12,55555,1234,9999,626,1000,1000,0,0.041970000,0.051149434,0.083761000,0.002151467
1781886966,192.168.1.12,55555,1234,9999,700,1000,1000,0,0.045180000,0.054340311,0.063640000,0.001538751
1781886967,192.168.1.12,55555,1234,9999,700,1000,1000,0,0.045180000,0.054598785,0.079600000,0.001917238
1781886968,192.168.1.12,55555,1234,9999,700,1000,1000,0,0.045150000,0.054400678,0.081310000,0.001789472
1781886969,192.168.1.12,55555,1234,9999,700,1000,1000,0,0.045180000,0.054441092,0.078081000,0.001775084
1781886970,192.168.1.12,55555,1234,9999,700,1000,1000,0,0.045511000,0.054483447,0.065610000,0.001395705
1781886971,192.168.1.12,55555,1234,9999,774,1000,1000,0,0.048451000,0.057761614,0.067441000,0.001318339
1781886972,192.168.1.12,55555,1234,9999,774,1000,1000,0,0.048711000,0.057810677,0.084171000,0.002007612
1781886973,192.168.1.12,55555,1234,9999,774,1000,1000,0,0.049100000,0.057939066,0.090241000,0.002055852
1781886974,192.168.1.12,55555,1234,9999,774,1000,1000,0,0.048290000,0.057755183,0.069860000,0.001553164
1781886976,192.168.1.12,55555,1234,9999,774,1000,1000,0,0.049120000,0.057828068,0.076350000,0.001686626
1781886977,192.168.1.12,55555,1234,9999,848,1000,1000,0,0.051601000,0.060734255,0.073590000,0.001439993
1781886978,192.168.1.12,55555,1234,9999,848,1000,1000,0,0.050291000,0.060688386,0.079271000,0.001671128
1781886979,192.168.1.12,55555,1234,9999,848,1000,1000,0,0.051181000,0.060758982,0.073600000,0.001605402
1781886980,192.168.1.12,55555,1234,9999,848,1000,1000,0,0.051231000,0.060681967,0.071421000,0.001496640
1781886981,192.168.1.12,55555,1234,9999,848,1000,1000,0,0.052820000,0.060979053,0.088331000,0.002080509
1781886982,192.168.1.12,55555,1234,9999,922,1000,1000,0,0.055200000,0.063852218,0.074191000,0.001472338
1781886983,192.168.1.12,55555,1234,9999,922,1000,1000,0,0.054190000,0.063749674,0.076439000,0.001646144
1781886984,192.168.1.12,55555,1234,9999,922,1000,1000,0,0.054980000,0.063899669,0.079079000,0.001416322
1781886985,192.168.1.12,55555,1234,9999,922,1000,1000,0,0.055689000,0.063873313,0.093799000,0.001877299
1781886986,192.168.1.12,55555,1234,9999,922,1000,1000,0,0.055790000,0.063936189,0.106539000,0.001906691
1781886987,192.168.1.12,55555,1234,9999,996,1000,1000,0,0.058090000,0.067036952,0.081259000,0.001541198
1781886988,192.168.1.12,55555,1234,9999,996,1000,1000,0,0.058169000,0.067093587,0.099849000,0.002178824
1781886989,192.168.1.12,55555,1234,9999,996,1000,1000,0,0.057979000,0.067043029,0.115379000,0.002246324
1781886990,192.168.1.12,55555,1234,9999,996,1000,1000,0,0.057950000,0.066985397,0.085959000,0.001893131
1781886992,192.168.1.12,55555,1234,9999,996,1000,1000,0,0.058009000,0.066986519,0.076939000,0.001406042
1781886993,192.168.1.12,55555,1234,9999,1070,1000,1000,0,0.062300000,0.070240692,0.091369000,0.001649807
1781886994,192.168.1.12,55555,1234,9999,1070,1000,1000,0,0.061770000,0.070133076,0.101149000,0.001955350
1781886995,192.168.1.12,55555,1234,9999,1070,1000,1000,0,0.061439000,0.070166334,0.125619000,0.002338673
1781886996,192.168.1.12,55555,1234,9999,1070,1000,1000,0,0.061300000,0.070165042,0.091089000,0.001545590
1781886997,192.168.1.12,55555,1234,9999,1070,1000,1000,0,0.061029000,0.070194760,0.084129000,0.001749259
1781886998,192.168.1.12,55555,1234,9999,1144,1000,1000,0,0.064869000,0.073676028,0.086329000,0.001502072
1781886999,192.168.1.12,55555,1234,9999,1144,1000,1000,0,0.064710000,0.073663449,0.086129000,0.001604483
1781887000,192.168.1.12,55555,1234,9999,1144,1000,1000,0,0.064430000,0.073678067,0.087929000,0.001663450
1781887001,192.168.1.12,55555,1234,9999,1144,1000,1000,0,0.065230000,0.073760367,0.112609000,0.001981250
1781887002,192.168.1.12,55555,1234,9999,1144,1000,1000,0,0.064749000,0.073608721,0.082969000,0.001617520
1781887003,192.168.1.12,55555,1234,9999,1218,1000,1000,0,0.067909000,0.077023562,0.106559000,0.001623745
1781887004,192.168.1.12,55555,1234,9999,1218,1000,1000,0,0.068789000,0.077152488,0.111479000,0.002022964
1781887006,192.168.1.12,55555,1234,9999,1218,1000,1000,0,0.068889000,0.077165001,0.105379000,0.001872738
1781887007,192.168.1.12,55555,1234,9999,1218,1000,1000,0,0.068450000,0.077040491,0.106729000,0.002000824
1781887008,192.168.1.12,55555,1234,9999,1218,1000,1000,0,0.068789000,0.076953176,0.113559000,0.001978758
1781887009,192.168.1.12,55555,1234,9999,1292,1000,1000,0,0.071129000,0.080097450,0.109929000,0.002479462
1781887010,192.168.1.12,55555,1234,9999,1292,1000,1000,0,0.071609000,0.079921374,0.115269000,0.002336196
1781887011,192.168.1.12,55555,1234,9999,1292,1000,1000,0,0.070709000,0.079774072,0.087849000,0.001643436
1781887012,192.168.1.12,55555,1234,9999,1292,1000,1000,0,0.071580000,0.079976169,0.115769000,0.002226210
1781887013,192.168.1.12,55555,1234,9999,1292,1000,1000,0,0.071190000,0.079858968,0.093699000,0.001504226
1781887014,192.168.1.12,55555,1234,9999,1366,1000,1000,0,0.074060000,0.082967802,0.094879000,0.001440084
1781887015,192.168.1.12,55555,1234,9999,1366,1000,1000,0,0.074999000,0.083142657,0.124709000,0.002487927
1781887016,192.168.1.12,55555,1234,9999,1366,1000,1000,0,0.074269000,0.083018971,0.099830000,0.001545977
1781887017,192.168.1.12,55555,1234,9999,1366,1000,1000,0,0.074109000,0.082932356,0.095419000,0.001589227
1781887019,192.168.1.12,55555,1234,9999,1366,1000,1000,0,0.074749000,0.083091116,0.102779000,0.001453507
1781887020,192.168.1.12,55555,1234,9999,1440,1000,1000,0,0.077070000,0.086221347,0.099290000,0.001463483
1781887021,192.168.1.12,55555,1234,9999,1440,1000,1000,0,0.076930000,0.086091594,0.100579000,0.001799232
1781887022,192.168.1.12,55555,1234,9999,1440,1000,1000,0,0.077200000,0.086272247,0.105449000,0.001555569
1781887023,192.168.1.12,55555,1234,9999,1440,1000,1000,0,0.077289000,0.086181777,0.096849000,0.001419951
1781887024,192.168.1.12,55555,1234,9999,1440,1000,1000,0,0.077849000,0.086316143,0.109829000,0.002003727
