test,payload_size,runs,goodput_mbps_mean,goodput_mbps_std,wire_mbps_mean,wire_mbps_std,pps_mean,pps_std,theoretical_goodput_mbps,theoretical_pps,lost_pct_mean,lost_pct_std
loopback,256,5,795.031047600,0.000001140,999.999989800,0.000001789,388198.753800000,0.000836660,795.031055901,388198.757763975,0.005640000,0.000847349
loopback,330,5,833.333324400,0.000002702,999.999989400,0.000003362,315656.562400000,0.001140175,833.333333333,315656.565656566,0.006980000,0.001997999
loopback,404,5,859.574461000,0.000000707,999.999991800,0.000000837,265957.444600000,0.000547723,859.574468085,265957.446808511,0.005600000,0.001524795
loopback,478,5,878.676463800,0.000000837,999.999992200,0.000001095,229779.410000000,0.000000000,878.676470588,229779.411764706,0.015160000,0.002177843
loopback,552,5,893.203877600,0.000001517,999.999993400,0.000001673,202265.371000000,0.000000000,893.203883495,202265.372168285,0.018100000,0.002046949
loopback,626,5,904.624272400,0.000000548,999.999994400,0.000000548,180635.837000000,0.000000000,904.624277457,180635.838150289,0.018680000,0.003523067
loopback,700,5,913.838115400,0.000000548,999.999994600,0.000000894,163185.378000000,0.000000000,913.838120104,163185.378590078,0.017780000,0.002167256
loopback,774,5,921.428567200,0.000000837,999.999995600,0.000000894,148809.523000000,0.000000000,921.428571429,148809.523809524,0.007180000,0.000661060
loopback,848,5,927.789930400,0.000000548,999.999995600,0.000000548,136761.487000000,0.000000000,927.789934354,136761.487964989,0.015920000,0.001592796
loopback,922,5,933.198377600,0.000000548,999.999997000,0.000000000,126518.218000000,0.000000000,933.198380567,126518.218623482,0.018620000,0.001437707
loopback,996,5,937.853103600,0.000000548,999.999996000,0.000000000,117702.448000000,0.000000000,937.853107345,117702.448210923,0.017780000,0.003584271
loopback,1070,5,941.901405400,0.000000548,999.999996600,0.000000548,110035.211000000,0.000000000,941.901408451,110035.211267606,0.015500000,0.002943637
loopback,1144,5,945.454542600,0.000000548,999.999996600,0.000000548,103305.785000000,0.000000000,945.454545455,103305.785123967,0.012060000,0.001497665
loopback,1218,5,948.598128000,0.000000707,999.999997000,0.000000707,97352.025000000,0.000000000,948.598130841,97352.024922118,0.018820000,0.002948220
loopback,1292,5,951.399113800,0.000000447,999.999997400,0.000000548,92047.128000000,0.000000000,951.399116348,92047.128129602,0.018300000,0.002188607
loopback,1366,5,953.910612200,0.000000447,999.999997400,0.000000548,87290.503000000,0.000000000,953.910614525,87290.502793296,0.020340000,0.001921718
loopback,1440,5,956.175296400,0.000000548,999.999997400,0.000000548,83001.328000000,0.000000000,956.175298805,83001.328021248,0.021980000,0.001825377
